t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
2.3965502,11.777868,3,EPI_ISL_1098250,Alpha,B.1.1.7,2021-02-18
10.253833,2.8922274,3,EPI_ISL_3164407,Alpha,B.1.1.7,2021-07-05
2.3965502,11.777866,3,EPI_ISL_11036528,Alpha,B.1.1.7,2021-08-02
2.3965495,11.777868,3,EPI_ISL_3497312,Alpha,B.1.1.7,2021-08-06
2.3965502,11.777868,3,EPI_ISL_11036678,Alpha,B.1.1.7,2021-09-20
10.2598915,2.895387,3,EPI_ISL_3186329,Alpha,B.1.1.7,2021-07-19
4.4784884,12.273769,3,EPI_ISL_2984601,Alpha,B.1,2021-06-16
10.244058,2.881276,3,EPI_ISL_3545753,Alpha,B.1.1.7,2021-07-21
4.4784884,12.273768,3,EPI_ISL_3957884,Alpha,B.1.1.7,2021-08
10.242766,2.8842015,3,EPI_ISL_3164393,Alpha,B.1.1.7,2021-07-01
10.231811,2.8733532,3,EPI_ISL_2894562,Alpha,B.1.1.7,2021-06-05
4.4784884,12.27377,3,EPI_ISL_2984545,Alpha,B.1.1.7,2021-06-14
4.4784884,12.273768,3,EPI_ISL_3186454,Alpha,B.1.1.7,2021-07-19
10.254315,2.8924532,3,EPI_ISL_6720837,Alpha,AY.44,2021-11-07
10.265892,2.9022257,3,EPI_ISL_2981220,Alpha,B.1.1.7,2021-06-14
10.245117,2.8900716,3,EPI_ISL_5095158,Alpha,B.1.1.7,2021-06-04
2.39655,11.777867,3,EPI_ISL_3058159,Alpha,B.1.1.7,2021-06-17
2.3965497,11.777867,3,EPI_ISL_2673783,Alpha,B.1.1.7,2021-05-22
4.478489,12.273769,3,EPI_ISL_3063290,Alpha,B.1.1.50,2021-07-13
10.238324,2.8788369,3,EPI_ISL_3186302,Alpha,B.1.1.7,2021-07-19
2.3872075,11.779328,3,EPI_ISL_1798651,Alpha,B.1.1,2021-04-11
10.251306,2.8975818,3,EPI_ISL_3100186,Alpha,B.1.1.7,2021-07-05
10.243522,2.8781903,3,EPI_ISL_4375365,Alpha,B.1.1.7,2021-04-29
10.242863,2.8824222,3,EPI_ISL_3164400,Alpha,B.1.1.7,2021-06-24
10.255852,2.8989692,3,EPI_ISL_2305118,Alpha,B.1.1.7,2021-05-11
7.5584083,13.8999815,3,EPI_ISL_4138838,Alpha,B.1.1.7,2021-08-04
2.39655,11.777868,3,EPI_ISL_1802084,Alpha,B.1.1.7,2021-04-14
10.255557,2.8987973,3,EPI_ISL_2863438,Alpha,B.1.1.7,2021-06-23
15.878087,8.341242,3,EPI_ISL_4381706,Alpha,B.1.1.7,2021-05-28
10.259629,2.8950639,3,EPI_ISL_3186326,Alpha,B.1.1.7,2021-07-16
10.231829,2.8733356,3,EPI_ISL_3186372,Alpha,B.1.1.7,2021-07-16
4.478489,12.273771,3,EPI_ISL_2647946,Alpha,Q.4,2021-05-29
10.239613,2.880733,3,EPI_ISL_3801469,Alpha,B.1.1.7,2021-08-02
4.4784884,12.273772,3,EPI_ISL_3455571,Alpha,B.1.1.7,2021-07-13
4.478489,12.27377,3,EPI_ISL_3387425,Alpha,B.1.1.7,2021-07-12
10.236443,2.8751242,3,EPI_ISL_3100252,Alpha,B.1.1.7,2021-06-28
10.263321,2.8978791,3,EPI_ISL_3100222,Alpha,B.1.1.7,2021-06-28
2.3963609,11.777786,3,EPI_ISL_1627570,Alpha,B.1.1,2021-02-08
2.39655,11.777867,3,EPI_ISL_3091093,Alpha,B.1.1.7,2021-04-22
10.252608,2.8964796,3,EPI_ISL_4381129,Alpha,B.1.1.7,2021-06-03
14.473616,10.832925,3,EPI_ISL_3324693,Alpha,B.1.1.7,2021-07-16
4.4784884,12.273769,3,EPI_ISL_3188965,Alpha,B.1.1.7,2021-06-25
10.265963,2.902356,3,EPI_ISL_2636360,Alpha,B.1.1.7,2021-06-02
