UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-30.092901,-25.95862,10,EPI_ISL_13095286,Omicron,Unassigned,2022-05-16
-23.654514,-21.199995,10,EPI_ISL_13541881,Omicron,BA.2.12.1,2022-06-12
-30.061646,-25.903963,10,EPI_ISL_12165544,Omicron,BA.2,2022-04-07
-21.740175,-19.278221,10,EPI_ISL_14060256,Omicron,BA.2.12.1,2022-07-05
-29.928892,-25.794373,10,EPI_ISL_13446917,Omicron,BA.2,2022-06-13
-30.210026,-25.997606,10,EPI_ISL_13722827,Omicron,BA.2,2022-06-07
-30.038092,-25.747597,10,EPI_ISL_13097949,Omicron,Unassigned,2022-05-23
-29.975908,-25.864868,10,EPI_ISL_11028397,Omicron,BA.2.9,2022-03-07
-29.92897,-25.786541,10,EPI_ISL_12406035,Omicron,BA.2,2022-04-22
-29.882,-25.856916,10,EPI_ISL_10107560,Omicron,BA.2.5,2022-02-11
-29.780499,-25.942913,10,EPI_ISL_11823417,Omicron,BA.2.9,2022-03-23
-28.170986,-24.349182,10,EPI_ISL_14021121,Omicron,BA.2.42,2022-07-08
-29.921083,-25.825703,10,EPI_ISL_13176770,Omicron,BA.2,2022-05-16
-29.835289,-25.685078,10,EPI_ISL_13032737,Omicron,BA.2.45,2022-05-19
-28.678474,-24.606947,10,EPI_ISL_12997887,Omicron,BA.2,2022-05-16
-30.077248,-25.935255,10,EPI_ISL_14726612,Omicron,BA.2.3,2022-04-19
-29.874231,-25.84906,10,EPI_ISL_10306426,Omicron,BA.2.10,2022-02-03
-30.069473,-25.958736,10,EPI_ISL_11507496,Omicron,BA.2,2022-03-11
-30.022568,-26.028755,10,EPI_ISL_10094706,Omicron,BA.2,2022-02-12
-30.171066,-26.083519,10,EPI_ISL_15456538,Omicron,BA.2,2022-06-14
-23.670006,-21.3796,10,EPI_ISL_13657285,Omicron,BA.2.12.1,2022-06-11
-29.905499,-25.755539,10,EPI_ISL_12831891,Omicron,BA.2.10.1,2022-04-22
-29.999287,-25.856987,10,EPI_ISL_12311518,Omicron,BA.2,2022-04-11
-30.007053,-25.880447,10,EPI_ISL_12050756,Omicron,BA.2.10.1,2022-03-28
-28.272167,-24.411474,10,EPI_ISL_13372556,Omicron,BA.2,2022-06-07
-29.983555,-25.809975,10,EPI_ISL_12907569,Omicron,BA.2,2022-05-10
-29.96797,-25.888163,10,EPI_ISL_12194889,Omicron,BA.2,2022-03-15
-30.007263,-25.864834,10,EPI_ISL_13426934,Omicron,BA.2.45,2022-05-30
-29.749306,-25.638342,10,EPI_ISL_13037537,Omicron,BA.2,2022-04-22
-23.64657,-21.231133,10,EPI_ISL_13763178,Omicron,BA.2.12.1,2022-06-10
-29.991388,-25.88797,10,EPI_ISL_15075322,Omicron,BA.2,2022
-23.685633,-21.247038,10,EPI_ISL_11937715,Omicron,BA.2.12.1,2022-04-02
-29.975698,-25.880508,10,EPI_ISL_11598573,Omicron,BA.2,2022-03-10
-29.874214,-25.849262,10,EPI_ISL_14612756,Omicron,BA.2.52,2022-07-22
-29.889717,-25.802002,10,EPI_ISL_12299525,Omicron,BA.2,2022-03-15
-23.834162,-21.395283,10,EPI_ISL_13310700,Omicron,BA.2.12.1,2022-06-01
-29.975782,-25.786726,10,EPI_ISL_12650292,Omicron,BA.2,2022-04
-29.81171,-25.732172,10,EPI_ISL_11677609,Omicron,Unassigned,2022-03-24
-29.796055,-25.677263,10,EPI_ISL_11081026,Omicron,BA.2,2022-02-14
-30.061699,-25.864822,10,EPI_ISL_12265617,Omicron,BA.2.10,2022-04-17
-23.693369,-21.262646,10,EPI_ISL_14964898,Omicron,BA.2.12.1,2022-04-11
-23.716816,-21.286058,10,EPI_ISL_12755672,Omicron,BA.2,2022-05-07
-30.077312,-25.958668,10,EPI_ISL_13154695,Omicron,BA.2.3,2022-05-24
-23.740341,-21.301529,10,EPI_ISL_13418248,Omicron,BA.2.12.1,2022-06-17
-29.991219,-25.857075,10,EPI_ISL_10642049,Omicron,BA.2,2022-02-24
-29.889765,-25.802319,10,EPI_ISL_13813517,Omicron,BA.2.9,2022-06-17
-29.897606,-25.755478,10,EPI_ISL_13089417,Omicron,BA.2,2022-05-21
-30.014856,-25.935226,10,EPI_ISL_12738560,Omicron,BA.2.9,2022-05-02
-29.975952,-25.857075,10,EPI_ISL_11245200,Omicron,BA.2,2022-03-07
-29.975664,-25.802319,10,EPI_ISL_9011898,Omicron,BA.2,2022-01-14
-21.623192,-19.207958,10,EPI_ISL_14059477,Omicron,BA.2.12.1,2022-07-05
-28.803669,-24.685106,10,EPI_ISL_14774152,Omicron,BA.2.10.1,2022-06-01
-29.960121,-25.833797,10,EPI_ISL_13141946,Omicron,BA.2.36,2022-05-23
-30.007023,-25.9039,10,EPI_ISL_12952665,Omicron,BA.2.2,2022-05-14
-29.897606,-25.817856,10,EPI_ISL_12867880,Omicron,BA.2,2022-05-08
-29.967918,-25.89605,10,EPI_ISL_12532548,Omicron,BA.2.9,2022-04-19
-29.850685,-25.489597,10,EPI_ISL_13305152,Omicron,BA.2.9,2022-04-11
-30.014822,-25.903751,10,EPI_ISL_11263626,Omicron,BA.2,2022
-29.991333,-25.888193,10,EPI_ISL_15679427,Omicron,BA.2.2,2022-08-09
-23.69344,-21.254688,10,EPI_ISL_14059133,Omicron,BA.2.12.1,2022-06-30
-23.74815,-21.30941,10,EPI_ISL_12112685,Omicron,BA.2.12.1,2022-03-29
-30.022554,-25.872637,10,EPI_ISL_9898876,Omicron,BA.2.9,2022-02-08
-23.677979,-21.246853,10,EPI_ISL_13748724,Omicron,BA.2.12.1,2022-07-01
-30.046057,-25.950706,10,EPI_ISL_12362429,Omicron,BA.2.9,2022-04-12
-29.95237,-25.708601,10,EPI_ISL_14505520,Omicron,BA.2.68,2022-06-04
-29.874132,-25.65391,10,EPI_ISL_12283058,Omicron,BA.2,2022-04-19
-30.038395,-25.888416,10,EPI_ISL_11068900,Omicron,BA.2.9,2022-02-22
-30.030281,-25.825748,10,EPI_ISL_14298924,Omicron,BA.2,2022-07-02
-30.006775,-25.771025,10,EPI_ISL_13622988,Omicron,BA.2,2022-06-10
-29.999165,-25.849188,10,EPI_ISL_10852009,Omicron,BA.2.9,2022-02-20
-29.983566,-25.818035,10,EPI_ISL_12541964,Omicron,BA.2.3.6,2022-04-18
-29.889713,-25.802235,10,EPI_ISL_11832685,Omicron,BA.2,2022-04-02
-30.00687,-25.896042,10,EPI_ISL_9336324,Omicron,BA.2.10.1,2022-01-24
-30.0227,-25.974264,10,EPI_ISL_12551320,Omicron,BA.2,2022-04-14
-30.022552,-25.903942,10,EPI_ISL_11510305,Omicron,BA.2,2022-03-21
-29.999283,-25.872593,10,EPI_ISL_11424214,Omicron,BA.2,2022-03-11
-30.100746,-25.942932,10,EPI_ISL_9870036,Omicron,BA.2,2022-02-07
-23.84973,-21.403326,10,EPI_ISL_13086875,Omicron,BA.2.12.1,2022-05-19
-22.388874,-19.949966,10,EPI_ISL_12625869,Omicron,BA.2.12.1,2022-05-02
-29.960167,-26.036678,10,EPI_ISL_10887609,Omicron,BA.2,2022-03-03
-29.835014,-25.716211,10,EPI_ISL_11029800,Omicron,BA.2.9,2022-03-08
-30.0619,-25.763184,10,EPI_ISL_13144679,Omicron,BA.2.9,2022-05-17
-30.00685,-25.864868,10,EPI_ISL_14190801,Omicron,BA.2.3.7,2022-05-23
-23.716888,-21.278263,10,EPI_ISL_14059511,Omicron,BA.2.12.1,2022-07-05
-30.006947,-25.958504,10,EPI_ISL_12457320,Omicron,BA.2,2022-04-16
-23.75581,-21.309277,10,EPI_ISL_13260211,Omicron,BA.2.12.1,2022-05-27
-28.530262,-24.46632,10,EPI_ISL_14241969,Omicron,BA.2,2022-07-09
-30.045994,-25.849194,10,EPI_ISL_11461682,Omicron,BA.2,2022-03-14
-29.905388,-25.90388,10,EPI_ISL_12932544,Omicron,BA.2,2022-05-14
-23.873077,-21.43451,10,EPI_ISL_13189611,Omicron,BA.2.12.1,2022-05-28
-29.944494,-25.857063,10,EPI_ISL_14133320,Omicron,BA.2,2022-06-30
-23.709135,-21.278166,10,EPI_ISL_12657234,Omicron,BA.2.12.1,2022-05-02
-23.654415,-21.223492,10,EPI_ISL_13135128,Omicron,BA.2.12.1,2022-05-27
-29.967815,-25.888412,10,EPI_ISL_15865350,Omicron,BA.2,2022-06-30
-29.991327,-25.87259,10,EPI_ISL_12115376,Omicron,BA.2.3,2022-04-03
-30.038294,-25.919369,10,EPI_ISL_13741285,Omicron,BA.2,2022-06-24
-30.124222,-25.81812,10,EPI_ISL_12346271,Omicron,BA.2,2022-04-23
-29.928701,-25.86474,10,EPI_ISL_13381363,Omicron,BA.2,2022-06-09
-23.740345,-21.332897,10,EPI_ISL_13794813,Omicron,BA.2.12.1,2022-06-16
-29.874092,-25.747652,10,EPI_ISL_13145765,Omicron,BA.2.41,2022-05-11
-29.936718,-25.903915,10,EPI_ISL_12722257,Omicron,BA.2.3,2022-05-04
-23.70118,-21.26247,10,EPI_ISL_12330938,Omicron,BA.2.12.1,2022-04-10
-29.858395,-25.755365,10,EPI_ISL_13523752,Omicron,BA.2.9.3,2022-05-10
-29.960129,-25.888094,10,EPI_ISL_11046134,Omicron,BA.2,2022-02-21
-23.670073,-21.23125,10,EPI_ISL_12929738,Omicron,BA.2.12.1,2022-05-02
-30.147305,-25.927254,10,EPI_ISL_10211320,Omicron,BA.2,2022-02-16
-29.967842,-25.997593,10,EPI_ISL_14017749,Omicron,BA.2.3.1,2022-06-20
-30.09293,-26.138226,10,EPI_ISL_13421977,Omicron,BA.2.36,2022-06-15
-30.069359,-25.958702,10,EPI_ISL_11273158,Omicron,BA.2,2022-03-16
-30.053947,-25.880608,10,EPI_ISL_11906154,Omicron,BA.2,2022-03-21
-30.0382,-25.974316,10,EPI_ISL_10359267,Omicron,Unassigned,2022-02-11
-29.944313,-25.817917,10,EPI_ISL_12046299,Omicron,BA.2.9,2022-04-05
-30.100641,-25.942781,10,EPI_ISL_12227981,Omicron,BA.2.3,2022-04-12
-29.936731,-25.90392,10,EPI_ISL_9730670,Omicron,BA.2.10,2022-01
-30.061892,-25.708654,10,EPI_ISL_11675155,Omicron,BA.2,2022-03-21
-29.936617,-25.825863,10,EPI_ISL_13036094,Omicron,BA.2,2022-05-11
-29.99924,-25.78666,10,EPI_ISL_13139801,Omicron,Unassigned,2022-05-23
-29.967949,-25.786522,10,EPI_ISL_10521342,Omicron,BA.2,2022-02-23
-29.960247,-25.896057,10,EPI_ISL_10511081,Omicron,BA.2,2022-02-22
-29.96799,-25.85701,10,EPI_ISL_13578488,Omicron,BA.2,2022-06-08
-28.170624,-24.31783,10,EPI_ISL_11603599,Omicron,BA.2,2022-03-22
-23.670044,-21.231344,10,EPI_ISL_12117962,Omicron,BA.2.12.1,2022-03-29
-30.100769,-25.997501,10,EPI_ISL_13217407,Omicron,BA.2.3,2022-05-22
-29.842915,-25.677336,10,EPI_ISL_10565557,Omicron,BA.2.3,2022-02-15
-23.740395,-21.28596,10,EPI_ISL_12590171,Omicron,BA.2.12.1,2022-04-26
-28.4052,-24.474236,10,EPI_ISL_13066396,Omicron,BA.2,2022-05-12
-23.795002,-21.364445,10,EPI_ISL_13335665,Omicron,BG.5,2022-05-20
-30.11612,-26.068024,10,EPI_ISL_9785728,Omicron,BA.2,2022-02-03
-29.967903,-25.880344,10,EPI_ISL_12815866,Omicron,BA.2,2022-04-27
-30.046158,-25.88815,10,EPI_ISL_12681325,Omicron,BA.2.3,2022-04-22
-23.69345,-21.317139,10,EPI_ISL_13333052,Omicron,BA.2.12.1,2022-05-13
-23.693367,-21.25481,10,EPI_ISL_12330277,Omicron,BA.2.12.1,2022-04-07
-30.085072,-25.903969,10,EPI_ISL_12710618,Omicron,BA.2,2022-04-20
-30.007101,-25.849125,10,EPI_ISL_10678591,Omicron,BA.2.9,2022-02-26
-23.71685,-21.278172,10,EPI_ISL_13254593,Omicron,BA.2.12.1,2022-06-01
-29.960245,-25.763231,10,EPI_ISL_12951314,Omicron,BA.2.3.1,2022-04-08
-29.881971,-25.91933,10,EPI_ISL_11198432,Omicron,BA.2,2022-03-12
-23.740246,-21.239128,10,EPI_ISL_12860817,Omicron,BA.2.12.1,2022-05-11
-30.061829,-25.958675,10,EPI_ISL_11760544,Omicron,BA.2,2022-03-22
-29.95217,-25.771048,10,EPI_ISL_12328779,Omicron,BA.2.10,2022-04-01
-21.693378,-19.254711,10,EPI_ISL_17318704,Omicron,BA.2,2022-05-30
-29.991299,-25.903763,10,EPI_ISL_12189326,Omicron,BA.2,2022-04-07
-29.967861,-25.763233,10,EPI_ISL_9240530,Omicron,BA.2.9,2022-01-22
-30.038286,-25.888323,10,EPI_ISL_11277798,Omicron,BA.2.44,2022-03-16
-23.70887,-21.278164,10,EPI_ISL_14060477,Omicron,BA.2.12.1,2022-07-05
-29.874302,-25.646168,10,EPI_ISL_11433929,Omicron,BA.2,2022-03-20
-30.061712,-25.833462,10,EPI_ISL_14535477,Omicron,BA.2,2022-07-04
-30.132294,-25.817917,10,EPI_ISL_14141786,Omicron,BA.2.3.1,2022-07-04
-21.951283,-19.48133,10,EPI_ISL_12883854,Omicron,BA.2.12.1,2022-05-05
-30.061647,-25.763266,10,EPI_ISL_12236979,Omicron,BA.2.22,2022-04-15
-29.928925,-25.880415,10,EPI_ISL_11073144,Omicron,BA.2.9,2022-02-14
-29.913343,-25.817833,10,EPI_ISL_11933585,Omicron,BA.2,2022-03-29
-28.655079,-24.786654,10,EPI_ISL_16394844,Omicron,BA.2,2022-08-21
-30.03038,-25.771044,10,EPI_ISL_12045132,Omicron,BA.2.9,2022-03-28
-29.834915,-25.755365,10,EPI_ISL_12793562,Omicron,Unassigned,2022-03-27
