UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-8.448723,-46.149372,-1,EPI_ISL_2453073,Alpha,B.1.1.7,2021-05
-8.472263,-46.688477,-1,EPI_ISL_12013701,Alpha,B.1.1.7,2021-07-15
-7.5971527,-46.063175,-1,EPI_ISL_2757584,Alpha,B.1.1.7,2021-05-28
1.182097,-18.29028,-1,EPI_ISL_3032626,Alpha,B.1.1.7,2021-06-22
-7.6791525,-56.18927,-1,EPI_ISL_1684472,Alpha,B.1.1.7,2021-04-04
5.8713436,12.424877,-1,EPI_ISL_2673067,Alpha,B.1.1.7,2021-06-12
5.660406,12.963871,-1,EPI_ISL_1866327,Alpha,B.1.1.7,2021-04-12
-7.718174,-56.220375,-1,EPI_ISL_2361279,Alpha,B.1.1.7,2021-05
-7.94475,-57.204666,-1,EPI_ISL_1193407,Alpha,B.1.1,2021-03-03
-8.812069,-56.485962,-1,EPI_ISL_2031120,Alpha,B.1.1.7,2021-03-09
5.9105587,13.010868,-1,EPI_ISL_2602676,Alpha,B.1.1.7,2021-05-10
12.552427,4.2445526,-1,EPI_ISL_2259194,Alpha,B.1.1.7,2021-04-27
-7.6050835,-46.71951,-1,EPI_ISL_2406493,Alpha,B.1.1.7,2021-05-07
-14.512872,-56.126312,-1,EPI_ISL_1098250,Alpha,B.1.1.7,2021-02-18
-20.062248,23.118366,-1,EPI_ISL_2597595,Alpha,B.1.1.7,2021-04-11
-5.487955,-15.219711,-1,EPI_ISL_6940176,Alpha,B.1.1.7,2021-10-07
5.863796,12.378248,-1,EPI_ISL_1412520,Alpha,B.1.1.7,2021-03-18
5.168255,13.010815,-1,EPI_ISL_3983422,Alpha,B.1.1.7,2021-08-16
5.8089504,12.534227,-1,EPI_ISL_12395184,Alpha,B.1.1.7,2021-08-13
-7.566057,-46.00081,-1,EPI_ISL_1211960,Alpha,B.1.1.7,2021-02-26
-8.175303,-46.774128,-1,EPI_ISL_1799868,Alpha,B.1.1.7,2021-04-09
5.7229996,12.143616,-1,EPI_ISL_2412466,Alpha,B.1.1.7,2021-05-17
12.567905,4.2056065,-1,EPI_ISL_2010603,Alpha,B.1.1.7,2021-04-23
-8.136303,-46.188305,-1,EPI_ISL_2475480,Alpha,B.1.1.7,2021-05-26
12.357095,4.432255,-1,EPI_ISL_2636577,Alpha,B.1.1.7,2021-05-25
4.9105988,12.839016,-1,EPI_ISL_11828125,Alpha,B.1.1.7,2021-06-09
5.8948383,13.026535,-1,EPI_ISL_1465557,Alpha,B.1.1.7,2021-03-16
-7.647995,-56.22034,-1,EPI_ISL_4081280,Alpha,B.1.1.7,2021-02
-8.081724,-46.071236,-1,EPI_ISL_1967500,Alpha,B.1.1,2021-04-05
2.0979843,-24.938107,-1,EPI_ISL_7270239,Alpha,B.1.1.7,2021-10-05
-14.880053,9.55678,-1,EPI_ISL_2149731,Alpha,B.1.1.7,2021-04-22
-7.6947575,-56.18134,-1,EPI_ISL_1696533,Alpha,B.1.1.7,2021-01-28
-7.702626,-56.243736,-1,EPI_ISL_2046812,Alpha,B.1.1.7,2021-05-03
