t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
10.005994,24.556648,4,EPI_ISL_8314889,Delta,AY.4.5,2021-12-13
8.833707,26.954845,4,EPI_ISL_8817484,Omicron,BA.1,2022-01-07
8.828922,26.952333,4,EPI_ISL_10841450,Omicron,BA.1.20,2022-02-22
8.371942,26.505907,4,EPI_ISL_12842209,Omicron,BA.1.1.14,2022-01-11
8.826661,26.952799,4,EPI_ISL_11245781,Omicron,BA.1.17.2,2022-03-07
8.021253,25.940098,4,EPI_ISL_10921702,Omicron,BA.1.17.2,2022-02-17
8.021233,25.94011,4,EPI_ISL_9770879,Omicron,BA.1.18,2022-01-12
8.825816,26.954407,4,EPI_ISL_8853077,Omicron,BA.1.17.2,2022-01-11
8.346226,27.461508,4,EPI_ISL_13481941,Omicron,BA.1.18,2022-01-23
8.0213785,25.940111,4,EPI_ISL_9300543,Omicron,BA.1.15,2022-01-10
8.828902,26.949192,4,EPI_ISL_9841685,Omicron,BA.1,2022-02-05
8.825151,26.950945,4,EPI_ISL_9221093,Omicron,BA.1.15.1,2022-01-07
9.650945,25.205,4,EPI_ISL_11407052,Omicron,BA.1.14.1,2022-01-26
8.02126,25.9401,4,EPI_ISL_10121376,Omicron,BA.1,2022-02-14
8.83001,26.95956,4,EPI_ISL_9768717,Omicron,BA.1,2022-02-02
8.825824,26.960363,4,EPI_ISL_10541794,Omicron,BA.1.17.2,2022-02-18
8.827721,26.959118,4,EPI_ISL_9827575,Omicron,BA.1.17.2,2022-02-03
9.12601,26.019142,4,EPI_ISL_12411125,Omicron,BA.1,2022-03-05
9.650958,25.204918,4,EPI_ISL_10721917,Omicron,BA.1.15,2022-02-09
8.828325,26.956467,4,EPI_ISL_9593600,Omicron,BA.1.15,2022-01-24
8.824892,26.951473,4,EPI_ISL_9431742,Omicron,BA.1,2022-01-18
8.826018,26.94579,4,EPI_ISL_9021871,Omicron,BA.1.18,2022-01
8.834177,26.94871,4,EPI_ISL_11778911,Omicron,BA.1.15,2022-01-07
8.514254,25.774252,4,EPI_ISL_11036956,Omicron,BA.1.17.2,2021-12-27
9.694694,27.627499,4,EPI_ISL_8947470,Omicron,BA.1.15,2021-12-29
8.832322,26.958168,4,EPI_ISL_8945309,Omicron,BA.1.15.1,2022-01-12
8.830565,26.961617,4,EPI_ISL_8260423,Omicron,BA.1.15,2021-12-17
9.650949,25.204985,4,EPI_ISL_11407026,Omicron,BA.1.1,2022-01-26
8.821335,26.948977,4,EPI_ISL_9651780,Omicron,BA.1,2022-01-31
8.82856,26.956158,4,EPI_ISL_10478880,Omicron,BA.1,2022-02-15
9.650949,25.205006,4,EPI_ISL_9206642,Omicron,BA.1,2021-12-22
8.021271,25.94008,4,EPI_ISL_8091723,Omicron,BA.1.15.1,2021-12-17
7.7856946,26.871414,4,EPI_ISL_8923144,Omicron,BA.1,2022-01-13
