t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
26.630228,13.682762,-1,EPI_ISL_1527171,Alpha,B.1.1.7,2021-03-24
26.632156,13.682179,-1,EPI_ISL_1907018,Alpha,B.1.1.7,2021-04-12
26.63021,13.682745,-1,EPI_ISL_1565101,Alpha,B.1.1.7,2021-04-01
26.695446,13.69297,-1,EPI_ISL_2422460,Alpha,B.1.1.7,2021-05-10
26.629654,13.680378,-1,EPI_ISL_2151694,Alpha,B.1.1.7,2021-04-27
26.637615,13.684639,-1,EPI_ISL_1801833,Alpha,B.1.1.7,2021-04-16
26.634954,13.686232,-1,EPI_ISL_1382776,Alpha,B.1.1.7,2021-02-25
26.637547,13.68172,-1,EPI_ISL_2185528,Alpha,B.1.1.7,2021-05-10
26.588083,13.662109,-1,EPI_ISL_2724948,Alpha,B.1.1.7,2021-06
26.629608,13.68035,-1,EPI_ISL_2382302,Alpha,B.1.1.7,2021-04-26
26.634825,13.68583,-1,EPI_ISL_1232406,Alpha,B.1.1.7,2021-02-20
26.629633,13.680362,-1,EPI_ISL_3130525,Alpha,B.1.1.7,2021-07-06
26.630215,13.68275,-1,EPI_ISL_3133909,Alpha,B.1.1,2021-07
26.629545,13.680346,-1,EPI_ISL_2250646,Alpha,B.1.1.7,2021-03
26.629637,13.680363,-1,EPI_ISL_3769179,Alpha,B.1,2021-07-21
26.630611,13.683775,-1,EPI_ISL_2535295,Alpha,B.1.1.7,2021-05-25
26.629622,13.680362,-1,EPI_ISL_1927953,Alpha,B.1.1.7,2021-04-21
26.630201,13.682736,-1,EPI_ISL_1556594,Alpha,B.1.1.7,2021-03-22
26.63022,13.682753,-1,EPI_ISL_2124526,Alpha,B.1.1.7,2021-05-05
26.63551,13.688823,-1,EPI_ISL_1756127,Alpha,Q.4,2021-04-06
26.6296,13.680376,-1,EPI_ISL_2099423,Alpha,B.1.1.7,2021-04-09
26.629637,13.680372,-1,EPI_ISL_2182427,Alpha,B.1.1.7,2021-04-12
26.559761,13.639957,-1,EPI_ISL_9216909,Delta,AY.33.2,2022-01-13
26.559755,13.639955,-1,EPI_ISL_8610358,Delta,AY.33.2,2021-12-29
26.641489,13.6645565,-1,EPI_ISL_4950220,Delta,AY.122,2021-09
