t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
25.153456,-19.015703,8,EPI_ISL_16365327,Omicron,BQ.1,2022-12-18
25.153471,-19.015684,8,EPI_ISL_16848799,Omicron,BQ.1.31,2023-01-23
25.153503,-19.0157,8,EPI_ISL_15816271,Omicron,Unassigned,2022-11-07
25.057693,-19.071646,8,EPI_ISL_16019877,Omicron,BQ.1.13,2022-11-22
25.153517,-19.015678,8,EPI_ISL_15939673,Omicron,BQ.1.5,2022-11-17
25.479656,-18.672293,8,EPI_ISL_17024813,Omicron,BW.1.1,2023-01-24
25.153334,-19.015713,8,EPI_ISL_16103883,Omicron,BQ.1.11,2022-11-27
25.153362,-19.01592,8,EPI_ISL_17194670,Omicron,BQ.1,2022-12-02
25.153357,-19.015697,8,EPI_ISL_16296014,Omicron,BQ.1.12,2022-12-01
25.372269,-18.499172,8,EPI_ISL_16886345,Omicron,BQ.1,2023-01-09
24.54015,-19.276642,8,EPI_ISL_17552914,Omicron,BQ.1.23,2023-01-06
25.153442,-19.015707,8,EPI_ISL_16651638,Omicron,BQ.1,2022-12-28
25.153454,-19.015709,8,EPI_ISL_16804302,Omicron,Unassigned,2023-01-25
25.632086,-19.517601,8,EPI_ISL_15830364,Omicron,CT.1,2022-11-10
25.153416,-19.01571,8,EPI_ISL_16704153,Omicron,BQ.1.12,2022-12-28
25.153372,-19.015701,8,EPI_ISL_16524519,Omicron,BQ.1,2022-12-30
25.153385,-19.015707,8,EPI_ISL_15683286,Omicron,BQ.1.12,2022-10-24
25.15336,-19.015924,8,EPI_ISL_16329117,Omicron,BQ.1.12,2022-12-07
25.153477,-19.015682,8,EPI_ISL_15448095,Omicron,BQ.1,2022-10-06
25.153276,-19.01593,8,EPI_ISL_16569233,Omicron,BQ.1,2022-12-22
25.153479,-19.01569,8,EPI_ISL_15395752,Omicron,BQ.1,2022-10-02
25.153511,-19.01569,8,EPI_ISL_16005925,Omicron,BQ.1.3,2022-11-30
