t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-15.572391,0.038802605,0,EPI_ISL_2532772,Alpha,B.1.1.7,2021-02-03
-15.592317,0.038322642,0,EPI_ISL_4381354,Alpha,B.1.1.7,2021-04-30
-15.552703,0.049237736,0,EPI_ISL_920856,Alpha,B.1.1.7,2021-01-05
-15.572035,0.036973,0,EPI_ISL_2765113,Alpha,B.1.1.7,2021-05-04
-15.591962,0.036132526,0,EPI_ISL_1191671,Alpha,B.1.1.7,2021-02-05
-19.162521,5.2324605,0,EPI_ISL_1851145,Alpha,B.1.1.7,2021-04-14
-15.55427,0.033634346,0,EPI_ISL_2300007,Alpha,B.1.1.7,2021-05-10
-16.569,10.717134,0,EPI_ISL_2453073,Alpha,B.1.1.7,2021-05
-15.565588,0.040548954,0,EPI_ISL_2181743,Alpha,B.1.1.7,2021-05-04
-15.593067,0.036175452,0,EPI_ISL_1760299,Alpha,B.1.1.7,2021-03-02
-15.56951,0.03809571,0,EPI_ISL_1380652,Alpha,B.1.1.7,2021-03-01
-17.624294,5.8933945,0,EPI_ISL_1177700,Alpha,B.1.1.7,2021-02-21
-15.574325,0.036481984,0,EPI_ISL_2022880,Alpha,B.1.1.7,2021-05-03
-15.562321,0.044718202,0,EPI_ISL_7686848,Alpha,B.1.1.7,2021-04-16
-15.591677,0.04867996,0,EPI_ISL_2612592,Alpha,B.1.1.7,2021-06-08
-15.593861,0.042162944,0,EPI_ISL_1411389,Alpha,B.1.1.7,2021-03-19
-15.576588,0.046875283,0,EPI_ISL_1288098,Alpha,B.1.1.7,2021-03-01
-15.569432,0.025499312,0,EPI_ISL_2670527,Alpha,B.1.1.7,2021-05-24
-16.568888,10.716833,0,EPI_ISL_12013701,Alpha,B.1.1.7,2021-07-15
-15.573808,0.045108847,0,EPI_ISL_1603200,Alpha,B.1.1.7,2021-02-08
-15.582733,0.03458622,0,EPI_ISL_1356268,Alpha,B.1.1.7,2021-03-09
-15.575011,0.020335147,0,EPI_ISL_1332088,Alpha,B.1.1.7,2021-03-11
-17.680264,8.7667465,0,EPI_ISL_2884613,Alpha,B.1.1.7,2021-06-10
-15.579307,0.02030778,0,EPI_ISL_4096610,Alpha,B.1.1.7,2021-05-07
-15.554712,0.024131145,0,EPI_ISL_1572447,Alpha,B.1.1.7,2021-03-25
-15.581362,0.04179245,0,EPI_ISL_2748390,Alpha,B.1.1.7,2021-06-23
-15.591204,0.039585315,0,EPI_ISL_1186534,Alpha,B.1.1.7,2021-02-26
-15.589748,0.024123983,0,EPI_ISL_2565716,Alpha,B.1.1.7,2021-03-15
-15.57188,0.026868058,0,EPI_ISL_1986145,Alpha,B.1.1.7,2021-04-30
-15.551485,0.024418077,0,EPI_ISL_1207630,Alpha,B.1.1.7,2021-02-26
-15.5928,0.036115985,0,EPI_ISL_1594404,Alpha,B.1.1.7,2021-03-30
-15.585133,0.041835096,0,EPI_ISL_2470863,Alpha,B.1.1.7,2021-05-25
-15.572736,0.045637794,0,EPI_ISL_1675558,Alpha,B.1.1.7,2021-03-29
-14.33549,4.5389533,0,EPI_ISL_5333855,Alpha,B.1.1.7,2021-06-03
-16.568888,10.716833,0,EPI_ISL_2757584,Alpha,B.1.1.7,2021-05-28
-15.559414,0.02847429,0,EPI_ISL_1264901,Alpha,B.1.1.7,2021-03-03
-15.557632,0.026903326,0,EPI_ISL_2291481,Alpha,B.1.1.7,2021-04-19
-15.573855,0.04542142,0,EPI_ISL_1719345,Alpha,B.1.1.7,2021-04-15
-15.579115,0.038753465,0,EPI_ISL_1627771,Alpha,B.1.1.7,2021-03-24
-15.590869,0.03472172,0,EPI_ISL_1564700,Alpha,B.1.1.7,2021-04-05
-15.5904045,0.03926587,0,EPI_ISL_1729215,Alpha,B.1.1.7,2021-04-14
-15.5438,0.029937042,0,EPI_ISL_1520928,Alpha,B.1.1.7,2021-03-25
-15.58626,0.044891886,0,EPI_ISL_2098741,Alpha,B.1.1.7,2021-04-27
-15.579027,0.050253417,0,EPI_ISL_2756502,Alpha,B.1.1.7,2021-05-07
-15.569373,0.045955148,0,EPI_ISL_2658504,Alpha,B.1.1.7,2021-04-21
-15.562295,0.04879003,0,EPI_ISL_2152174,Alpha,B.1.1.7,2021-05-03
-15.569753,0.031729173,0,EPI_ISL_1404219,Alpha,B.1.1.7,2021-03-04
-15.582208,0.022220762,0,EPI_ISL_1508573,Alpha,B.1.1.7,2021-03-22
-15.562905,0.027196165,0,EPI_ISL_2248500,Alpha,B.1.1.7,2021-05-04
-15.565512,0.035481878,0,EPI_ISL_2084371,Alpha,B.1.1.7,2021-03-14
-10.761934,4.6350136,0,EPI_ISL_2987348,Alpha,B.1.1.7,2021-05-20
-15.608519,5.8270154,0,EPI_ISL_2308921,Alpha,B.1.1.7,2021-03-15
-15.588927,0.051410977,0,EPI_ISL_15630214,Alpha,B.1.1.7,2021-03-15
