UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-1.3404007,19.198364,1,EPI_ISL_2532772,Alpha,B.1.1.7,2021-02-03
-1.6685638,18.635391,1,EPI_ISL_4381354,Alpha,B.1.1.7,2021-04-30
-1.3481293,18.783966,1,EPI_ISL_920856,Alpha,B.1.1.7,2021-01-05
-1.2387848,18.75293,1,EPI_ISL_2765113,Alpha,B.1.1.7,2021-05-04
-1.0980148,18.080841,1,EPI_ISL_1191671,Alpha,B.1.1.7,2021-02-05
-11.098442,2.705369,1,EPI_ISL_1851145,Alpha,B.1.1.7,2021-04-14
-1.004425,18.479645,1,EPI_ISL_2300007,Alpha,B.1.1.7,2021-05-10
-1.4028091,18.50296,1,EPI_ISL_2181743,Alpha,B.1.1.7,2021-05-04
-0.94194794,18.61203,1,EPI_ISL_1760299,Alpha,B.1.1.7,2021-03-02
-1.7619019,18.82312,1,EPI_ISL_1380652,Alpha,B.1.1.7,2021-03-01
-12.043974,4.322639,1,EPI_ISL_1177700,Alpha,B.1.1.7,2021-02-21
-1.0045471,18.127777,1,EPI_ISL_2022880,Alpha,B.1.1.7,2021-05-03
-0.926178,18.581055,1,EPI_ISL_7686848,Alpha,B.1.1.7,2021-04-16
-1.0825195,18.44806,1,EPI_ISL_2612592,Alpha,B.1.1.7,2021-06-08
-1.7307587,18.580994,1,EPI_ISL_1411389,Alpha,B.1.1.7,2021-03-19
-1.5980759,18.315247,1,EPI_ISL_1288098,Alpha,B.1.1.7,2021-03-01
-1.449852,18.838715,1,EPI_ISL_2670527,Alpha,B.1.1.7,2021-05-24
-1.1213989,18.82315,1,EPI_ISL_1603200,Alpha,B.1.1.7,2021-02-08
-1.4262085,18.682358,1,EPI_ISL_1356268,Alpha,B.1.1.7,2021-03-09
-1.6450043,18.84668,1,EPI_ISL_1332088,Alpha,B.1.1.7,2021-03-11
-12.348728,8.541184,1,EPI_ISL_2884613,Alpha,B.1.1.7,2021-06-10
