t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-19.953472,-21.271446,6,EPI_ISL_16712982,Omicron,XBB.1.5.31,2023-01-15
-19.943832,-21.267992,6,EPI_ISL_17370339,Omicron,XBB.1.5,2023-03-15
-19.212772,-21.984737,6,EPI_ISL_17068621,Omicron,XBB.1.5,2023-02-13
-21.5096,-21.39935,6,EPI_ISL_17669634,Omicron,XBB.1.5,2023-04-10
-20.985678,-21.006052,6,EPI_ISL_17294320,Omicron,XBB.1.5,2023-03-02
-20.631565,-23.38168,6,EPI_ISL_17081842,Omicron,XBB,2022-12-18
-19.949062,-21.267626,6,EPI_ISL_17140862,Omicron,XBB.1.5,2023-02-17
-18.88014,-21.076374,6,EPI_ISL_17009643,Omicron,XBB.1.5.28,2023-02-09
-19.949745,-21.26942,6,EPI_ISL_17020246,Omicron,XBB.1.5.39,2023-02-15
-19.955713,-21.26933,6,EPI_ISL_17020007,Omicron,XBB.1.5.4,2023-02-13
-19.9423,-21.26948,6,EPI_ISL_17347062,Omicron,XBB.1.11.1,2023-03-16
-19.951967,-21.268084,6,EPI_ISL_17677165,Omicron,EG.1,2023-05-02
-20.864746,-22.619415,6,EPI_ISL_16182899,Omicron,XBB.2,2022-09-14
-19.45807,-20.673405,6,EPI_ISL_17127967,Omicron,XBB.1.5.31,2023-02-10
-21.510262,-21.399502,6,EPI_ISL_17678936,Omicron,XBB.1.5.1,2023
-19.955769,-21.270023,6,EPI_ISL_17181298,Omicron,XBB.1.5.15,2023-02-27
-20.456968,-21.79795,6,EPI_ISL_17660420,Omicron,XBB.1.5,2023-04-13
-19.366339,-21.737818,6,EPI_ISL_17514460,Omicron,XBB.1.9.1,2023-04-12
-19.954983,-21.268446,6,EPI_ISL_17477680,Omicron,XBB.1.5.1,2023-03-28
-19.951834,-21.27111,6,EPI_ISL_17085054,Omicron,XBB.1.5,2023-02-13
-19.952335,-21.269707,6,EPI_ISL_17145976,Omicron,XBB.1.5,2023-02-10
-19.949896,-21.26751,6,EPI_ISL_17368164,Omicron,XBB.1.5,2023-02-26
-19.944283,-21.269768,6,EPI_ISL_17471648,Omicron,XBB.1.5.20,2023-03-24
-20.61438,-23.55155,6,EPI_ISL_17343920,Omicron,XBB.2.8,2023-03-04
-19.651796,-21.664368,6,EPI_ISL_17655384,Omicron,XBB.1.5,2023-04-17
-19.40138,-20.247646,6,EPI_ISL_17001384,Omicron,XBB.1.5.32,2023-02-09
-21.36086,-22.222525,6,EPI_ISL_16182905,Omicron,XBB,2022-09-30
-19.22958,-20.589315,6,EPI_ISL_16763365,Omicron,XBB.1.5,2023-01-22
-20.457428,-23.649271,6,EPI_ISL_16943738,Omicron,XBB.2.6,2022-12-07
-19.397577,-20.287964,6,EPI_ISL_17046123,Omicron,XBB.1.5.12,2023-02-16
-19.94217,-21.270311,6,EPI_ISL_17107041,Omicron,XBB.1.5.16,2023-02
-19.94829,-21.269491,6,EPI_ISL_17422064,Omicron,XBB.1.17.1,2023-03-27
-20.985065,-21.007055,6,EPI_ISL_16913091,Omicron,XBB.1.5.17,2023-01-17
-20.985064,-21.00704,6,EPI_ISL_17005247,Omicron,XBB.1.5,2023-02-13
-19.196533,-20.834888,6,EPI_ISL_17653013,Omicron,FE.1,2023-04-29
-21.510242,-21.399752,6,EPI_ISL_16998630,Omicron,XBB.1.5,2023-02-10
-20.33161,-21.817339,6,EPI_ISL_17012331,Omicron,XBB.1.5.2,2023-02-06
-20.457396,-23.64924,6,EPI_ISL_16012332,Omicron,XBB.1.15,2022-11-22
-20.623844,-20.355938,6,EPI_ISL_16113328,Omicron,XBB.1.3,2022-11-30
-19.994757,-22.639658,6,EPI_ISL_17278916,Omicron,XBB.1.5,2023-03-09
-19.95207,-21.266611,6,EPI_ISL_17020172,Omicron,XBB.1.5,2023-02-14
-19.946081,-21.266325,6,EPI_ISL_17038681,Omicron,FD.2,2023-02-09
-19.943745,-21.277832,6,EPI_ISL_17408732,Omicron,XBB.1.5,2023-03-13
-19.942516,-21.268812,6,EPI_ISL_17285805,Omicron,XBB.1.22.1,2023-02-20
-19.956059,-21.265085,6,EPI_ISL_17588821,Omicron,FD.2,2023-04-12
-19.948954,-21.26931,6,EPI_ISL_17022505,Omicron,XBB.1.5,2023-02-05
-21.001278,-20.935863,6,EPI_ISL_17408139,Omicron,XBB.2.3.2,2023-03-24
-20.457405,-23.649244,6,EPI_ISL_16510834,Omicron,XBB.1,2022-12-27
-21.50996,-21.40032,6,EPI_ISL_16733647,Omicron,XBB.1.5,2023-01-17
-20.168077,-23.600714,6,EPI_ISL_15931438,Omicron,XBB.1,2022-11-14
-19.71311,-20.44118,6,EPI_ISL_17147441,Omicron,FD.2,2023-02-20
-19.952707,-21.27655,6,EPI_ISL_17001327,Omicron,XBB.1.5,2023-02-13
-19.952122,-21.27424,6,EPI_ISL_17525376,Omicron,XBB.1.5,2023-04-10
-20.457403,-23.649252,6,EPI_ISL_16643408,Omicron,XBB.2.5,2023-01-03
-21.509916,-21.400196,6,EPI_ISL_17288348,Omicron,XBB.1.5,2023
-19.64962,-20.501852,6,EPI_ISL_17685511,Omicron,XBB.1.22.1,2023-04-27
-19.039082,-21.217556,6,EPI_ISL_17659444,Omicron,XBB.2.3,2023-04-29
-20.614347,-23.55154,6,EPI_ISL_16629253,Omicron,XBB.1,2022-12-30
-19.94474,-21.269371,6,EPI_ISL_17588354,Omicron,XBB.1.17.1,2023-04-12
-19.946152,-21.266027,6,EPI_ISL_16896056,Omicron,XBB.1.5.31,2023-01-23
-19.95352,-21.27016,6,EPI_ISL_17422697,Omicron,XBB.1.9.2,2023-04-03
-19.326899,-22.76956,6,EPI_ISL_16401064,Omicron,XBB.1.15,2022-12-16
-20.457396,-23.649244,6,EPI_ISL_15960784,Omicron,XBB.3.2,2022-11-21
-19.955118,-21.258549,6,EPI_ISL_17677186,Omicron,XBB.1.5.11,2023-05-02
-20.578152,-21.13737,6,EPI_ISL_17659997,Omicron,XBB.1.5.1,2023-05-03
-19.950037,-21.27055,6,EPI_ISL_17414237,Omicron,XBB.1.5,2023-03-18
-19.951347,-21.269396,6,EPI_ISL_17269658,Omicron,XBB.1.5.7,2023-02-27
-20.457409,-23.64925,6,EPI_ISL_15967493,Omicron,XBB.1.1,2022-10-23
-18.893766,-21.205544,6,EPI_ISL_17563818,Omicron,XBB.1.16,2023-04-07
-21.510267,-21.399508,6,EPI_ISL_17679538,Omicron,XBB.1.5.1,2023-05-04
-21.017433,-20.939644,6,EPI_ISL_17406420,Omicron,XBB.1.5,2023-03-15
-20.732317,-20.403625,6,EPI_ISL_17503525,Omicron,XBB,2023-02-28
-19.958172,-21.269848,6,EPI_ISL_17411833,Omicron,XBB.1.5.11,2023-03-23
-19.94617,-21.26928,6,EPI_ISL_17517660,Omicron,XBB.1.5,2023-01-13
-20.451067,-23.658773,6,EPI_ISL_15854955,Omicron,XBB.1,2022-10-22
