t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-15.435585,0.08661058,7,EPI_ISL_2532772,Alpha,B.1.1.7,2021-02-03
-15.446222,0.07962201,7,EPI_ISL_4381354,Alpha,B.1.1.7,2021-04-30
-15.42313,0.09261349,7,EPI_ISL_920856,Alpha,B.1.1.7,2021-01-05
-15.438225,0.0760118,7,EPI_ISL_2765113,Alpha,B.1.1.7,2021-05-04
-15.4136305,0.07039822,7,EPI_ISL_1191671,Alpha,B.1.1.7,2021-02-05
-19.411835,-6.800169,7,EPI_ISL_1851145,Alpha,B.1.1.7,2021-04-14
-15.414468,0.07327698,7,EPI_ISL_2300007,Alpha,B.1.1.7,2021-05-10
-14.838223,-12.727618,7,EPI_ISL_2453073,Alpha,B.1.1.7,2021-05
-15.4178705,0.09838191,7,EPI_ISL_2181743,Alpha,B.1.1.7,2021-05-04
-15.441515,0.08554682,7,EPI_ISL_1760299,Alpha,B.1.1.7,2021-03-02
-15.426225,0.059763063,7,EPI_ISL_1380652,Alpha,B.1.1.7,2021-03-01
-17.660988,-7.1087074,7,EPI_ISL_1177700,Alpha,B.1.1.7,2021-02-21
-15.446408,0.08464069,7,EPI_ISL_2022880,Alpha,B.1.1.7,2021-05-03
-15.435094,0.09085575,7,EPI_ISL_7686848,Alpha,B.1.1.7,2021-04-16
-15.4268,0.10468322,7,EPI_ISL_2612592,Alpha,B.1.1.7,2021-06-08
-15.442363,0.094910234,7,EPI_ISL_1411389,Alpha,B.1.1.7,2021-03-19
-15.431269,0.11700206,7,EPI_ISL_1288098,Alpha,B.1.1.7,2021-03-01
-15.435014,0.080778226,7,EPI_ISL_2670527,Alpha,B.1.1.7,2021-05-24
-14.838264,-12.727713,7,EPI_ISL_12013701,Alpha,B.1.1.7,2021-07-15
-15.422156,0.07676251,7,EPI_ISL_1603200,Alpha,B.1.1.7,2021-02-08
-15.440036,0.094050355,7,EPI_ISL_1356268,Alpha,B.1.1.7,2021-03-09
-15.434921,0.07903214,7,EPI_ISL_1332088,Alpha,B.1.1.7,2021-03-11
-16.32317,-10.489105,7,EPI_ISL_2884613,Alpha,B.1.1.7,2021-06-10
-15.447254,0.109942384,7,EPI_ISL_4096610,Alpha,B.1.1.7,2021-05-07
-15.438212,0.08875371,7,EPI_ISL_1572447,Alpha,B.1.1.7,2021-03-25
-15.432579,0.09333461,7,EPI_ISL_2748390,Alpha,B.1.1.7,2021-06-23
-15.445794,0.10041999,7,EPI_ISL_1186534,Alpha,B.1.1.7,2021-02-26
-15.44759,0.07882462,7,EPI_ISL_2565716,Alpha,B.1.1.7,2021-03-15
-15.447335,0.105841376,7,EPI_ISL_1986145,Alpha,B.1.1.7,2021-04-30
-15.409048,0.06036882,7,EPI_ISL_1207630,Alpha,B.1.1.7,2021-02-26
-15.433003,0.11743362,7,EPI_ISL_1594404,Alpha,B.1.1.7,2021-03-30
-15.424944,0.089440785,7,EPI_ISL_2470863,Alpha,B.1.1.7,2021-05-25
-15.426529,0.08105373,7,EPI_ISL_1675558,Alpha,B.1.1.7,2021-03-29
-14.131456,-5.164167,7,EPI_ISL_5333855,Alpha,B.1.1.7,2021-06-03
-14.838264,-12.7277155,7,EPI_ISL_2757584,Alpha,B.1.1.7,2021-05-28
-15.441901,0.081510976,7,EPI_ISL_1264901,Alpha,B.1.1.7,2021-03-03
