t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
2.4346347,-9.624806,1,EPI_ISL_1098250,Alpha,B.1.1.7,2021-02-18
7.5126095,-1.3557796,1,EPI_ISL_3164407,Alpha,B.1.1.7,2021-07-05
2.4346347,-9.624807,1,EPI_ISL_11036528,Alpha,B.1.1.7,2021-08-02
2.4346342,-9.624807,1,EPI_ISL_3497312,Alpha,B.1.1.7,2021-08-06
2.434635,-9.624807,1,EPI_ISL_11036678,Alpha,B.1.1.7,2021-09-20
7.518345,-1.3419331,1,EPI_ISL_3186329,Alpha,B.1.1.7,2021-07-19
2.2213802,-7.889668,1,EPI_ISL_2984601,Alpha,B.1,2021-06-16
7.522067,-1.3460295,1,EPI_ISL_3545753,Alpha,B.1.1.7,2021-07-21
2.22138,-7.889668,1,EPI_ISL_3957884,Alpha,B.1.1.7,2021-08
7.5097313,-1.3577968,1,EPI_ISL_3164393,Alpha,B.1.1.7,2021-07-01
7.5140357,-1.342511,1,EPI_ISL_2894562,Alpha,B.1.1.7,2021-06-05
2.22138,-7.889668,1,EPI_ISL_2984545,Alpha,B.1.1.7,2021-06-14
2.2213802,-7.889668,1,EPI_ISL_3186454,Alpha,B.1.1.7,2021-07-19
7.5214257,-1.3311304,1,EPI_ISL_6720837,Alpha,AY.44,2021-11-07
7.515053,-1.3478898,1,EPI_ISL_2981220,Alpha,B.1.1.7,2021-06-14
7.510811,-1.3568586,1,EPI_ISL_5095158,Alpha,B.1.1.7,2021-06-04
2.4346344,-9.624808,1,EPI_ISL_3058159,Alpha,B.1.1.7,2021-06-17
2.434754,-9.625018,1,EPI_ISL_2673783,Alpha,B.1.1.7,2021-05-22
2.2213802,-7.8896675,1,EPI_ISL_3063290,Alpha,B.1.1.50,2021-07-13
7.516743,-1.340912,1,EPI_ISL_3186302,Alpha,B.1.1.7,2021-07-19
2.4349515,-9.6338415,1,EPI_ISL_1798651,Alpha,B.1.1,2021-04-11
7.5127354,-1.3672724,1,EPI_ISL_3100186,Alpha,B.1.1.7,2021-07-05
7.512614,-1.3540376,1,EPI_ISL_4375365,Alpha,B.1.1.7,2021-04-29
7.5124736,-1.3570373,1,EPI_ISL_3164400,Alpha,B.1.1.7,2021-06-24
7.5150666,-1.347864,1,EPI_ISL_2305118,Alpha,B.1.1.7,2021-05-11
5.932869,-10.039024,1,EPI_ISL_4138838,Alpha,B.1.1.7,2021-08-04
2.4347544,-9.625018,1,EPI_ISL_1802084,Alpha,B.1.1.7,2021-04-14
7.5206137,-1.3329813,1,EPI_ISL_2863438,Alpha,B.1.1.7,2021-06-23
9.57833,-7.842512,1,EPI_ISL_4381706,Alpha,B.1.1.7,2021-05-28
7.5116167,-1.3548094,1,EPI_ISL_3186326,Alpha,B.1.1.7,2021-07-16
7.5209208,-1.3434271,1,EPI_ISL_3186372,Alpha,B.1.1.7,2021-07-16
2.2213802,-7.889668,1,EPI_ISL_2647946,Alpha,Q.4,2021-05-29
7.516242,-1.3388554,1,EPI_ISL_3801469,Alpha,B.1.1.7,2021-08-02
2.2213802,-7.8896675,1,EPI_ISL_3455571,Alpha,B.1.1.7,2021-07-13
2.2213805,-7.889668,1,EPI_ISL_3387425,Alpha,B.1.1.7,2021-07-12
7.5181336,-1.3321624,1,EPI_ISL_3100252,Alpha,B.1.1.7,2021-06-28
7.5128417,-1.3710034,1,EPI_ISL_3100222,Alpha,B.1.1.7,2021-06-28
2.4346342,-9.624808,1,EPI_ISL_1627570,Alpha,B.1.1,2021-02-08
2.4346347,-9.624807,1,EPI_ISL_3091093,Alpha,B.1.1.7,2021-04-22
7.5120215,-1.3566804,1,EPI_ISL_4381129,Alpha,B.1.1.7,2021-06-03
6.9287133,6.128776,1,EPI_ISL_3324693,Alpha,B.1.1.7,2021-07-16
2.2213802,-7.889668,1,EPI_ISL_3188965,Alpha,B.1.1.7,2021-06-25
7.5163684,-1.3666831,1,EPI_ISL_2636360,Alpha,B.1.1.7,2021-06-02
7.521972,-1.3302196,1,EPI_ISL_3237618,Alpha,AY.122,2021-06-24
7.5129223,-1.3428874,1,EPI_ISL_2981883,Alpha,B.1.1.7,2021-07-08
7.5107355,-1.3676679,1,EPI_ISL_2981057,Alpha,B.1.1.7,2021-07-02
7.516086,-1.3406324,1,EPI_ISL_3049971,Alpha,B.1.1.7,2021-07-01
7.5194573,-1.3429915,1,EPI_ISL_3186432,Alpha,B.1.1.7,2021-07-19
7.5127945,-1.3543497,1,EPI_ISL_3186312,Alpha,B.1.1.7,2021-07-09
7.521885,-1.3738201,1,EPI_ISL_3100231,Alpha,B.1.1.7,2021-07-05
7.5146384,-1.3667191,1,EPI_ISL_3026816,Alpha,B.1.1,2021-07-08
7.5195494,-1.3522819,1,EPI_ISL_4378511,Alpha,AY.113,2021-06-01
7.5113235,-1.35897,1,EPI_ISL_3186337,Alpha,B.1.1.7,2021-07-20
7.510831,-1.3620813,1,EPI_ISL_3419096,Alpha,Q.8,2021-07-14
7.50993,-1.3649944,1,EPI_ISL_3186455,Alpha,B.1.1.7,2021-07-19
7.51326,-1.3561572,1,EPI_ISL_3100260,Alpha,B.1.1.7,2021-07-05
7.516837,-1.3792964,1,EPI_ISL_6060074,Delta,AY.44,2021-10-02
7.5136266,-1.3474149,1,EPI_ISL_8252867,Delta,AY.43,2021-12-04
7.525167,-1.3476979,1,EPI_ISL_6164076,Delta,AY.44,2021-10-07
7.5197186,-1.3456109,1,EPI_ISL_3390190,Delta,AY.127,2021-07-23
7.512687,-1.3487723,1,EPI_ISL_5984269,Delta,B.1.617.2,2021-10-06
7.524512,-1.3350546,1,EPI_ISL_4847061,Delta,AY.25,2021-09-21
5.9328685,-10.039022,1,EPI_ISL_5005326,Delta,AY.112,2021-09-12
7.5349307,-1.3319995,1,EPI_ISL_10173199,Delta,AY.4,2021-12-14
7.5300384,-1.3459853,1,EPI_ISL_5760767,Delta,AY.54,2021-09-18
5.0433993,-7.508028,1,EPI_ISL_4555545,Delta,AY.43,2021-09-12
7.5355453,-1.3216333,1,EPI_ISL_4164431,Delta,AY.47,2021-08-18
7.5314546,-1.3220214,1,EPI_ISL_6189527,Delta,AY.129,2021-10-27
5.621928,4.9189153,1,EPI_ISL_4391255,Delta,AY.75,2021-09-03
4.9655833,5.3673944,1,EPI_ISL_7641493,Delta,AY.80,2021-12-03
7.529258,-1.3291953,1,EPI_ISL_6333361,Delta,AY.43,2021-09-25
3.7678103,4.517008,1,EPI_ISL_3807812,Delta,AY.98,2021-08-24
7.531196,-1.3486559,1,EPI_ISL_5715685,Delta,AY.29,2021-09-04
4.362837,5.536667,1,EPI_ISL_6622773,Delta,AY.103,2021-11-06
7.531631,-1.3234879,1,EPI_ISL_7970647,Delta,AY.122,2021-11-03
3.0097568,-8.289728,1,EPI_ISL_7022834,Delta,AY.122,2021-11-25
7.5295887,-1.3399897,1,EPI_ISL_3313332,Delta,B.1.617.2,2021-08-01
7.532643,-1.3470011,1,EPI_ISL_3018732,Delta,AY.44,2021-06-29
7.529044,-1.3498117,1,EPI_ISL_5166781,Delta,AY.118,2021-09-22
7.532463,-1.3188958,1,EPI_ISL_5722790,Delta,AY.29,2021-09-08
7.528546,-1.3300476,1,EPI_ISL_4908628,Delta,AY.44,2021-08-26
7.525948,-1.3464849,1,EPI_ISL_8311445,Delta,AY.25,2021-12-19
7.52356,-1.346143,1,EPI_ISL_3390472,Delta,AY.9.2,2021-07-27
7.5350223,-1.3220313,1,EPI_ISL_7605736,Delta,AY.34,2021-11-03
7.532462,-1.3225963,1,EPI_ISL_5401949,Delta,AY.122,2021-10-09
6.928713,6.1287913,1,EPI_ISL_5574627,Delta,AY.44,2021-10-06
7.5265975,-1.3534923,1,EPI_ISL_6796890,Delta,AY.111,2021-11-22
7.612826,-6.0371842,1,EPI_ISL_5080583,Delta,AY.103,2021-09-15
7.5327344,-1.3182175,1,EPI_ISL_8435294,Delta,AY.23.1,2021-12-28
7.52392,-1.3507049,1,EPI_ISL_8579822,Delta,AY.125,2021-11-22
7.531967,-1.3418317,1,EPI_ISL_3251707,Delta,AY.4,2021-07-27
7.529531,-1.3342499,1,EPI_ISL_3171627,Delta,AY.4,2021-07-23
7.532884,-1.3225836,1,EPI_ISL_11268205,Delta,AY.44,2021-09
7.5263295,-1.3413079,1,EPI_ISL_6810065,Delta,AY.20,2021-10-23
7.5163,-1.3645405,1,EPI_ISL_5684463,Delta,AY.9,2021-09-11
7.518888,-1.3522571,1,EPI_ISL_4287817,Delta,AY.4,2021-09-10
3.7678258,4.5170083,1,EPI_ISL_7268970,Delta,AY.44,2021-09-09
7.5142646,-1.3517807,1,EPI_ISL_3451952,Delta,AY.26,2021-07-21
7.518527,-1.3548993,1,EPI_ISL_6649722,Delta,AY.44,2021-10-04
3.7814124,5.6071205,1,EPI_ISL_12099051,Delta,B.1.617.2,2021-12-10
7.5232835,-1.334431,1,EPI_ISL_4617637,Delta,AY.120,2021-09-22
7.519738,-1.3436606,1,EPI_ISL_3502604,Delta,AY.5,2021-06-29
7.5159655,-1.3559158,1,EPI_ISL_6121338,Delta,AY.126,2021-11-02
7.520865,-1.3596632,1,EPI_ISL_9102821,Delta,AY.119.1,2022-01-04
7.517666,-1.3428099,1,EPI_ISL_4339421,Delta,AY.9.2,2021-08-17
7.518339,-1.3437113,1,EPI_ISL_3223072,Delta,AY.4,2021-07-27
7.5235963,-1.3457233,1,EPI_ISL_4659323,Delta,AY.29.1,2021-08-07
7.521095,-1.3592985,1,EPI_ISL_11244730,Delta,AY.43,2021-11-17
7.5239043,-1.3304603,1,EPI_ISL_6120509,Delta,AY.25,2021-11-02
11.751174,-6.1676726,1,EPI_ISL_6067482,Delta,AY.100,2021-10-06
8.540357,5.0593576,1,EPI_ISL_6079658,Delta,AY.103,2021-10-18
3.1760914,-4.8376365,1,EPI_ISL_6035368,Delta,AY.122,2021-10-29
1.8834236,-4.8676524,1,EPI_ISL_3854465,Delta,B.1.617.2,2021-08-04
7.523875,-1.336887,1,EPI_ISL_5791102,Delta,AY.4.2,2021-10-22
2.4346347,-9.624807,1,EPI_ISL_7424824,Delta,AY.126,2021-11-25
5.2928925,5.484092,1,EPI_ISL_4474994,Delta,AY.47,2021-08-12
7.5168924,-1.3510816,1,EPI_ISL_9361421,Delta,AY.23,2021-11-12
7.525736,-1.3235995,1,EPI_ISL_4297007,Delta,AY.47,2021-08-27
7.518969,-1.3402891,1,EPI_ISL_5892916,Delta,AY.4.2,2021-10-22
7.5196285,-1.3427161,1,EPI_ISL_2622251,Delta,AY.6,2021-06-11
