UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-5.882843,9.66011,12,EPI_ISL_1177700,Alpha,B.1.1.7,2021-02-21
-8.671653,6.1131086,12,EPI_ISL_2884613,Alpha,B.1.1.7,2021-06-10
-3.8038225,9.199442,12,EPI_ISL_5333855,Alpha,B.1.1.7,2021-06-03
-3.5153642,7.6053934,12,EPI_ISL_2308921,Alpha,B.1.1.7,2021-03-15
-3.0802822,4.3076453,12,EPI_ISL_3076191,Alpha,B.1.1.7,2021-07-02
-6.0858912,9.761615,12,EPI_ISL_2411348,Alpha,B.1.1.7,2021-03-02
-3.9599657,9.394814,12,EPI_ISL_1440052,Alpha,B.1.1.7,2021-03-15
-6.0230045,7.0271435,12,EPI_ISL_1190433,Alpha,B.1.1.7,2021-02-23
-3.5544863,7.5896645,12,EPI_ISL_2564995,Alpha,B.1.1.7,2021-04-18
-3.624776,7.980315,12,EPI_ISL_1849300,Alpha,B.1.1.7,2021-04-23
-0.25680828,0.36391544,12,EPI_ISL_2256066,Alpha,B.1.1.7,2021-03-29
-11.131901,7.8867426,12,EPI_ISL_4698506,Alpha,B.1.1.7,2021-07-17
-3.3900857,9.613274,12,EPI_ISL_1006640,Alpha,B.1.1.7,2021-02-05
-3.3522143,7.5423336,12,EPI_ISL_2475254,Alpha,B.1.1.7,2021-05-09
-7.976474,9.011513,12,EPI_ISL_2132662,Alpha,B.1.1.7,2021-05-07
-3.2023978,8.042965,12,EPI_ISL_1302737,Alpha,B.1.1.7,2021-03-08
-3.444355,9.51185,12,EPI_ISL_2124432,Alpha,B.1.1.7,2021-05-05
-3.7721481,9.75419,12,EPI_ISL_1175712,Alpha,B.1.1.7,2021-02-19
-3.7410564,9.332357,12,EPI_ISL_2383762,Alpha,B.1.1.7,2021-05-11
-2.6090913,8.019304,12,EPI_ISL_1728497,Alpha,B.1.1.7,2021-04-20
-4.8203716,8.558437,12,EPI_ISL_1592411,Alpha,B.1.1.7,2021-03-28
-4.038371,9.730402,12,EPI_ISL_3100998,Alpha,B.1.1.7,2021-05-31
-4.7416115,9.089773,12,EPI_ISL_2472180,Alpha,B.1.1.7,2021-06-01
-5.4684706,8.769484,12,EPI_ISL_1756610,Alpha,B.1.1.7,2021-04-13
-3.7252073,9.425868,12,EPI_ISL_2003373,Alpha,B.1.1.7,2021-04-27
-3.7109756,6.277207,12,EPI_ISL_1674236,Alpha,B.1.1.7,2021-01-07
-5.116415,7.0040026,12,EPI_ISL_2303873,Alpha,B.1.1.7,2021-05-09
-3.7562413,9.425911,12,EPI_ISL_863900,Alpha,B.1.1.7,2021-01-12
-5.3743744,6.113102,12,EPI_ISL_1401327,Alpha,B.1.1.7,2021-03-04
-8.663924,6.1366377,12,EPI_ISL_2206132,Alpha,B.1.1.7,2021-04-12
-6.015424,7.019417,12,EPI_ISL_1299292,Alpha,B.1.1.7,2021-03-08
-2.1628027,5.4938116,12,EPI_ISL_1547536,Alpha,B.1.1.7,2021-03-11
-3.530301,9.488489,12,EPI_ISL_1598382,Alpha,B.1.1.7,2021-03-23
-5.7645836,8.238626,12,EPI_ISL_2090135,Alpha,B.1.1.7,2021-04-25
-1.532804,8.729947,12,EPI_ISL_2418545,Alpha,B.1.1.7,2021-05-14
-7.9372997,8.980404,12,EPI_ISL_1187301,Alpha,B.1.1.7,2021-02-28
-3.6869202,9.152245,12,EPI_ISL_1276715,Alpha,B.1.1.7,2021-03-06
-8.679518,6.0817833,12,EPI_ISL_6687153,Alpha,B.1.1.7,2021-06-01
-4.50027,8.027025,12,EPI_ISL_2620478,Alpha,B.1.1.7,2021-04-08
-6.2815123,6.863203,12,EPI_ISL_2045506,Alpha,B.1.1.7,2021-04-26
-2.9946313,4.385793,12,EPI_ISL_2306820,Alpha,B.1.1.7,2021-05-12
-3.5622807,7.605237,12,EPI_ISL_5844371,Alpha,B.1.1.7,2021-04-19
-8.671627,6.121022,12,EPI_ISL_5031219,Alpha,B.1.1.7,2021-09-30
-8.663801,6.1207266,12,EPI_ISL_2302712,Alpha,B.1.1.7,2021-05-11
-4.578306,8.261517,12,EPI_ISL_2367595,Alpha,B.1.1.7,2021-05-13
-3.561705,9.28524,12,EPI_ISL_2044770,Alpha,B.1.1.7,2021-04-29
-3.8347063,9.503946,12,EPI_ISL_1047694,Alpha,B.1.1.7,2021-01-26
-0.83858967,4.4015837,12,EPI_ISL_1591273,Alpha,B.1.1.7,2021-03-08
-3.084322,11.879421,12,EPI_ISL_2292338,Alpha,B.1.1.7,2021-05-08
-3.9916067,9.738331,12,EPI_ISL_1071402,Alpha,B.1.1.7,2021-02-17
-2.9456687,6.636285,12,EPI_ISL_821362,Alpha,B.1.1.7,2021-01-02
-2.9206939,9.652551,12,EPI_ISL_1242399,Alpha,B.1.1.7,2021-02-15
-5.54657,6.3710995,12,EPI_ISL_2678723,Alpha,B.1.1.7,2021-06-08
-3.998929,7.3926096,12,EPI_ISL_2350115,Alpha,B.1.1.7,2021-05-17
-3.5540113,9.300614,12,EPI_ISL_1244477,Alpha,B.1.1.7,2021-03-01
-4.960434,7.5664387,12,EPI_ISL_1402340,Alpha,B.1.1.7,2021-01-23
-4.6235676,11.019866,12,EPI_ISL_1343552,Alpha,B.1.1.7,2021-03-16
-10.975789,7.8711166,12,EPI_ISL_1382661,Alpha,B.1.1.7,2021-03-03
-6.0936975,9.753738,12,EPI_ISL_1785457,Alpha,B.1.1.7,2021-04-15
-3.2973042,7.2770157,12,EPI_ISL_1134931,Alpha,B.1.1.7,2021-01-27
-3.44425,9.511848,12,EPI_ISL_2788748,Alpha,B.1.1.7,2021-05-05
-4.688542,7.8782597,12,EPI_ISL_1102572,Alpha,B.1.1.7,2021-02-18
-5.0934105,8.441443,12,EPI_ISL_1705915,Alpha,B.1.1.7,2021-04-11
