UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-32.70671,2.207662,9,EPI_ISL_15441824,Omicron,BA.5.2.10,2022-07-12
-32.948795,2.2543182,9,EPI_ISL_15670934,Omicron,BA.5.2,2022-11-01
-32.909786,2.223013,9,EPI_ISL_13781884,Omicron,BA.5.5,2022-06-14
-31.011267,2.988689,9,EPI_ISL_16718597,Omicron,BA.5.2.1,2023-01-05
-31.151695,3.0356455,9,EPI_ISL_13879759,Omicron,BA.5.1.22,2022-06-28
-33.214355,2.559146,9,EPI_ISL_14903337,Omicron,BA.5.1.1,2022-08-30
-31.322636,2.9181082,9,EPI_ISL_16708813,Omicron,BA.5.2,2023-01-08
-32.85514,2.1997304,9,EPI_ISL_16348133,Omicron,BA.5.2,2022-09-28
-33.003685,2.1370978,9,EPI_ISL_12809033,Omicron,BA.5.1,2022-05-12
-33.07385,2.2934465,9,EPI_ISL_14683457,Omicron,BE.1.1,2022-08-04
-33.019096,2.2233315,9,EPI_ISL_14263494,Omicron,BA.5.2.1,2022-07-18
-32.808147,2.113783,9,EPI_ISL_15432603,Omicron,BA.5.2,2022-09-20
-33.05816,2.379331,9,EPI_ISL_14136333,Omicron,BA.5.2.1,2022-06-29
-33.08155,2.3245974,9,EPI_ISL_14811952,Omicron,BA.5.1,2022-08-24
-32.92525,2.395049,9,EPI_ISL_15653095,Omicron,BA.5.2.1,2022-10-25
-33.097275,2.285418,9,EPI_ISL_16201759,Omicron,BA.5.1.34,2022-12-04
-32.81592,2.3401794,9,EPI_ISL_13448737,Omicron,Unassigned,2022-06-07
-33.09715,2.348034,9,EPI_ISL_13460804,Omicron,BA.5.5,2022-06-20
-32.948616,2.3481026,9,EPI_ISL_15192830,Omicron,BA.4.1,2022-09-18
-32.8161,2.44973,9,EPI_ISL_14528907,Omicron,BA.4,2022-08-01
-32.972183,2.2933464,9,EPI_ISL_16327310,Omicron,BF.39,2022-12-11
-32.933083,2.3714137,9,EPI_ISL_14269958,Omicron,BA.5.1.30,2022-07-18
-33.00354,2.254284,9,EPI_ISL_13430296,Omicron,BF.5,2022-06-10
-32.917583,2.2075052,9,EPI_ISL_13763135,Omicron,BA.4,2022-06-22
-30.628288,3.0434284,9,EPI_ISL_14821858,Omicron,Unassigned,2022-08-23
-32.956665,2.137329,9,EPI_ISL_12871947,Omicron,BA.2,2022-05-07
-33.10488,2.3716202,9,EPI_ISL_14377734,Omicron,BA.5.3.1,2022-07-07
-32.987778,2.1840515,9,EPI_ISL_16494120,Omicron,BF.5,2022-12-24
-33.011257,2.246512,9,EPI_ISL_13927392,Omicron,BE.1.1,2022-06-29
-33.034805,2.0981207,9,EPI_ISL_15006346,Omicron,Unassigned,2022-09-05
-32.933094,2.230836,9,EPI_ISL_15478050,Omicron,Unassigned,2022-07-26
-33.019127,2.2698994,9,EPI_ISL_13994923,Omicron,BE.1.1,2022-07-18
-33.08158,2.4183903,9,EPI_ISL_14351171,Omicron,BA.5.2,2022-07-20
-32.800533,2.410489,9,EPI_ISL_16606054,Omicron,BA.5.2.3,2022-12-17
-33.12072,2.2387505,9,EPI_ISL_14160074,Omicron,BA.4.1.4,2022-07-17
-29.869186,2.9495192,9,EPI_ISL_14150591,Omicron,BA.5,2022-07-19
-32.83157,2.1995564,9,EPI_ISL_15597564,Omicron,BF.5,2022-09-22
-32.76117,2.2465053,9,EPI_ISL_14475330,Omicron,BF.5,2022-07-29
-32.792534,2.262209,9,EPI_ISL_15136288,Omicron,BF.5,2022-07-20
-33.089355,2.2856693,9,EPI_ISL_15149524,Omicron,BF.5,2022-09-15
-33.0423,2.2543068,9,EPI_ISL_14079633,Omicron,BA.5.5,2022-07-07
-33.01909,2.3246217,9,EPI_ISL_15220407,Omicron,BF.21,2022-09-17
-32.909798,2.1761131,9,EPI_ISL_15514324,Omicron,BF.26,2022-10-07
-32.636284,2.238636,9,EPI_ISL_13176307,Omicron,BA.4,2022-05-23
-33.128357,2.4888048,9,EPI_ISL_14904412,Omicron,BA.5.5,2022-08-18
-32.980072,2.3870716,9,EPI_ISL_15121695,Omicron,BA.5.2.1,2022-09-19
-33.026787,2.4030285,9,EPI_ISL_15943968,Omicron,BA.5.2,2022-11-09
-31.41732,2.988658,9,EPI_ISL_15484159,Omicron,BA.5.2.1,2022-10-11
-30.127533,3.0198503,9,EPI_ISL_15388081,Omicron,BA.4.1,2022-09-02
-32.92524,2.2152324,9,EPI_ISL_15114622,Omicron,BA.4,2022-09-13
-32.933186,2.2621584,9,EPI_ISL_15687443,Omicron,BA.2,2022-09-09
-32.96446,2.176363,9,EPI_ISL_14486398,Omicron,BF.5,2022-08-02
-32.941086,2.301187,9,EPI_ISL_14021410,Omicron,BA.5.2.1,2022-07-05
-32.886322,2.3089461,9,EPI_ISL_13889423,Omicron,BF.5,2022-07-11
-33.019035,2.262195,9,EPI_ISL_15536577,Omicron,BA.5.1,2022-09-19
-33.066063,2.1916175,9,EPI_ISL_14411226,Omicron,BA.5.1.3,2022-07-26
-32.84717,2.3950224,9,EPI_ISL_14862886,Omicron,BF.5,2022-07-19
-32.823715,2.270112,9,EPI_ISL_13292331,Omicron,BA.5.1.9,2022-05-24
-33.042686,2.5200596,9,EPI_ISL_14914197,Omicron,BA.5.6,2022-08-29
-32.730026,2.4730172,9,EPI_ISL_14027643,Omicron,BA.4.1.1,2022-07-07
-32.972145,2.2387862,9,EPI_ISL_13369068,Omicron,BA.5.1,2022-06-06
-32.933205,2.3559694,9,EPI_ISL_16173628,Omicron,BA.5.2.1,2022-11-22
-32.878273,2.3482275,9,EPI_ISL_15290860,Omicron,Unassigned,2022-09-27
-31.847107,2.9885578,9,EPI_ISL_14873174,Omicron,BF.5,2022-08-05
-33.01123,2.2934341,9,EPI_ISL_17051946,Omicron,BE.2,2022-07-16
-32.99556,2.1841583,9,EPI_ISL_14829968,Omicron,BA.5,2022-08-15
-33.136253,2.1528702,9,EPI_ISL_15275744,Omicron,BA.5.5,2022-09-07
-33.06601,2.1137924,9,EPI_ISL_13886141,Omicron,BA.5.1,2022-07-03
-32.972267,2.2700768,9,EPI_ISL_15765310,Omicron,BA.5.2,2022-09-28
-33.152107,2.2309685,9,EPI_ISL_13062978,Omicron,BA.5.5,2022-05-17
-32.99566,2.0823421,9,EPI_ISL_15971130,Omicron,BA.5.2.1,2022-08-12
-32.854897,2.2386942,9,EPI_ISL_15817313,Omicron,Unassigned,2022-11-03
-32.972084,2.4027777,9,EPI_ISL_14816291,Omicron,BF.39,2022-08-16
-32.956562,2.1450982,9,EPI_ISL_13780274,Omicron,BA.5.2.1,2022-06-23
