t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-37.04459,10.751441,0,EPI_ISL_16120796,Omicron,BN.1.5,2022-11-28
-38.295444,8.419567,0,EPI_ISL_15836628,Omicron,CH.1.1.3,2022-11-13
-38.17778,8.703612,0,EPI_ISL_17014809,Omicron,BR.2.1,2023-01-06
-37.392693,10.015164,0,EPI_ISL_17007533,Omicron,XBF.2,2023-01-31
-38.295662,8.418346,0,EPI_ISL_16886431,Omicron,CH.1.1.18,2023-02-05
-37.073082,10.698143,0,EPI_ISL_16951578,Omicron,BN.1.1.1,2023-02-06
-37.39427,9.393372,0,EPI_ISL_16401045,Omicron,XBB,2022-12-13
-37.062305,10.712556,0,EPI_ISL_17474458,Omicron,BN.1.2,2023-03-22
-37.063526,10.7117,0,EPI_ISL_17328073,Omicron,BN.1.3.1,2023-03-13
-37.850433,9.1671715,0,EPI_ISL_15452557,Omicron,BM.1.1.3,2022-10-15
-37.452198,9.895695,0,EPI_ISL_16757696,Omicron,XBF,2023-01-22
-38.29542,8.419078,0,EPI_ISL_17390881,Omicron,CH.1.1.3,2023-03-21
-38.29541,8.419442,0,EPI_ISL_17368885,Omicron,CH.1.1.3,2023-03-15
-38.295513,8.418731,0,EPI_ISL_17164947,Omicron,DV.5,2023-02-26
-38.177814,8.703587,0,EPI_ISL_16559277,Omicron,BR.2.1,2022-12-20
-37.06402,10.711214,0,EPI_ISL_16534731,Omicron,BN.1.9,2023-01-03
-37.0443,10.749806,0,EPI_ISL_15979493,Omicron,BN.1.3,2022-11-11
-38.295532,8.418592,0,EPI_ISL_16808691,Omicron,CH.1.1.1,2023-01-27
-38.295334,8.419607,0,EPI_ISL_17370722,Omicron,CH.1.1.1,2023-01-06
-38.28858,8.427241,0,EPI_ISL_17650380,Omicron,CH.1.1.1,2023-01
-38.29539,8.419482,0,EPI_ISL_16615861,Omicron,CH.1.1,2023-01-01
-37.94241,9.495031,0,EPI_ISL_16133988,Omicron,BL.2,2022-11-28
-38.295002,8.428016,0,EPI_ISL_16977132,Omicron,CH.1.1,2023-02-15
-38.29522,8.41961,0,EPI_ISL_17590188,Omicron,CH.1.1.3,2023-04-11
-37.452206,9.895679,0,EPI_ISL_16584770,Omicron,XBF.8.1,2023-01-10
-37.071053,10.658356,0,EPI_ISL_16079403,Omicron,BN.1.9,2022-11-30
-38.293148,8.412808,0,EPI_ISL_16910084,Omicron,CH.1.1.3,2023-01-12
-37.063496,10.712514,0,EPI_ISL_15617413,Omicron,BN.1,2022-10-07
-37.061996,10.884419,0,EPI_ISL_15351928,Omicron,BN.3.1,2022-09-29
-37.06353,10.712372,0,EPI_ISL_15862013,Omicron,BN.1.3,2022-11-08
-37.053547,10.729955,0,EPI_ISL_16600457,Omicron,BN.1.3,2023-01-01
-38.177277,8.702118,0,EPI_ISL_16246146,Omicron,BR.2.1,2022-11-30
-38.295395,8.418815,0,EPI_ISL_17136321,Omicron,CH.1.1.1,2023-02-16
-38.204407,9.525059,0,EPI_ISL_15300695,Omicron,BA.2.75.1,2022-08-07
-38.35517,8.267068,0,EPI_ISL_15835170,Omicron,BQ.1.8,2022-11-10
-37.82551,9.215727,0,EPI_ISL_15419945,Omicron,BA.2.75.2,2022
-37.309566,9.89478,0,EPI_ISL_16011721,Omicron,BN.1,2022-11-18
-38.37323,9.202196,0,EPI_ISL_15269820,Omicron,BR.1,2022
-37.824085,9.21637,0,EPI_ISL_15146788,Omicron,BY.1,2022-09-10
-37.73504,9.400285,0,EPI_ISL_15612774,Omicron,CA.5,2022-10-11
-37.063545,10.712365,0,EPI_ISL_16845342,Omicron,BN.1.2,2023-02-01
-37.82255,9.216538,0,EPI_ISL_14987860,Omicron,BM.4.1.1,2022-08-30
-37.825455,9.216412,0,EPI_ISL_15350844,Omicron,BA.2.75.2,2022-09-18
-37.07385,10.689752,0,EPI_ISL_17016307,Omicron,BN.1.3,2023-02-13
