UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-19.19875,-32.356693,5,EPI_ISL_16311926,Omicron,BQ.1.1.18,2022-12-19
-19.089413,-32.23943,5,EPI_ISL_16386691,Omicron,BQ.1.1.3,2022-12-13
-17.472155,-30.27075,5,EPI_ISL_16706287,Omicron,BQ.1.1,2022-12-31
-19.04238,-32.31751,5,EPI_ISL_17215181,Omicron,BQ.1.1,2023-01-10
-19.073807,-32.247314,5,EPI_ISL_15948528,Omicron,BQ.1.1.41,2022
-19.12852,-32.294228,5,EPI_ISL_15856406,Omicron,BQ.1.1.18,2022-09-26
-17.409502,-30.106625,5,EPI_ISL_16490163,Omicron,BQ.1.1.29,2022-12-29
-19.28477,-32.434708,5,EPI_ISL_17216647,Omicron,EW.2,2023-02-14
-19.136326,-32.27844,5,EPI_ISL_17277763,Omicron,BQ.1.1.32,2022-12-28
-17.057934,-29.583061,5,EPI_ISL_17509600,Omicron,BQ.1.1.28,2023-03-23
-18.128452,-31.247208,5,EPI_ISL_16395599,Omicron,BQ.1.1.26,2022-12-26
-19.104904,-32.270706,5,EPI_ISL_16242395,Omicron,BQ.1.18,2022-12-03
-19.105114,-32.309864,5,EPI_ISL_17597202,Omicron,Unassigned,2023-04-17
-19.206663,-32.317665,5,EPI_ISL_17277784,Omicron,BQ.1.11,2022-12-27
-19.229902,-32.387856,5,EPI_ISL_16683490,Omicron,BQ.1.1,2022-12-12
-19.120605,-32.270832,5,EPI_ISL_15535290,Omicron,BQ.1.1.69,2022-10-04
-19.097233,-32.255013,5,EPI_ISL_15380572,Omicron,BQ.1.1,2022-10-01
-19.120583,-32.27843,5,EPI_ISL_16737481,Omicron,BQ.1.22,2023-01-20
-19.104975,-32.247288,5,EPI_ISL_15968291,Omicron,BQ.1.1.31,2022-11-22
-19.120646,-32.26294,5,EPI_ISL_16216749,Omicron,BQ.1.1.69,2022-11-30
-19.081707,-32.239437,5,EPI_ISL_17241111,Omicron,BQ.1.1,2023-03-07
-19.120605,-32.278496,5,EPI_ISL_17075196,Omicron,BQ.1.1,2023-02-17
-19.136242,-32.177055,5,EPI_ISL_15622978,Omicron,BQ.1.1,2022-10-15
-19.253374,-32.426918,5,EPI_ISL_16488820,Omicron,BQ.1.1.32,2022-12-25
-19.144018,-32.333153,5,EPI_ISL_16036963,Omicron,DN.1,2022-11-27
-17.448738,-30.23153,5,EPI_ISL_16686191,Omicron,Unassigned,2023-01-16
-19.104984,-32.317574,5,EPI_ISL_16318365,Omicron,BQ.1.1.32,2022-12-09
-19.05801,-32.192562,5,EPI_ISL_17085153,Omicron,DN.1,2023-02-12
-19.058058,-32.23957,5,EPI_ISL_15759046,Omicron,BQ.1.1.15,2022-11-02
-16.573475,-28.700188,5,EPI_ISL_15310370,Omicron,BQ.1.1.12,2022-09-25
-19.112656,-32.231567,5,EPI_ISL_17242697,Omicron,BA.5,2023-03-01
-19.136284,-32.341087,5,EPI_ISL_17132652,Omicron,BQ.1.1.32,2023-02-14
-19.089369,-32.247375,5,EPI_ISL_15415881,Omicron,EE.3,2022-10-02
-16.9018,-29.348831,5,EPI_ISL_16333295,Omicron,BQ.1.1.24,2022-12-13
-19.065804,-32.208138,5,EPI_ISL_16169563,Omicron,BQ.1.1,2022-12-08
-19.066038,-32.21601,5,EPI_ISL_16530532,Omicron,BQ.1.1.47,2023-01-05
