UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-13.460547,6.824154,11,EPI_ISL_1851145,Alpha,B.1.1.7,2021-04-14
-15.015583,5.516426,11,EPI_ISL_2987348,Alpha,B.1.1.7,2021-05-20
3.1347632,-14.692697,11,EPI_ISL_3032626,Alpha,B.1.1.7,2021-06-22
2.8554058,-8.380799,11,EPI_ISL_1402343,Alpha,B.1.1.7,2021-02-06
4.4691486,-17.100653,11,EPI_ISL_2259194,Alpha,B.1.1.7,2021-04-27
-13.5231,6.76972,11,EPI_ISL_4379716,Alpha,B.1.1.7,2021-06-04
2.8477802,-8.396268,11,EPI_ISL_1491033,Alpha,B.1.1.7,2021-03-15
-4.7179184,2.4392996,11,EPI_ISL_2283719,Alpha,B.1.1.7,2021-04-08
4.461191,-17.108353,11,EPI_ISL_2010603,Alpha,B.1.1.7,2021-04-23
4.461317,-17.108263,11,EPI_ISL_2636577,Alpha,B.1.1.7,2021-05-25
-4.694767,2.611154,11,EPI_ISL_1265775,Alpha,B.1.1.7,2021-02-16
-4.44552,2.415719,11,EPI_ISL_1466521,Alpha,B.1.1.7,2021-03-24
-12.965815,-15.378988,11,EPI_ISL_1986348,Alpha,B.1.1.7,2021-04-28
-13.460739,6.832078,11,EPI_ISL_3692616,Alpha,B.1.1.7,2021-05-20
-5.5937634,3.5317526,11,EPI_ISL_1178016,Alpha,B.1.1.7,2021-02-27
3.1272516,-14.700632,11,EPI_ISL_2229430,Alpha,B.1.1.7,2021-05-04
1.8499506,-13.546917,11,EPI_ISL_1274638,Alpha,B.1.1.7,2021-03-09
-4.6582756,1.8527279,11,EPI_ISL_2656243,Alpha,B.1.1.7,2021-04-15
-5.585792,3.5398068,11,EPI_ISL_2726979,Alpha,B.1.1.7,2021-05-23
4.414461,-17.155159,11,EPI_ISL_2857917,Alpha,B.1.1.7,2021-05-19
-4.3136992,2.1947203,11,EPI_ISL_2686564,Alpha,B.1.1.7,2021-06-12
-4.3984795,2.3143654,11,EPI_ISL_2083706,Alpha,B.1.1.7,2021-03-02
0.2426033,-9.881134,11,EPI_ISL_1527171,Alpha,B.1.1.7,2021-03-24
7.110338,-17.843563,11,EPI_ISL_4026479,Alpha,B.1.1.7,2021-02-14
-5.593607,3.5396543,11,EPI_ISL_15635503,Alpha,B.1.1.7,2021-04-27
-13.491734,6.8005733,11,EPI_ISL_1642735,Alpha,B.1.1.7,2021-04-01
-13.507479,6.792948,11,EPI_ISL_1099687,Alpha,B.1.1.7,2021-02-10
-4.6972456,1.8214064,11,EPI_ISL_1277424,Alpha,B.1.1.7,2021-02-19
7.125701,-17.859062,11,EPI_ISL_1481060,Alpha,B.1.1.7,2021-03-09
-4.3669605,2.282919,11,EPI_ISL_2147191,Alpha,B.1.1.7,2021-05-04
3.1347818,-14.700709,11,EPI_ISL_1961864,Alpha,B.1.1.7,2021-04-22
2.4044147,-11.100145,11,EPI_ISL_1683962,Alpha,B.1.1.7,2021-04-08
-12.973804,-15.386915,11,EPI_ISL_2773336,Alpha,B.1.1.7,2021-05-07
-15.015692,5.524353,11,EPI_ISL_2257461,Alpha,B.1.1.7,2021-03-29
-13.468481,6.816263,11,EPI_ISL_1669822,Alpha,B.1.1.7,2021-03-10
-4.655676,2.5642056,11,EPI_ISL_1846052,Alpha,B.1.1.7,2021-04-05
4.4689236,-17.100399,11,EPI_ISL_1242854,Alpha,B.1.1.7,2021-03-01
-12.942206,-15.355572,11,EPI_ISL_1922049,Alpha,B.1.1.7,2021-03-30
3.1568313,-14.69273,11,EPI_ISL_1422066,Alpha,B.1.1.7,2021-02-24
1.8499684,-13.5468855,11,EPI_ISL_2464192,Alpha,B.1.1.7,2021-05-25
-5.5935574,3.5475993,11,EPI_ISL_884605,Alpha,B.1.1.7,2021-01-14
-13.569903,6.7147465,11,EPI_ISL_2144311,Alpha,B.1.1.7,2021-04-26
2.4042468,-11.100204,11,EPI_ISL_4378400,Alpha,B.1.1.7,2021-06-15
4.4690733,-17.100567,11,EPI_ISL_2080316,Alpha,B.1.1.7,2021-04-29
-4.3903656,2.2988958,11,EPI_ISL_2774324,Alpha,B.1.1.7,2021-06-24
3.1193233,-14.716071,11,EPI_ISL_1681549,Alpha,B.1.526,2021-04-09
1.0128026,-8.103317,11,EPI_ISL_2230106,Alpha,B.1.1.7,2021-04-27
-6.444523,-2.9002461,11,EPI_ISL_1455607,Alpha,B.1.1.7,2021-03-16
2.4042988,-11.092468,11,EPI_ISL_2658851,Alpha,B.1.1.7,2021-04-20
-4.681595,1.845294,11,EPI_ISL_1920619,Alpha,B.1.1.7,2021-04-01
-5.6327615,3.5866857,11,EPI_ISL_6181197,Alpha,B.1.1.7,2021-05-17
2.304411,-16.549852,11,EPI_ISL_1916042,Alpha,B.1.1.7,2021-04-12
-4.663737,2.5644112,11,EPI_ISL_8547292,Alpha,B.1.1.7,2021-04-24
-13.523081,6.761715,11,EPI_ISL_2567190,Alpha,B.1.1.7,2021-05-13
4.469084,-17.10067,11,EPI_ISL_1209723,Alpha,B.1.1.7,2021-01-26
4.4221716,-17.147396,11,EPI_ISL_2417857,Alpha,B.1.1.7,2021-05-01
1.4232044,-7.242482,11,EPI_ISL_2984601,Alpha,B.1,2021-06-16
-4.4686203,2.4002552,11,EPI_ISL_1920332,Alpha,B.1.1.7,2021-04-15
-4.462985,2.3997335,11,EPI_ISL_2206796,Alpha,B.1.1.7,2021-04-26
-4.673764,1.8449783,11,EPI_ISL_2412011,Alpha,B.1.1.7,2021-05-17
1.850023,-13.554643,11,EPI_ISL_1248820,Alpha,B.1.1.7,2021-03-02
-12.965806,-15.379005,11,EPI_ISL_1219587,Alpha,B.1.1.7,2021-02-23
-4.632415,2.6112452,11,EPI_ISL_2109007,Alpha,B.1.1.7,2021-04-26
-15.01569,5.5086823,11,EPI_ISL_2386804,Alpha,B.1.1.7,2021-04-26
-4.6815195,1.8216829,11,EPI_ISL_2247221,Alpha,B.1.1.7,2021-05-03
2.855598,-8.380533,11,EPI_ISL_1495607,Alpha,B.1.1.7,2021-03-06
-13.491737,6.8006535,11,EPI_ISL_1852654,Alpha,B.1.1.7,2021-04-27
-4.7490454,2.4784951,11,EPI_ISL_1647833,Alpha,B.1.1.7,2021-04-06
-5.5937743,3.5240507,11,EPI_ISL_2373802,Alpha,B.1.1.7,2021-05-19
1.0127757,-8.118962,11,EPI_ISL_2615239,Alpha,B.1.1.7,2021-05-26
-12.965636,-15.37924,11,EPI_ISL_1570796,Alpha,B.1.1.7,2021-03-29
-4.414549,2.3688564,11,EPI_ISL_2273215,Alpha,B.1.1.7,2021-04-16
-13.530776,6.808653,11,EPI_ISL_15171965,Alpha,B.1.1.7,2021-03-13
-4.413946,2.2674012,11,EPI_ISL_2927602,Alpha,B.1.1.7,2021-06-23
7.1414785,-17.835676,11,EPI_ISL_4377973,Alpha,B.1.1.7,2021-05-20
