t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
0.3515985,-6.5498824,0,EPI_ISL_1098250,Alpha,B.1.1.7,2021-02-18
4.6882644,-12.057157,0,EPI_ISL_3164407,Alpha,B.1.1.7,2021-07-05
0.3515983,-6.5498824,0,EPI_ISL_11036528,Alpha,B.1.1.7,2021-08-02
0.3515955,-6.5498767,0,EPI_ISL_3497312,Alpha,B.1.1.7,2021-08-06
0.3515982,-6.5498824,0,EPI_ISL_11036678,Alpha,B.1.1.7,2021-09-20
4.690521,-12.050333,0,EPI_ISL_3186329,Alpha,B.1.1.7,2021-07-19
1.2322974,-6.642818,0,EPI_ISL_2984601,Alpha,B.1,2021-06-16
4.6919494,-12.043157,0,EPI_ISL_3545753,Alpha,B.1.1.7,2021-07-21
1.2322974,-6.642818,0,EPI_ISL_3957884,Alpha,B.1.1.7,2021-08
4.686786,-12.062292,0,EPI_ISL_3164393,Alpha,B.1.1.7,2021-07-01
4.697316,-12.037499,0,EPI_ISL_2894562,Alpha,B.1.1.7,2021-06-05
1.2322977,-6.6428185,0,EPI_ISL_2984545,Alpha,B.1.1.7,2021-06-14
1.2322977,-6.642819,0,EPI_ISL_3186454,Alpha,B.1.1.7,2021-07-19
4.699369,-12.043887,0,EPI_ISL_6720837,Alpha,AY.44,2021-11-07
4.6897078,-12.059351,0,EPI_ISL_2981220,Alpha,B.1.1.7,2021-06-14
4.688633,-12.060478,0,EPI_ISL_5095158,Alpha,B.1.1.7,2021-06-04
0.35159823,-6.549882,0,EPI_ISL_3058159,Alpha,B.1.1.7,2021-06-17
0.35159838,-6.549883,0,EPI_ISL_2673783,Alpha,B.1.1.7,2021-05-22
1.2322977,-6.6428175,0,EPI_ISL_3063290,Alpha,B.1.1.50,2021-07-13
4.6925898,-12.042264,0,EPI_ISL_3186302,Alpha,B.1.1.7,2021-07-19
0.33909115,-6.557436,0,EPI_ISL_1798651,Alpha,B.1.1,2021-04-11
4.693032,-12.050302,0,EPI_ISL_3100186,Alpha,B.1.1.7,2021-07-05
4.690485,-12.049357,0,EPI_ISL_4375365,Alpha,B.1.1.7,2021-04-29
4.6951942,-12.038032,0,EPI_ISL_3164400,Alpha,B.1.1.7,2021-06-24
4.6891046,-12.065402,0,EPI_ISL_2305118,Alpha,B.1.1.7,2021-05-11
-0.5632167,-9.110774,0,EPI_ISL_4138838,Alpha,B.1.1.7,2021-08-04
0.35159838,-6.549882,0,EPI_ISL_1802084,Alpha,B.1.1.7,2021-04-14
4.691531,-12.051581,0,EPI_ISL_2863438,Alpha,B.1.1.7,2021-06-23
-0.24224585,-9.805146,0,EPI_ISL_4381706,Alpha,B.1.1.7,2021-05-28
4.690705,-12.050843,0,EPI_ISL_3186326,Alpha,B.1.1.7,2021-07-16
4.694964,-12.044165,0,EPI_ISL_3186372,Alpha,B.1.1.7,2021-07-16
1.2322973,-6.6428156,0,EPI_ISL_2647946,Alpha,Q.4,2021-05-29
4.6966906,-12.037375,0,EPI_ISL_3801469,Alpha,B.1.1.7,2021-08-02
1.2322975,-6.642817,0,EPI_ISL_3455571,Alpha,B.1.1.7,2021-07-13
1.2322973,-6.642819,0,EPI_ISL_3387425,Alpha,B.1.1.7,2021-07-12
4.7000027,-12.037633,0,EPI_ISL_3100252,Alpha,B.1.1.7,2021-06-28
4.6977253,-12.037,0,EPI_ISL_3100222,Alpha,B.1.1.7,2021-06-28
0.3517172,-6.549878,0,EPI_ISL_1627570,Alpha,B.1.1,2021-02-08
0.35171732,-6.5498786,0,EPI_ISL_3091093,Alpha,B.1.1.7,2021-04-22
4.6916103,-12.057243,0,EPI_ISL_4381129,Alpha,B.1.1.7,2021-06-03
6.777971,-6.974396,0,EPI_ISL_3324693,Alpha,B.1.1.7,2021-07-16
1.2322974,-6.6428175,0,EPI_ISL_3188965,Alpha,B.1.1.7,2021-06-25
4.6878195,-12.06168,0,EPI_ISL_2636360,Alpha,B.1.1.7,2021-06-02
4.6908135,-12.048461,0,EPI_ISL_3237618,Alpha,AY.122,2021-06-24
4.6884494,-12.057176,0,EPI_ISL_2981883,Alpha,B.1.1.7,2021-07-08
4.686906,-12.06247,0,EPI_ISL_2981057,Alpha,B.1.1.7,2021-07-02
4.6940436,-12.0453,0,EPI_ISL_3049971,Alpha,B.1.1.7,2021-07-01
4.6938386,-12.048248,0,EPI_ISL_3186432,Alpha,B.1.1.7,2021-07-19
2.7799563,-5.6545496,0,EPI_ISL_1789310,Alpha,B.1.1.7,2021-04-08
4.6908875,-12.058575,0,EPI_ISL_3186312,Alpha,B.1.1.7,2021-07-09
4.6870666,-12.061643,0,EPI_ISL_3100231,Alpha,B.1.1.7,2021-07-05
4.6877065,-12.05937,0,EPI_ISL_3026816,Alpha,B.1.1,2021-07-08
4.688459,-12.059919,0,EPI_ISL_4378511,Alpha,AY.113,2021-06-01
4.6889052,-12.059843,0,EPI_ISL_3186337,Alpha,B.1.1.7,2021-07-20
4.696641,-12.042423,0,EPI_ISL_3419096,Alpha,Q.8,2021-07-14
4.6880693,-12.060159,0,EPI_ISL_3186455,Alpha,B.1.1.7,2021-07-19
4.6925373,-12.053735,0,EPI_ISL_3100260,Alpha,B.1.1.7,2021-07-05
4.689144,-12.054291,0,EPI_ISL_6060074,Delta,AY.44,2021-10-02
4.6970043,-12.041872,0,EPI_ISL_8252867,Delta,AY.43,2021-12-04
4.6936874,-12.045339,0,EPI_ISL_6164076,Delta,AY.44,2021-10-07
4.6898828,-12.060749,0,EPI_ISL_3390190,Delta,AY.127,2021-07-23
4.694902,-12.055888,0,EPI_ISL_5984269,Delta,B.1.617.2,2021-10-06
4.715574,-12.10172,0,EPI_ISL_4847061,Delta,AY.25,2021-09-21
-0.563246,-9.11078,0,EPI_ISL_5005326,Delta,AY.112,2021-09-12
4.7162733,-12.103591,0,EPI_ISL_10173199,Delta,AY.4,2021-12-14
4.713257,-12.112947,0,EPI_ISL_5760767,Delta,AY.54,2021-09-18
1.4986993,-8.06865,0,EPI_ISL_4555545,Delta,AY.43,2021-09-12
4.71986,-12.096647,0,EPI_ISL_4164431,Delta,AY.47,2021-08-18
4.718516,-12.096635,0,EPI_ISL_6189527,Delta,AY.129,2021-10-27
5.768344,-7.5557866,0,EPI_ISL_4391255,Delta,AY.75,2021-09-03
5.5588217,-6.857486,0,EPI_ISL_7641493,Delta,AY.80,2021-12-03
4.7225885,-12.097359,0,EPI_ISL_6333361,Delta,AY.43,2021-09-25
4.8419256,-7.0137663,0,EPI_ISL_3807812,Delta,AY.98,2021-08-24
4.717626,-12.108498,0,EPI_ISL_5715685,Delta,AY.29,2021-09-04
5.335201,-6.561608,0,EPI_ISL_6622773,Delta,AY.103,2021-11-06
4.7143574,-12.105994,0,EPI_ISL_7970647,Delta,AY.122,2021-11-03
0.9451998,-7.158527,0,EPI_ISL_7022834,Delta,AY.122,2021-11-25
4.7178445,-12.10637,0,EPI_ISL_3313332,Delta,B.1.617.2,2021-08-01
4.715802,-12.107424,0,EPI_ISL_3018732,Delta,AY.44,2021-06-29
4.7158294,-12.109409,0,EPI_ISL_5166781,Delta,AY.118,2021-09-22
4.7180305,-12.110455,0,EPI_ISL_5722790,Delta,AY.29,2021-09-08
4.7187314,-12.097227,0,EPI_ISL_4908628,Delta,AY.44,2021-08-26
4.715731,-12.112997,0,EPI_ISL_8311445,Delta,AY.25,2021-12-19
4.7145047,-12.109589,0,EPI_ISL_3390472,Delta,AY.9.2,2021-07-27
4.7171826,-12.100851,0,EPI_ISL_7605736,Delta,AY.34,2021-11-03
4.716471,-12.104597,0,EPI_ISL_5401949,Delta,AY.122,2021-10-09
6.7779503,-6.974404,0,EPI_ISL_5574627,Delta,AY.44,2021-10-06
4.715708,-12.120148,0,EPI_ISL_6796890,Delta,AY.111,2021-11-22
1.7135247,-10.676008,0,EPI_ISL_5080583,Delta,AY.103,2021-09-15
4.717845,-12.101091,0,EPI_ISL_8435294,Delta,AY.23.1,2021-12-28
4.714997,-12.115024,0,EPI_ISL_8579822,Delta,AY.125,2021-11-22
4.716766,-12.113299,0,EPI_ISL_3251707,Delta,AY.4,2021-07-27
4.7213306,-12.100924,0,EPI_ISL_3171627,Delta,AY.4,2021-07-23
4.7185507,-12.101732,0,EPI_ISL_11268205,Delta,AY.44,2021-09
4.7014985,-12.060449,0,EPI_ISL_6810065,Delta,AY.20,2021-10-23
4.6964993,-12.069941,0,EPI_ISL_5684463,Delta,AY.9,2021-09-11
4.696789,-12.0699005,0,EPI_ISL_4287817,Delta,AY.4,2021-09-10
4.8418975,-7.0138073,0,EPI_ISL_7268970,Delta,AY.44,2021-09-09
4.701413,-12.054944,0,EPI_ISL_3451952,Delta,AY.26,2021-07-21
4.696193,-12.070513,0,EPI_ISL_6649722,Delta,AY.44,2021-10-04
4.793064,-6.195832,0,EPI_ISL_12099051,Delta,B.1.617.2,2021-12-10
4.698861,-12.067151,0,EPI_ISL_4617637,Delta,AY.120,2021-09-22
4.703185,-12.053902,0,EPI_ISL_3502604,Delta,AY.5,2021-06-29
4.697804,-12.06536,0,EPI_ISL_6121338,Delta,AY.126,2021-11-02
4.6972203,-12.0683155,0,EPI_ISL_9102821,Delta,AY.119.1,2022-01-04
4.7002974,-12.056007,0,EPI_ISL_4339421,Delta,AY.9.2,2021-08-17
4.703636,-12.0510645,0,EPI_ISL_3223072,Delta,AY.4,2021-07-27
4.6984057,-12.064686,0,EPI_ISL_4659323,Delta,AY.29.1,2021-08-07
4.6979275,-12.065179,0,EPI_ISL_11244730,Delta,AY.43,2021-11-17
4.704109,-12.058863,0,EPI_ISL_6120509,Delta,AY.25,2021-11-02
6.015591,-8.791247,0,EPI_ISL_6067482,Delta,AY.100,2021-10-06
4.3539395,-8.643878,0,EPI_ISL_6079658,Delta,AY.103,2021-10-18
3.7078736,-8.26612,0,EPI_ISL_6035368,Delta,AY.122,2021-10-29
3.7252145,-6.84078,0,EPI_ISL_3854465,Delta,B.1.617.2,2021-08-04
4.701731,-12.057126,0,EPI_ISL_5791102,Delta,AY.4.2,2021-10-22
0.35159838,-6.549883,0,EPI_ISL_7424824,Delta,AY.126,2021-11-25
5.665799,-6.821063,0,EPI_ISL_4474994,Delta,AY.47,2021-08-12
4.696389,-12.072449,0,EPI_ISL_9361421,Delta,AY.23,2021-11-12
4.7049155,-12.051812,0,EPI_ISL_4297007,Delta,AY.47,2021-08-27
4.7032065,-12.059257,0,EPI_ISL_5892916,Delta,AY.4.2,2021-10-22
4.6973867,-12.074817,0,EPI_ISL_2622251,Delta,AY.6,2021-06-11
1.029723,-10.303422,0,EPI_ISL_5655663,Delta,AY.43,2021-09-01
4.701537,-12.062054,0,EPI_ISL_3250802,Delta,AY.4,2021-07-14
4.6990542,-12.063295,0,EPI_ISL_10757420,Delta,AY.4,2021-12-20
1.4730747,-7.121616,0,EPI_ISL_4820503,Delta,B.1.617.2,2021-09-28
4.6974735,-12.071359,0,EPI_ISL_10618875,Delta,AY.43,2021-12-20
4.693199,-12.0462055,0,EPI_ISL_5434637,Delta,B.1.617.2,2021-10-04
4.6931257,-12.043708,0,EPI_ISL_11668726,Delta,AY.107,2021-10-22
0.92844325,-8.029111,0,EPI_ISL_4555568,Delta,AY.9.2,2021-09-14
4.6903014,-12.062715,0,EPI_ISL_3019386,Delta,AY.39,2021-06-26
5.162955,-8.827572,0,EPI_ISL_5427347,Delta,AY.122,2021-09-29
4.6897964,-12.0514965,0,EPI_ISL_5552752,Delta,AY.46.4,2021-09-18
4.6915345,-12.04811,0,EPI_ISL_16799844,Delta,B.1.617.2,2021-12-10
4.691263,-12.0556755,0,EPI_ISL_8116764,Delta,AY.27,2021-12-06
4.6896935,-12.061764,0,EPI_ISL_5785239,Delta,AY.4,2021-10-23
5.6968126,-6.8189254,0,EPI_ISL_8646310,Delta,AY.39.1.4,2022-01-01
4.6955705,-12.039518,0,EPI_ISL_2001144,Delta,B.1.617.2,2021-03-22
4.692754,-12.05213,0,EPI_ISL_6079451,Delta,AY.25.1,2021-10-18
4.6879807,-12.062507,0,EPI_ISL_10590772,Delta,B.1.617.2,2021-12-23
4.69174,-12.050278,0,EPI_ISL_12069593,Delta,AY.92,2022-01-03
4.6932063,-12.050857,0,EPI_ISL_14593987,Delta,AY.122,2021-06-26
4.6890025,-12.057846,0,EPI_ISL_2786260,Delta,AY.25,2021-06-11
4.688288,-12.055091,0,EPI_ISL_3266579,Delta,AY.4.4,2021-07-28
4.689943,-12.061779,0,EPI_ISL_3390560,Delta,AY.4,2021-07-27
4.6978736,-12.039763,0,EPI_ISL_7728817,Delta,AY.20,2021-11-13
