t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-2.6376138,-21.631138,10,EPI_ISL_16329121,Omicron,BF.7,2022-12-05
-1.5895501,-22.439602,10,EPI_ISL_15219040,Omicron,BA.4.6,2022-09-16
-1.2039253,-21.611311,10,EPI_ISL_16332930,Omicron,BF.7.4,2022-12-05
-1.5906427,-22.43384,10,EPI_ISL_16034795,Omicron,BF.7,2022-11-14
-1.6020001,-22.429775,10,EPI_ISL_16179093,Omicron,XBG,2022-11-30
-1.5944325,-22.43496,10,EPI_ISL_15861492,Omicron,BA.4.6,2022-10-17
-1.204106,-21.611351,10,EPI_ISL_16628634,Omicron,BF.11.2,2022-11-03
-3.4981496,-20.281755,10,EPI_ISL_14583230,Omicron,Unassigned,2022-07-19
-1.6053443,-22.44038,10,EPI_ISL_16653063,Omicron,BA.5.2.35,2022-12-22
-1.57965,-22.444292,10,EPI_ISL_16575717,Omicron,BF.7.15,2022-12-13
-1.5794755,-22.42899,10,EPI_ISL_16521923,Omicron,BF.7.15,2022-12-23
-1.5975035,-22.42591,10,EPI_ISL_16306987,Omicron,BF.7.14,2022-11-24
-1.5860351,-22.437088,10,EPI_ISL_16949422,Omicron,CP.7,2023-01-01
-2.844266,-21.124815,10,EPI_ISL_16252745,Omicron,BQ.1.1.32,2022-11-20
-1.5941278,-22.428148,10,EPI_ISL_15259594,Omicron,BF.7,2022-09-27
-1.5816613,-22.443155,10,EPI_ISL_15344974,Omicron,BF.7,2022-10-03
-2.9696724,-23.023361,10,EPI_ISL_13565964,Omicron,BA.2.38,2022-06-15
-1.5993156,-22.42666,10,EPI_ISL_15341953,Omicron,BA.4.6,2022-10-01
-1.5971615,-22.422535,10,EPI_ISL_16709117,Omicron,BF.7.14,2023-01-09
-1.5913035,-22.433815,10,EPI_ISL_15232808,Omicron,BA.4.6,2022-09-21
-1.5848429,-22.42797,10,EPI_ISL_14897370,Omicron,BA.4.6,2022-08-25
-1.5883529,-22.426298,10,EPI_ISL_16456566,Omicron,BF.7.14,2022-12-30
-2.9588156,-23.049135,10,EPI_ISL_13017889,Omicron,BA.2.76,2022-05-22
-1.5975962,-22.424744,10,EPI_ISL_15914854,Omicron,Unassigned,2022-11-12
-1.5902073,-22.421558,10,EPI_ISL_15888253,Omicron,BA.4.1.1,2022-10-25
2.6504521,-21.703447,10,EPI_ISL_14942257,Omicron,BA.5.9,2022-08-29
-1.5864717,-22.436924,10,EPI_ISL_15064853,Omicron,BA.4.6,2022-09-06
-2.920341,-21.03758,10,EPI_ISL_13901536,Omicron,BA.4.6,2022-07-01
-3.412981,-20.377539,10,EPI_ISL_15248342,Omicron,Unassigned,2022-09-12
-1.6005601,-22.44386,10,EPI_ISL_16054553,Omicron,BF.7,2022-09-01
2.370817,-21.758879,10,EPI_ISL_16103210,Omicron,BA.4.7,2022-10-04
-2.3707993,-22.400307,10,EPI_ISL_15384915,Omicron,BF.7.9,2022-10-06
-1.579216,-22.43636,10,EPI_ISL_16257995,Omicron,BF.7,2022-12-09
2.3708224,-21.75888,10,EPI_ISL_14074281,Omicron,BA.4,2022-07-20
2.6504524,-21.703444,10,EPI_ISL_16065963,Omicron,BA.5.9,2022-11-28
-1.5867445,-22.430523,10,EPI_ISL_15993154,Omicron,BA.5.2.28,2022-11-16
-2.5922782,-23.05854,10,EPI_ISL_16159397,Omicron,BA.5.2,2022-11-24
-1.5871874,-22.418598,10,EPI_ISL_16263789,Omicron,Unassigned,2022-12-13
2.37083,-21.758875,10,EPI_ISL_14556108,Omicron,BA.4.7,2022-07-31
-1.5835677,-22.44595,10,EPI_ISL_15298841,Omicron,BF.7.4.1,2022-09-30
-0.904589,-22.575468,10,EPI_ISL_16416238,Omicron,CQ.1,2022-12-21
2.6457462,-21.725178,10,EPI_ISL_13281878,Omicron,BA.5.9,2022-05-28
-2.2113054,-22.312578,10,EPI_ISL_16694918,Omicron,BF.7,2023-01-12
-1.5846533,-22.436249,10,EPI_ISL_16644881,Omicron,BA.5.2.6,2023-01-04
-3.002134,-23.067852,10,EPI_ISL_13387341,Omicron,BA.2.9,2022-05-09
-2.8443787,-21.124844,10,EPI_ISL_15879074,Omicron,BQ.1.25.1,2022-11-07
-2.8279371,-21.196503,10,EPI_ISL_15521708,Omicron,BA.4.6,2022-10-13
-2.1968677,-22.522741,10,EPI_ISL_16489706,Omicron,BA.5.1.5,2022-12-19
-1.5995711,-22.425,10,EPI_ISL_13807796,Omicron,BA.4.6.5,2022-06-27
-1.5959481,-22.440992,10,EPI_ISL_14742369,Omicron,BA.4.6,2022-08-12
-1.5863898,-22.424433,10,EPI_ISL_15888302,Omicron,CP.1,2022-10-28
-2.8720975,-23.108282,10,EPI_ISL_14727160,Omicron,BA.2.74,2022-08-23
-1.5928692,-22.441229,10,EPI_ISL_14261858,Omicron,BF.7,2022-07-28
-1.5855461,-22.43231,10,EPI_ISL_15988544,Omicron,BF.7,2022-11-23
-1.2109764,-21.680304,10,EPI_ISL_15966793,Omicron,BA.4.6,2022-11-14
-2.9437933,-23.066097,10,EPI_ISL_13779402,Omicron,BA.2.38.4,2022-06-17
