t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
31.056728,3.6463625,2,EPI_ISL_1527171,Alpha,B.1.1.7,2021-03-24
31.051773,3.6502602,2,EPI_ISL_1907018,Alpha,B.1.1.7,2021-04-12
31.056728,3.6463137,2,EPI_ISL_1565101,Alpha,B.1.1.7,2021-04-01
30.941229,3.731994,2,EPI_ISL_2422460,Alpha,B.1.1.7,2021-05-10
31.056725,3.6463046,2,EPI_ISL_2151694,Alpha,B.1.1.7,2021-04-27
31.049404,3.647892,2,EPI_ISL_1801833,Alpha,B.1.1.7,2021-04-16
31.056723,3.6463256,2,EPI_ISL_1382776,Alpha,B.1.1.7,2021-02-25
31.051117,3.6549988,2,EPI_ISL_2185528,Alpha,B.1.1.7,2021-05-10
31.053925,3.6087296,2,EPI_ISL_2724948,Alpha,B.1.1.7,2021-06
31.056726,3.6463077,2,EPI_ISL_2382302,Alpha,B.1.1.7,2021-04-26
31.056717,3.6463635,2,EPI_ISL_1232406,Alpha,B.1.1.7,2021-02-20
31.05673,3.6462462,2,EPI_ISL_3130525,Alpha,B.1.1.7,2021-07-06
31.056726,3.6463406,2,EPI_ISL_3133909,Alpha,B.1.1,2021-07
31.056726,3.6463325,2,EPI_ISL_2250646,Alpha,B.1.1.7,2021-03
31.05673,3.6462893,2,EPI_ISL_3769179,Alpha,B.1,2021-07-21
31.056725,3.6463022,2,EPI_ISL_2535295,Alpha,B.1.1.7,2021-05-25
31.056732,3.646278,2,EPI_ISL_1927953,Alpha,B.1.1.7,2021-04-21
31.056728,3.646286,2,EPI_ISL_1556594,Alpha,B.1.1.7,2021-03-22
31.05673,3.6463566,2,EPI_ISL_2124526,Alpha,B.1.1.7,2021-05-05
31.056725,3.646353,2,EPI_ISL_1756127,Alpha,Q.4,2021-04-06
31.056725,3.6463082,2,EPI_ISL_2099423,Alpha,B.1.1.7,2021-04-09
31.056742,3.6462057,2,EPI_ISL_2182427,Alpha,B.1.1.7,2021-04-12
31.060593,3.5757527,2,EPI_ISL_9216909,Delta,AY.33.2,2022-01-13
31.060444,3.5757265,2,EPI_ISL_8610358,Delta,AY.33.2,2021-12-29
31.049961,3.627085,2,EPI_ISL_4950220,Delta,AY.122,2021-09
31.057575,3.5761237,2,EPI_ISL_8187047,Delta,AY.20,2021-12-13
31.06045,3.5757,2,EPI_ISL_3070867,Delta,AY.23,2021-06-18
31.06045,3.5756848,2,EPI_ISL_4461329,Delta,B.1.617.2,2021-09-06
31.060444,3.5757313,2,EPI_ISL_3392894,Delta,AY.103,2021-07
31.06059,3.5757694,2,EPI_ISL_6958671,Delta,AY.33.2,2021-11-16
15.862917,11.105927,2,EPI_ISL_8314889,Delta,AY.4.5,2021-12-13
31.057583,3.576036,2,EPI_ISL_3516777,Delta,B.1.617.2,2021-07-26
31.057741,3.5795815,2,EPI_ISL_6704463,Delta,AY.33.2,2021-10-23
31.070757,3.6465368,2,EPI_ISL_8289545,Delta,AY.44,2021-12-19
31.051113,3.6550925,2,EPI_ISL_3020283,Delta,AY.42,2021-07-13
31.060442,3.5757067,2,EPI_ISL_3045407,Delta,AY.100,2021-05-21
31.060606,3.5756602,2,EPI_ISL_3923763,Delta,AY.20,2021-08-06
31.060453,3.5756686,2,EPI_ISL_4550097,Delta,AY.20,2021-09-01
15.727502,7.3083515,2,EPI_ISL_9021893,Delta,AY.1,2022-01
31.060448,3.5757208,2,EPI_ISL_8248291,Delta,AY.33.2,2021-12-23
31.0606,3.5757349,2,EPI_ISL_8185267,Delta,AY.122,2021-11-19
31.061426,3.5808592,2,EPI_ISL_8136309,Delta,AY.122,2021-12-20
31.060598,3.575694,2,EPI_ISL_8038089,Delta,AY.44,2021-11-30
31.071817,3.5988948,2,EPI_ISL_9932873,Delta,AY.25,2022-01-17
31.0606,3.5757213,2,EPI_ISL_4748063,Delta,AY.33.2,2021-09-14
31.060448,3.5756812,2,EPI_ISL_7051443,Delta,AY.33.2,2021-11-18
21.268694,11.146127,2,EPI_ISL_16365327,Omicron,BQ.1,2022-12-18
16.466095,8.966719,2,EPI_ISL_16995213,Omicron,BA.2.3.20,2022-10-26
13.839441,8.758264,2,EPI_ISL_15441824,Omicron,BA.5.2.10,2022-07-12
22.426176,-4.9999995,2,EPI_ISL_13095286,Omicron,Unassigned,2022-05-16
16.466095,8.966718,2,EPI_ISL_16995375,Omicron,CM.11,2022-11-04
21.917156,-4.729206,2,EPI_ISL_10938725,Omicron,BA.2.9,2022-03-06
31.379795,3.723513,2,EPI_ISL_12117958,Omicron,BA.1.1,2022-03-29
12.3331785,24.759766,2,EPI_ISL_8817484,Omicron,BA.1,2022-01-07
13.843178,8.757166,2,EPI_ISL_15670934,Omicron,BA.5.2,2022-11-01
12.334887,24.758554,2,EPI_ISL_10841450,Omicron,BA.1.20,2022-02-22
3.0164409,17.616554,2,EPI_ISL_16329121,Omicron,BF.7,2022-12-05
21.698277,-2.2342603,2,EPI_ISL_13541881,Omicron,BA.2.12.1,2022-06-12
3.5883236,17.802458,2,EPI_ISL_15219040,Omicron,BA.4.6,2022-09-16
13.842859,8.756462,2,EPI_ISL_13781884,Omicron,BA.5.5,2022-06-14
22.425951,-5.0001397,2,EPI_ISL_12165544,Omicron,BA.2,2022-04-07
3.648987,17.450623,2,EPI_ISL_16332930,Omicron,BF.7.4,2022-12-05
21.696949,-2.2338967,2,EPI_ISL_14060256,Omicron,BA.2.12.1,2022-07-05
3.5911548,17.797249,2,EPI_ISL_16034795,Omicron,BF.7,2022-11-14
3.5852396,17.799883,2,EPI_ISL_16179093,Omicron,XBG,2022-11-30
21.26936,11.146187,2,EPI_ISL_16848799,Omicron,BQ.1.31,2023-01-23
23.553974,-5.0311294,2,EPI_ISL_10520900,Omicron,BA.2.12,2022-02-11
3.5898097,17.802223,2,EPI_ISL_15861492,Omicron,BA.4.6,2022-10-17
23.550087,-5.0721197,2,EPI_ISL_13338814,Omicron,BA.2,2022-05-04
22.42597,-5.0002394,2,EPI_ISL_13446917,Omicron,BA.2,2022-06-13
21.269823,11.146014,2,EPI_ISL_15816271,Omicron,Unassigned,2022-11-07
3.6485007,17.450327,2,EPI_ISL_16628634,Omicron,BF.11.2,2022-11-03
22.425905,-5.0001116,2,EPI_ISL_13722827,Omicron,BA.2,2022-06-07
21.233097,11.139773,2,EPI_ISL_16019877,Omicron,BQ.1.13,2022-11-22
31.880177,3.7360718,2,EPI_ISL_9296526,Omicron,BA.1.1,2022-01-21
13.971827,10.957862,2,EPI_ISL_15185732,Omicron,BA.5.5,2022-07-23
23.987827,-4.5597897,2,EPI_ISL_13272942,Omicron,Unassigned,2022-05-05
22.425997,-4.9996486,2,EPI_ISL_13097949,Omicron,Unassigned,2022-05-23
23.554058,-5.0312333,2,EPI_ISL_12667325,Omicron,BA.2.3.7,2022-05-05
22.425694,-4.9994173,2,EPI_ISL_11028397,Omicron,BA.2.9,2022-03-07
22.425968,-4.9996347,2,EPI_ISL_12406035,Omicron,BA.2,2022-04-22
22.424648,-4.999076,2,EPI_ISL_10107560,Omicron,BA.2.5,2022-02-11
22.887653,-4.583986,2,EPI_ISL_13013463,Omicron,BA.2,2022-05-12
14.363357,8.193114,2,EPI_ISL_16718597,Omicron,BA.5.2.1,2023-01-05
22.425495,-4.999612,2,EPI_ISL_11823417,Omicron,BA.2.9,2022-03-23
12.131133,24.8772,2,EPI_ISL_12842209,Omicron,BA.1.1.14,2022-01-11
12.335516,24.759493,2,EPI_ISL_11245781,Omicron,BA.1.17.2,2022-03-07
31.877947,3.7385905,2,EPI_ISL_12543334,Omicron,BA.1.1,2022-01-19
14.433553,8.398275,2,EPI_ISL_13879759,Omicron,BA.5.1.22,2022-06-28
13.842235,8.752587,2,EPI_ISL_14903337,Omicron,BA.5.1.1,2022-08-30
13.90939,11.539714,2,EPI_ISL_14087890,Omicron,BA.2,2022-06-17
31.878778,3.7383437,2,EPI_ISL_13123538,Omicron,BA.1.1,2022-02-05
15.5587435,8.71042,2,EPI_ISL_15983543,Omicron,BA.5.2.7,2022-11-07
14.843749,8.075585,2,EPI_ISL_16708813,Omicron,BA.5.2,2023-01-08
15.67677,8.903211,2,EPI_ISL_14138266,Omicron,BA.5.2.24,2022-07-21
21.268608,11.145741,2,EPI_ISL_15939673,Omicron,BQ.1.5,2022-11-17
3.5837822,17.80533,2,EPI_ISL_16653063,Omicron,BA.5.2.35,2022-12-22
13.405758,10.188132,2,EPI_ISL_15879565,Omicron,BA.5.2,2022-10-11
31.081142,3.964361,2,EPI_ISL_9922498,Omicron,BA.1.1,2022-02-07
13.843908,8.758196,2,EPI_ISL_16348133,Omicron,BA.5.2,2022-09-28
22.20769,-3.9149823,2,EPI_ISL_14021121,Omicron,BA.2.42,2022-07-08
13.839212,8.757696,2,EPI_ISL_12809033,Omicron,BA.5.1,2022-05-12
3.5887673,17.801609,2,EPI_ISL_16575717,Omicron,BF.7.15,2022-12-13
13.838689,8.758323,2,EPI_ISL_14683457,Omicron,BE.1.1,2022-08-04
31.87503,3.7381449,2,EPI_ISL_11201051,Omicron,BA.1.1,2022-02-01
13.838877,8.759237,2,EPI_ISL_14263494,Omicron,BA.5.2.1,2022-07-18
21.281513,11.154259,2,EPI_ISL_17024813,Omicron,BW.1.1,2023-01-24
13.838883,8.759464,2,EPI_ISL_15432603,Omicron,BA.5.2,2022-09-20
3.5922043,17.805212,2,EPI_ISL_16521923,Omicron,BF.7.15,2022-12-23
13.838939,8.75924,2,EPI_ISL_14136333,Omicron,BA.5.2.1,2022-06-29
31.783058,4.278723,2,EPI_ISL_12797383,Omicron,Unassigned,2022-03-13
11.975758,24.481289,2,EPI_ISL_10921702,Omicron,BA.1.17.2,2022-02-17
31.877773,3.738498,2,EPI_ISL_9277777,Omicron,BA.1.1,2022-01-19
22.426073,-4.999519,2,EPI_ISL_13176770,Omicron,BA.2,2022-05-16
11.975589,24.481705,2,EPI_ISL_9770879,Omicron,BA.1.18,2022-01-12
22.148592,-4.8015,2,EPI_ISL_13032737,Omicron,BA.2.45,2022-05-19
23.723396,-5.690489,2,EPI_ISL_13323312,Omicron,BA.2,2022-06-06
23.809576,-4.732761,2,EPI_ISL_15244387,Omicron,BA.2.3,2022-04-14
23.955936,-4.5572853,2,EPI_ISL_15253856,Omicron,BA.2,2022-05-06
16.00566,8.481623,2,EPI_ISL_15088269,Omicron,Unassigned,2022-09-13
32.26326,3.5411015,2,EPI_ISL_12944883,Omicron,BA.1.1,2022-04-25
3.5867672,17.804243,2,EPI_ISL_16306987,Omicron,BF.7.14,2022-11-24
