t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-4.1797704503635975,1.4880563269086104,2,EPI_ISL_2958561,Delta,AY.45,2021-06-23
-4.179366855284894,1.4877961307103498,2,EPI_ISL_6370974,Delta,AY.44,2021-09-09
-4.179690914571992,1.487743792628848,2,EPI_ISL_10145995,Delta,AY.4.2,2021-09-06
-4.178660986652595,1.4876096042599884,2,EPI_ISL_3400841,Delta,AY.25.1,2021-08-04
-4.178626059078937,1.4878622752028796,2,EPI_ISL_6837706,Delta,AY.122,2021-10-15
-4.179369352700242,1.4878593029323457,2,EPI_ISL_3745227,Delta,AY.120.1,2021-07-26
-4.179800782747063,1.4877273927529415,2,EPI_ISL_7812953,Delta,AY.100,2021-07-24
-15.434072459041703,1.3677632684787637,2,EPI_ISL_4706973,Delta,AY.20,2021-08-02
-4.1801086709010065,1.4876712489334118,2,EPI_ISL_4910743,Delta,AY.118,2021-08-26
-4.179050307317097,1.4876578242915104,2,EPI_ISL_9678010,Delta,AY.44,2022-01-01
-4.1786424062239425,1.4877885418728536,2,EPI_ISL_9429898,Delta,AY.122,2022-01-04
-4.178766246645558,1.487789552735351,2,EPI_ISL_6147328,Delta,AY.44,2021-08-07
-4.180153944738407,1.4876277205303177,2,EPI_ISL_16799818,Delta,B.1.617.2,2021-12-06
-4.1791899454576855,1.4866800614902933,2,EPI_ISL_7781320,Delta,AY.100,2021-11-14
-4.178505309665218,1.4875718445131791,2,EPI_ISL_14192926,Delta,P.1,2020
-4.180158083733755,1.487750431567306,2,EPI_ISL_6630027,Delta,AY.46.4,2021-11-02
-4.178683240236146,1.488770418092784,2,EPI_ISL_3056802,Delta,B.1.617.2,2021-06-17
-14.188123048340946,3.9845861096338506,2,EPI_ISL_3063359,Delta,B.1.617.2,2021-06-08
-4.178732794293278,1.4876473160382644,2,EPI_ISL_8082553,Delta,AY.46,2021-12-16
-4.17998970699035,1.4877120462616849,2,EPI_ISL_6652270,Delta,AY.26,2021-10-05
-4.179337572267063,1.487670680222211,2,EPI_ISL_10123065,Delta,AY.29.1,2021-10-21
-4.176367219894495,1.4891053818494977,2,EPI_ISL_13571079,Delta,AY.122,2021-11-04
-9.763919890068529,12.197283939449795,2,EPI_ISL_3164404,Delta,AY.44,2021-06-30
-4.179256157283096,1.4882660418615534,2,EPI_ISL_3418989,Delta,AY.122,2021-07-05
-4.178741542081267,1.487724949106276,2,EPI_ISL_7422792,Delta,AY.126,2021-11-25
-4.1802256186860625,1.4902546868780475,2,EPI_ISL_5642766,Delta,AY.44,2021-08-19
-4.188069381194448,1.5006283195562204,2,EPI_ISL_3386504,Delta,AY.114,2021-06-30
-4.178524833279092,1.4877084002916077,2,EPI_ISL_3833494,Delta,AY.25,2021-08-06
-4.180952283744066,1.4875854933366943,2,EPI_ISL_5195406,Delta,B.1.617.2,2021-09-14
-4.17875315194539,1.4875364741729231,2,EPI_ISL_3030041,Delta,AY.23,2021-06-05
-4.178665755833144,1.4879718271853255,2,EPI_ISL_4412817,Delta,AY.9.2,2021-09-08
-4.178772533386216,1.4872901864208816,2,EPI_ISL_9429906,Delta,AY.92,2021-12-30
-4.179061548783721,1.4876557011179983,2,EPI_ISL_6065562,Delta,AY.26,2021-10-08
-4.1784140834751105,1.4878966103081765,2,EPI_ISL_2385293,Delta,B.1.1.523,2021-04-23
-15.45452131312738,1.3847261846726664,2,EPI_ISL_14534318,Delta,AY.99.2,2021-08-11
-4.179156755438259,1.4880365342424118,2,EPI_ISL_6057233,Delta,AY.122,2021-10-01
-4.178735960708839,1.488078111103906,2,EPI_ISL_9669271,Delta,AY.43,2021-12-30
-4.192058256768799,1.5007749819051732,2,EPI_ISL_2303979,Delta,AY.4,2021-05-06
-4.1793265654742715,1.4875723467222,2,EPI_ISL_4059065,Delta,AY.26,2021-08-06
-4.179986073890206,1.4892978715850178,2,EPI_ISL_5778104,Delta,AY.25.1,2021-09-12
