t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-3.1563534897177634,-14.437627846942787,2,EPI_ISL_2532772,Alpha,B.1.1.7,2021-02-03
-6.591560090378822,-15.836271317756166,2,EPI_ISL_4381354,Alpha,B.1.1.7,2021-04-30
-6.5922976988333595,-15.836672215197327,2,EPI_ISL_920856,Alpha,B.1.1.7,2021-01-05
-6.673993635444992,-15.883053201643358,2,EPI_ISL_2765113,Alpha,B.1.1.7,2021-05-04
-6.608551552960348,-15.817900072536968,2,EPI_ISL_1191671,Alpha,B.1.1.7,2021-02-05
-6.318603333164366,-10.14981940896301,2,EPI_ISL_1851145,Alpha,B.1.1.7,2021-04-14
-6.59086255231925,-15.835159649996914,2,EPI_ISL_2300007,Alpha,B.1.1.7,2021-05-10
-3.387419748777576,-9.867736252572035,2,EPI_ISL_2453073,Alpha,B.1.1.7,2021-05
-6.59553372443834,-15.811091821102641,2,EPI_ISL_2181743,Alpha,B.1.1.7,2021-05-04
-6.591349887641361,-15.840778296045608,2,EPI_ISL_1760299,Alpha,B.1.1.7,2021-03-02
-6.59086255873258,-15.835159653366333,2,EPI_ISL_1380652,Alpha,B.1.1.7,2021-03-01
-3.2550750232166914,-20.518596185718593,2,EPI_ISL_1177700,Alpha,B.1.1.7,2021-02-21
-6.582950168497556,-15.829287379751888,2,EPI_ISL_2022880,Alpha,B.1.1.7,2021-05-03
-6.673993635447031,-15.883053201645106,2,EPI_ISL_7686848,Alpha,B.1.1.7,2021-04-16
-6.579692087022948,-15.830396100788859,2,EPI_ISL_2612592,Alpha,B.1.1.7,2021-06-08
-6.673993635441172,-15.88305320164034,2,EPI_ISL_1411389,Alpha,B.1.1.7,2021-03-19
-6.579582289931901,-15.830375486487092,2,EPI_ISL_1288098,Alpha,B.1.1.7,2021-03-01
-6.582519033112272,-15.8320237909125,2,EPI_ISL_2670527,Alpha,B.1.1.7,2021-05-24
-3.387432052196538,-9.868644183910433,2,EPI_ISL_12013701,Alpha,B.1.1.7,2021-07-15
-6.591718378160844,-15.836095980952633,2,EPI_ISL_1603200,Alpha,B.1.1.7,2021-02-08
-6.606012293983376,-15.817707892380096,2,EPI_ISL_1356268,Alpha,B.1.1.7,2021-03-09
-6.5922976988332,-15.836672215197208,2,EPI_ISL_1332088,Alpha,B.1.1.7,2021-03-11
0.6048105087452266,-14.874735785691652,2,EPI_ISL_2884613,Alpha,B.1.1.7,2021-06-10
-6.590444406435989,-15.834868559878837,2,EPI_ISL_4096610,Alpha,B.1.1.7,2021-05-07
-6.597438783559227,-15.842671206960272,2,EPI_ISL_1572447,Alpha,B.1.1.7,2021-03-25
-6.721120955813662,-15.965618291757924,2,EPI_ISL_2748390,Alpha,B.1.1.7,2021-06-23
-6.67399363544712,-15.883053201645115,2,EPI_ISL_1186534,Alpha,B.1.1.7,2021-02-26
-6.673993635444817,-15.883053201643198,2,EPI_ISL_2565716,Alpha,B.1.1.7,2021-03-15
-6.590862550780199,-15.835159649188025,2,EPI_ISL_1986145,Alpha,B.1.1.7,2021-04-30
-6.592297698751979,-15.836672215180501,2,EPI_ISL_1207630,Alpha,B.1.1.7,2021-02-26
-6.673993635445122,-15.883053201643413,2,EPI_ISL_1594404,Alpha,B.1.1.7,2021-03-30
-6.599915294777497,-15.815755147521783,2,EPI_ISL_2470863,Alpha,B.1.1.7,2021-05-25
-6.577812194869463,-15.829290913809258,2,EPI_ISL_1675558,Alpha,B.1.1.7,2021-03-29
-0.4499574823703397,-9.845065777805543,2,EPI_ISL_5333855,Alpha,B.1.1.7,2021-06-03
-3.3874549450963816,-9.868802564711515,2,EPI_ISL_2757584,Alpha,B.1.1.7,2021-05-28
-6.592297698850216,-15.836672215200743,2,EPI_ISL_1264901,Alpha,B.1.1.7,2021-03-03
-6.582058024108607,-15.828470233314421,2,EPI_ISL_2291481,Alpha,B.1.1.7,2021-04-19
-6.5955380577830125,-15.811055930924862,2,EPI_ISL_1719345,Alpha,B.1.1.7,2021-04-15
-6.595538057784177,-15.81105593092326,2,EPI_ISL_1627771,Alpha,B.1.1.7,2021-03-24
-6.591625392061687,-15.839895023741834,2,EPI_ISL_1564700,Alpha,B.1.1.7,2021-04-05
-6.624645028113809,-15.870797320474283,2,EPI_ISL_1729215,Alpha,B.1.1.7,2021-04-14
-6.58978944511292,-15.84235901362831,2,EPI_ISL_1520928,Alpha,B.1.1.7,2021-03-25
-6.675248284842913,-15.823579741877383,2,EPI_ISL_2098741,Alpha,B.1.1.7,2021-04-27
-6.597912217205516,-15.842930347216702,2,EPI_ISL_2756502,Alpha,B.1.1.7,2021-05-07
-6.5955380577845375,-15.8110559309229,2,EPI_ISL_2658504,Alpha,B.1.1.7,2021-04-21
-6.581525957240173,-15.830107934657509,2,EPI_ISL_2152174,Alpha,B.1.1.7,2021-05-03
-6.595538057782161,-15.811055930926297,2,EPI_ISL_1404219,Alpha,B.1.1.7,2021-03-04
-6.609043710981382,-15.824664015665643,2,EPI_ISL_1508573,Alpha,B.1.1.7,2021-03-22
-6.598934806296428,-15.808354484283978,2,EPI_ISL_2248500,Alpha,B.1.1.7,2021-05-04
-6.674864918569861,-15.881983233697584,2,EPI_ISL_2084371,Alpha,B.1.1.7,2021-03-14
-12.048295119313673,-17.75040314562762,2,EPI_ISL_2987348,Alpha,B.1.1.7,2021-05-20
-1.0751051010048889,-14.65759141378884,2,EPI_ISL_2308921,Alpha,B.1.1.7,2021-03-15
-6.5821182145382275,-15.831455682325382,2,EPI_ISL_15630214,Alpha,B.1.1.7,2021-03-15
-0.8210067882486429,-8.634246794494537,2,EPI_ISL_3032626,Alpha,B.1.1.7,2021-06-22
-6.591157528888796,-15.835473355143078,2,EPI_ISL_1660701,Alpha,B.1.1.7,2021-03-30
-6.674864918569609,-15.881983233697785,2,EPI_ISL_2810755,Alpha,B.1.1.7,2021-06-24
-6.576098856802092,-15.824031931956323,2,EPI_ISL_2111182,Alpha,B.1.1.7,2021-04-27
-6.599484171711452,-15.816366529970997,2,EPI_ISL_1736380,Alpha,B.1.1.7,2021-04-03
-6.581962779222126,-15.829601939984007,2,EPI_ISL_1900302,Alpha,B.1.1.7,2021-04-08
-6.58050928402535,-15.830788693621113,2,EPI_ISL_1189457,Alpha,B.1.1.7,2021-02-27
-6.58196277752892,-15.82960193356065,2,EPI_ISL_1899377,Alpha,B.1.1.7,2021-04-07
-6.609043710982701,-15.824664015665014,2,EPI_ISL_2720740,Alpha,B.1.1.7,2021-05-03
-6.60904371098038,-15.82466401566609,2,EPI_ISL_3066940,Alpha,B.1.1.7,2021-06-02
-6.591157528839448,-15.835473354973894,2,EPI_ISL_15741964,Alpha,B.1.1.7,2021-05-24
-6.595542508471701,-15.81129099416027,2,EPI_ISL_2681424,Alpha,B.1.1.7,2021-04-14
-6.58088322300145,-15.828712808096478,2,EPI_ISL_2081407,Alpha,B.1.1.7,2021-04-28
-2.860625451931454,-18.746205275457257,2,EPI_ISL_3067420,Alpha,B.1.1.7,2021-07-06
-6.609652769656704,-15.817369211887076,2,EPI_ISL_2031384,Alpha,B.1.1.7,2021-04-22
-9.124147213345017,-10.6262616868883,2,EPI_ISL_3076191,Alpha,B.1.1.7,2021-07-02
-6.584813061910075,-15.837357889832672,2,EPI_ISL_1864240,Alpha,B.1.1.7,2021-03-29
-6.6090437109811155,-15.824664015665803,2,EPI_ISL_2383606,Alpha,B.1.1.7,2021-05-05
-6.594390968198151,-15.813166577907985,2,EPI_ISL_6343020,Alpha,B.1.1.7,2021-05-11
-6.584813061906962,-15.837357889821277,2,EPI_ISL_2328253,Alpha,B.1.1.7,2021-04-05
-6.57994993249389,-15.830318247749837,2,EPI_ISL_1662424,Alpha,B.1,2021-03-25
-6.609043710981132,-15.82466401566553,2,EPI_ISL_1900085,Alpha,B.1.1.7,2021-03-28
-6.580596103031635,-15.82921955366348,2,EPI_ISL_3418969,Alpha,B.1.1.7,2021-04-27
-6.591607076076743,-15.840956681404494,2,EPI_ISL_2428449,Alpha,B.1.1.7,2021-05-12
-6.595542508470443,-15.811290994162166,2,EPI_ISL_2183753,Alpha,B.1.1.7,2021-05-03
-6.609043710982498,-15.824664015664629,2,EPI_ISL_12916291,Alpha,B.1.1.7,2021-05-07
-0.4274184585404054,-8.478964884131345,2,EPI_ISL_1684472,Alpha,B.1.1.7,2021-04-04
-6.609043710981306,-15.824664015665203,2,EPI_ISL_2305967,Alpha,B.1.1.7,2021-05-09
-6.599484171697404,-15.816366529926684,2,EPI_ISL_1528161,Alpha,B.1.1.7,2021-03-18
-6.594539209062535,-15.841601962212316,2,EPI_ISL_2140336,Alpha,B.1.1.7,2021-04-30
-6.60904371098049,-15.824664015665913,2,EPI_ISL_2213534,Alpha,B.1.1.7,2021-05-11
-6.595047125075592,-15.81184109357912,2,EPI_ISL_1585190,Alpha,B.1.1.7,2021-03-09
-6.592403078594411,-15.844522354558206,2,EPI_ISL_3874967,Alpha,B.1.1.7,2021-07-16
-6.59115752887946,-15.835473355110688,2,EPI_ISL_2150344,Alpha,B.1.1.7,2021-04-20
-6.59115752888933,-15.835473355144263,2,EPI_ISL_1047392,Alpha,B.1.1.7,2021-01-27
-6.614360811653455,-15.941846606037947,2,EPI_ISL_1413425,Alpha,B.1.1.7,2021-03-20
-6.575249759698166,-15.823705145094223,2,EPI_ISL_3014757,Alpha,B.1.1.7,2021-04-09
-6.5955425084704284,-15.811290994162238,2,EPI_ISL_1646055,Alpha,B.1.1.7,2021-03-25
-6.609043710981167,-15.824664015665435,2,EPI_ISL_2278108,Alpha,B.1.1.7,2021-02-24
-6.59160707607262,-15.840956681381515,2,EPI_ISL_2933239,Alpha,B.1.1.7,2021-06-29
-3.571146343619888,-12.149697323582576,2,EPI_ISL_1729796,Alpha,B.1.1.7,2021-03-30
-6.674864918569539,-15.881983233697591,2,EPI_ISL_2491050,Alpha,B.1.1.7,2021-05-26
-6.5982382777334285,-15.83614702641285,2,EPI_ISL_1754000,Alpha,B.1.1.7,2021-03
-6.584813061877304,-15.837357889704181,2,EPI_ISL_2269416,Alpha,B.1.1.7,2021-05-10
0.94409963111019,-14.704221996571107,2,EPI_ISL_2673067,Alpha,B.1.1.7,2021-06-12
-6.606429318169333,-15.818920356352313,2,EPI_ISL_1250862,Alpha,B.1.1.7,2021-03-02
-6.59453920886379,-15.841601963259599,2,EPI_ISL_1452975,Alpha,B.1.1.7,2021-03-22
-6.591157528888892,-15.835473355143312,2,EPI_ISL_2084185,Alpha,B.1.1.7,2021-03-03
-6.591585732580311,-15.846017714599226,2,EPI_ISL_3142868,Alpha,B.1.1.7,2021-04-29
-6.584813061906712,-15.837357889820222,2,EPI_ISL_1962704,Alpha,B.1.1.7,2021-04-21
0.9438169065814946,-14.704207836312262,2,EPI_ISL_1866327,Alpha,B.1.1.7,2021-04-12
-6.60904371098032,-15.82466401566574,2,EPI_ISL_3220465,Alpha,B.1.1.7,2021-07-01
-6.59453920902519,-15.841601962409053,2,EPI_ISL_5543223,Alpha,B.1.1.7,2021-07-19
-6.592289133309783,-15.835769202321112,2,EPI_ISL_1206871,Alpha,B.1.1.7,2021-02-25
-6.591157528889057,-15.835473355144035,2,EPI_ISL_1662260,Alpha,B.1.1.7,2021-01-22
-6.609043710980917,-15.824664015665494,2,EPI_ISL_1868963,Alpha,B.1.1.7,2021-03-08
-6.580883223001644,-15.828712808096665,2,EPI_ISL_2737491,Alpha,B.1.1.7,2021-01-18
-6.5848130618887994,-15.83735788974977,2,EPI_ISL_2113607,Alpha,B.1.1.7,2021-04-29
-6.602422438986476,-15.81753475025053,2,EPI_ISL_1915426,Alpha,B.1.1.7,2021-04-17
-6.591157528862345,-15.835473355052525,2,EPI_ISL_2197688,Alpha,B.1.1.7,2021-03-16
-6.682656834076614,-15.837180555356078,2,EPI_ISL_1402519,Alpha,B.1.1.7,2021-02-24
-6.690757882602215,-15.853657850143998,2,EPI_ISL_881316,Alpha,B.1.1.7,2021-01-13
-6.591157528860957,-15.835473355047231,2,EPI_ISL_3117820,Alpha,B.1.1.7,2021-06-29
-3.4395624241868115,-20.740530547759896,2,EPI_ISL_2411348,Alpha,B.1.1.7,2021-03-02
-6.591157528862735,-15.835473355052798,2,EPI_ISL_939187,Alpha,B.1.1.7,2021-01-24
-6.590168183484249,-15.835165797126,2,EPI_ISL_2455988,Alpha,B.1.1.7,2021-05-19
-6.609043710982739,-15.824664015664787,2,EPI_ISL_2474816,Alpha,B.1.1.7,2021-05-17
-6.587116618977095,-15.83033155556307,2,EPI_ISL_2535543,Alpha,B.1.1.7,2021-05-25
-6.609043710980512,-15.824664015666194,2,EPI_ISL_1577732,Alpha,B.1.1.7,2021-04-02
-6.581962777529474,-15.829601933561353,2,EPI_ISL_1502391,Alpha,B.1.1.7,2021-03-18
-1.885653066101844,-16.907324751546515,2,EPI_ISL_1440052,Alpha,B.1.1.7,2021-03-15
-1.5130615108123993,-18.22068387538072,2,EPI_ISL_1190433,Alpha,B.1.1.7,2021-02-23
-6.59115752888916,-15.835473355143971,2,EPI_ISL_15630278,Alpha,B.1.1.7,2021-03-15
-1.8594460774274737,-14.755815567100102,2,EPI_ISL_2564995,Alpha,B.1.1.7,2021-04-18
-0.4275905381882755,-8.476189372115774,2,EPI_ISL_2361279,Alpha,B.1.1.7,2021-05
-6.582389019540097,-15.8304022785516,2,EPI_ISL_1757337,Alpha,B.1.1.7,2021-04-12
-2.6524924939037855,-14.513809349517038,2,EPI_ISL_1849300,Alpha,B.1.1.7,2021-04-23
-6.594539208887595,-15.841601963136315,2,EPI_ISL_3781569,Alpha,B.1.1.7,2021-04-12
-6.581402664970575,-15.829472843285794,2,EPI_ISL_1798134,Alpha,B.1.1.7,2021-04-10
-6.683142193650661,-15.887179813433914,2,EPI_ISL_2699131,Alpha,B.1.1.7,2021-04-13
-10.77806639673119,-11.844212321632327,2,EPI_ISL_2256066,Alpha,B.1.1.7,2021-03-29
-6.591157528867047,-15.83547335506806,2,EPI_ISL_2776776,Alpha,B.1.1.7,2021-06-03
-6.609092743922905,-15.824142441548727,2,EPI_ISL_1257147,Alpha,B.1.1.7,2021-02-16
-0.8597487447951507,-13.219391145327547,2,EPI_ISL_4698506,Alpha,B.1.1.7,2021-07-17
-6.580883222652351,-15.8287128074504,2,EPI_ISL_1307363,Alpha,B.1.1.7,2021-03-10
-6.603609667548184,-15.818175192089093,2,EPI_ISL_2360055,Alpha,B.1.1.7,2021-04-30
-6.466739702889263,-11.397133164911262,2,EPI_ISL_1006640,Alpha,B.1.1.7,2021-02-05
-1.2122028418465365,-16.211339213107642,2,EPI_ISL_2762027,Alpha,B.1.1.7,2021-06-17
-6.584813061877179,-15.83735788970415,2,EPI_ISL_2738665,Alpha,B.1.1.7,2021
-6.591157528862524,-15.835473355052601,2,EPI_ISL_3044042,Alpha,B.1.1.7,2021-07-10
-6.591157528889108,-15.835473355143831,2,EPI_ISL_2033105,Alpha,B.1.1.7,2021-04-22
-6.591607076071663,-15.840956681375403,2,EPI_ISL_3032832,Alpha,Q.4,2021-06-16
-6.591157528844765,-15.835473354991583,2,EPI_ISL_1502430,Alpha,Q.4,2021-03-19
-0.5676785927243448,-8.630252825758499,2,EPI_ISL_1402343,Alpha,B.1.1.7,2021-02-06
-6.609043710980257,-15.824664015665677,2,EPI_ISL_2631402,Alpha,B.1.1.7,2021-06-06
-0.4276617558019284,-8.476251091372097,2,EPI_ISL_1193407,Alpha,B.1.1,2021-03-03
-6.594390966815158,-15.813166591719284,2,EPI_ISL_3076229,Alpha,B.1.1.7,2021-07-02
-6.581962777527715,-15.829601933554184,2,EPI_ISL_2134693,Alpha,B.1.1.7,2021-05-05
-6.581825839477005,-15.831266451445128,2,EPI_ISL_1393699,Alpha,B.1.1.7,2021-02-26
-6.575249759784853,-15.823705146873817,2,EPI_ISL_1196837,Alpha,B.1.1.7,2021-02-16
-6.591607076486136,-15.840956683765647,2,EPI_ISL_1255816,Alpha,B.1.1.7,2021-03-05
-6.609043710980356,-15.824664015665654,2,EPI_ISL_1596786,Alpha,B.1.1.7,2021-03-11
-6.579875516376121,-15.830820690558184,2,EPI_ISL_2465164,Alpha,B.1.1.7,2021-05-25
-6.608874624288727,-15.818204380199235,2,EPI_ISL_3196731,Alpha,B.1.1.7,2021-06-20
-6.689428203686327,-15.85266604012289,2,EPI_ISL_2776888,Alpha,B.1.1.7,2021-06-03
-0.42758592424950503,-8.479323215404735,2,EPI_ISL_2031120,Alpha,B.1.1.7,2021-03-09
-6.594390965994652,-15.813166599823461,2,EPI_ISL_1414927,Alpha,B.1.1.7,2021-03-11
-6.674623367357501,-15.881070263023956,2,EPI_ISL_1627625,Alpha,B.1.1.7,2021-03-16
0.4205011542762958,-14.767723890273764,2,EPI_ISL_2602676,Alpha,B.1.1.7,2021-05-10
-6.67691619538949,-15.88398471622592,2,EPI_ISL_1637572,Alpha,B.1.1.7,2021-04-07
-6.5915857325816924,-15.846017714599563,2,EPI_ISL_1643147,Alpha,B.1.1.7,2021-03-31
-6.591157528888945,-15.835473355143172,2,EPI_ISL_1843642,Alpha,B.1.1.7,2021-04-09
-6.579875516376766,-15.830820690543298,2,EPI_ISL_4690662,Alpha,B.1.1.7,2021-07-13
-9.214401744925649,-21.845971308949412,2,EPI_ISL_2441001,Alpha,B.1.1.7,2021-05-13
-6.591157528845598,-15.835473354993887,2,EPI_ISL_2400058,Alpha,B.1.1.7,2021-05-21
-2.7503851717463634,-12.326559598927908,2,EPI_ISL_2475254,Alpha,B.1.1.7,2021-05-09
-6.609043710982394,-15.82466401566496,2,EPI_ISL_2887249,Alpha,B.1.1.7,2021-06-12
-6.67693067561073,-15.883371110655737,2,EPI_ISL_1633741,Alpha,B.1.1.7,2021-04-13
-6.609043710980573,-15.824664015665675,2,EPI_ISL_2031135,Alpha,B.1.1.7,2021-03-09
-8.157685924161092,-10.190972227132715,2,EPI_ISL_2132662,Alpha,B.1.1.7,2021-05-07
-6.5819627775294425,-15.829601933561447,2,EPI_ISL_986029,Alpha,B.1.1.7,2021-02-01
