t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-12.458026969825557,6.474990545277668,2,EPI_ISL_2532772,Alpha,B.1.1.7,2021-02-03
-11.259809152617837,9.940206876394289,2,EPI_ISL_4381354,Alpha,B.1.1.7,2021-04-30
-11.26093493282675,9.94413700753732,2,EPI_ISL_920856,Alpha,B.1.1.7,2021-01-05
-11.26316189740477,9.944694923010601,2,EPI_ISL_2765113,Alpha,B.1.1.7,2021-05-04
-11.260549720340938,9.946378943121013,2,EPI_ISL_1191671,Alpha,B.1.1.7,2021-02-05
-16.753478262933534,8.186161388441224,2,EPI_ISL_1851145,Alpha,B.1.1.7,2021-04-14
-11.264161333872218,9.945875338552451,2,EPI_ISL_2300007,Alpha,B.1.1.7,2021-05-10
-15.45387758340282,1.3873846739702884,2,EPI_ISL_2453073,Alpha,B.1.1.7,2021-05
-11.26054195116466,9.946368281285062,2,EPI_ISL_2181743,Alpha,B.1.1.7,2021-05-04
-11.260541985899946,9.946368369981407,2,EPI_ISL_1760299,Alpha,B.1.1.7,2021-03-02
-11.25969744008665,9.944895216698805,2,EPI_ISL_1380652,Alpha,B.1.1.7,2021-03-01
-15.710204987137674,7.248928887019161,2,EPI_ISL_1177700,Alpha,B.1.1.7,2021-02-21
-11.259539299757034,9.94580145019554,2,EPI_ISL_2022880,Alpha,B.1.1.7,2021-05-03
-11.259667565649671,9.944973212285866,2,EPI_ISL_7686848,Alpha,B.1.1.7,2021-04-16
-11.260529709328901,9.946391100970475,2,EPI_ISL_2612592,Alpha,B.1.1.7,2021-06-08
-11.261209879430263,9.94655872480905,2,EPI_ISL_1411389,Alpha,B.1.1.7,2021-03-19
-11.25644220630966,9.94848940795495,2,EPI_ISL_1288098,Alpha,B.1.1.7,2021-03-01
-11.259067127557866,9.944488979096757,2,EPI_ISL_2670527,Alpha,B.1.1.7,2021-05-24
-15.453275628754158,1.388071196296507,2,EPI_ISL_12013701,Alpha,B.1.1.7,2021-07-15
-11.264150464643095,9.945898306842295,2,EPI_ISL_1603200,Alpha,B.1.1.7,2021-02-08
-11.260529709329125,9.946391100971095,2,EPI_ISL_1356268,Alpha,B.1.1.7,2021-03-09
-11.256120138757057,9.939593201003387,2,EPI_ISL_1332088,Alpha,B.1.1.7,2021-03-11
-16.13914688158166,6.235255222982219,2,EPI_ISL_2884613,Alpha,B.1.1.7,2021-06-10
-11.259709950193681,9.944864382762487,2,EPI_ISL_4096610,Alpha,B.1.1.7,2021-05-07
-11.256933000072042,9.951885391203346,2,EPI_ISL_1572447,Alpha,B.1.1.7,2021-03-25
-11.260583430273682,9.940717986059111,2,EPI_ISL_2748390,Alpha,B.1.1.7,2021-06-23
-11.260529709329116,9.946391100971091,2,EPI_ISL_1186534,Alpha,B.1.1.7,2021-02-26
-11.256129621885808,9.939572123436903,2,EPI_ISL_2565716,Alpha,B.1.1.7,2021-03-15
-11.26042381272081,9.944065217078489,2,EPI_ISL_1986145,Alpha,B.1.1.7,2021-04-30
-11.259709641141027,9.944865036203083,2,EPI_ISL_1207630,Alpha,B.1.1.7,2021-02-26
-11.253904091172137,9.950904347426201,2,EPI_ISL_1594404,Alpha,B.1.1.7,2021-03-30
-11.25718935679103,9.94311421647387,2,EPI_ISL_2470863,Alpha,B.1.1.7,2021-05-25
-11.256129621885803,9.939572123436907,2,EPI_ISL_1675558,Alpha,B.1.1.7,2021-03-29
