t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-10.656983,-9.092792,-1,EPI_ISL_8513921,Delta,AY.121,2021-12-30
-16.341003,-5.382046,-1,EPI_ISL_9334890,Delta,AY.25,2022-01-14
-16.320726,-5.333711,-1,EPI_ISL_8310980,Delta,AY.47,2021-12-19
-10.76561,-8.987664,-1,EPI_ISL_9682374,Delta,B.1.617.2,2022-01-04
-10.765966,-8.988063,-1,EPI_ISL_9666874,Delta,AY.3,2022-01-20
-18.734837,-7.0764894,-1,EPI_ISL_7742745,Delta,AY.54,2021-12-01
31.555334,-0.58949655,-1,EPI_ISL_16184273,Omicron,BQ.1.1,2022-12-04
19.25706,11.681597,-1,EPI_ISL_14083227,Omicron,BA.5.1.24,2022-07-08
25.196163,-6.3742266,-1,EPI_ISL_16640546,Omicron,CH.1.1,2022-12-28
16.501232,11.016229,-1,EPI_ISL_16400594,Omicron,BQ.1.2,2022-12-19
8.119126,9.349221,-1,EPI_ISL_14890783,Omicron,BA.2.76,2022-06-23
22.001842,1.5522218,-1,EPI_ISL_16611491,Omicron,BQ.1.20,2022-12-30
23.732443,-14.118839,-1,EPI_ISL_17626881,Omicron,FE.1,2023-04-18
23.776648,-14.882635,-1,EPI_ISL_16583236,Omicron,Unassigned,2023-01-09
17.523224,21.138973,-1,EPI_ISL_15743399,Omicron,BA.5.2.62,2022-11-01
9.329615,7.939011,-1,EPI_ISL_13239824,Omicron,BA.2,2022-05-17
21.185488,17.255726,-1,EPI_ISL_15758179,Omicron,BA.5.1,2022-11-08
19.623056,18.34175,-1,EPI_ISL_14559637,Omicron,BA.4.4,2022-08-07
25.108437,-6.488733,-1,EPI_ISL_17221898,Omicron,CH.1.1.1,2023-02-23
17.711903,19.335737,-1,EPI_ISL_15739242,Omicron,BA.5.2.1,2022-11-02
26.93857,10.787437,-1,EPI_ISL_14718953,Omicron,BA.4.6,2022-07-05
31.561052,-0.5906506,-1,EPI_ISL_16406519,Omicron,DU.1,2022-12-20
25.874538,-16.257458,-1,EPI_ISL_15696698,Omicron,XBB.2,2022-10-25
19.621101,18.340982,-1,EPI_ISL_13102145,Omicron,BA.4.1,2022-05-23
23.014015,15.682872,-1,EPI_ISL_14935502,Omicron,BA.5.9,2022-09-06
-19.293762,-7.979189,-1,EPI_ISL_8945685,Omicron,BA.1.17.2,2022-01-12
31.562021,-0.5859514,-1,EPI_ISL_16684051,Omicron,BQ.1.1,2022-12-26
17.546745,21.182775,-1,EPI_ISL_15156028,Omicron,BA.5.1,2022-09-23
-18.104269,-7.835759,-1,EPI_ISL_10104731,Omicron,BA.1.15,2022-01-25
29.54293,-0.105371006,-1,EPI_ISL_16285729,Omicron,BQ.1.21,2022-12-21
9.327906,7.9410577,-1,EPI_ISL_11089894,Omicron,BA.2,2022-03-09
25.108465,-6.488602,-1,EPI_ISL_16267167,Omicron,CH.1.1.3,2022-12-07
9.328245,7.9414907,-1,EPI_ISL_13893195,Omicron,BA.2,2022-05-20
21.926,1.6255575,-1,EPI_ISL_15959663,Omicron,BQ.1.2,2022-11-25
25.164497,-6.426242,-1,EPI_ISL_16586057,Omicron,CH.1.1,2023-01-04
10.588565,9.560083,-1,EPI_ISL_14460279,Omicron,BA.2,2022-06-03
19.620539,18.342033,-1,EPI_ISL_15094833,Omicron,BF.26,2022-09-16
19.613451,18.339825,-1,EPI_ISL_14368244,Omicron,BA.5.2,2022-07-13
30.59666,-0.29669905,-1,EPI_ISL_16576332,Omicron,BQ.1.1.23,2022-12-26
-20.241707,-8.599789,-1,EPI_ISL_10791779,Omicron,BA.1,2022-02-19
22.91822,-8.964112,-1,EPI_ISL_15617424,Omicron,BN.1.4,2022-10-04
17.54602,21.182665,-1,EPI_ISL_15205899,Omicron,BA.5.2.20,2022-09-21
9.735326,12.889537,-1,EPI_ISL_13905070,Omicron,BA.2.12.1,2022-05-30
24.859806,-6.8136396,-1,EPI_ISL_17076556,Omicron,BR.2.1,2023-02-08
9.652125,6.294572,-1,EPI_ISL_13023651,Omicron,BA.2.3.14,2022-04-23
22.879498,-8.972343,-1,EPI_ISL_16858257,Omicron,BN.1.3.1,2023-01-23
20.345932,16.093307,-1,EPI_ISL_15828525,Omicron,BA.5.2.1,2022-10-07
22.048923,1.8870409,-1,EPI_ISL_16995963,Omicron,BQ.1.13.1,2023-02-08
23.776846,-14.876238,-1,EPI_ISL_17695436,Omicron,XBB.1.18.1,2023-02-28
24.739098,-6.5395074,-1,EPI_ISL_17047180,Omicron,BR.5,2023-01-25
19.622135,18.340973,-1,EPI_ISL_15724161,Omicron,BF.5,2022-10-19
22.645344,15.558214,-1,EPI_ISL_15945504,Omicron,BA.1,2022-10-16
9.182713,-36.764767,-1,EPI_ISL_9770924,Omicron,BA.1.1,2022-01-13
26.9399,10.787209,-1,EPI_ISL_15798734,Omicron,BF.7.22,2022-11-03
19.43523,11.7323885,-1,EPI_ISL_13991724,Omicron,BA.5.2.2,2022-07-09
10.6734915,-36.50277,-1,EPI_ISL_12246082,Omicron,BA.1.1,2022-04-11
19.620245,18.340551,-1,EPI_ISL_16107727,Omicron,BA.5.2.20,2022-11-22
22.627575,-15.721566,-1,EPI_ISL_17465599,Omicron,XBB.1.5.17,2023-03-29
-18.065813,-8.53232,-1,EPI_ISL_11011935,Omicron,BA.1.17.2,2022-02-22
16.462488,11.026001,-1,EPI_ISL_15935862,Omicron,Unassigned,2022-10-24
26.93439,10.784953,-1,EPI_ISL_15279221,Omicron,BA.4.6.4,2022-09-05
21.993547,1.6147972,-1,EPI_ISL_15468017,Omicron,BQ.1,2022-10-13
19.6197,18.34159,-1,EPI_ISL_15791546,Omicron,BA.5.10,2022-10-25
19.61904,18.339396,-1,EPI_ISL_13707986,Omicron,BA.5.5,2022-06-24
19.618792,18.342903,-1,EPI_ISL_14915291,Omicron,BE.1.1,2022-08-26
19.618908,18.34035,-1,EPI_ISL_13950796,Omicron,BA.5.5,2022-07-05
22.918303,-8.963981,-1,EPI_ISL_17375433,Omicron,Unassigned,2023-03-25
25.166412,-6.4260902,-1,EPI_ISL_17183627,Omicron,CH.1.1.1,2023-02-27
-19.377302,-8.004397,-1,EPI_ISL_10200772,Omicron,BA.1.15,2022-02-14
31.562363,-0.5866804,-1,EPI_ISL_16831844,Omicron,BQ.1.1.32,2023-01-30
26.94037,10.786922,-1,EPI_ISL_17200296,Omicron,BF.7,2022-11-29
26.936308,10.78693,-1,EPI_ISL_16419906,Omicron,BF.7,2022-12-25
19.62323,18.342737,-1,EPI_ISL_14600232,Omicron,BA.5.2,2022-08-14
25.162054,-6.4279723,-1,EPI_ISL_17407429,Omicron,CH.1.1,2023-03-25
25.108501,-6.4885654,-1,EPI_ISL_16212578,Omicron,CH.1.1.3,2022-12-15
23.343489,-15.733276,-1,EPI_ISL_17315665,Omicron,XBB.2.3,2023-03-21
19.622246,18.341713,-1,EPI_ISL_15609473,Omicron,BA.5.2,2022-10-16
9.327398,7.9396267,-1,EPI_ISL_12455371,Omicron,BA.2,2022-04-25
-18.216879,-9.812824,-1,EPI_ISL_11932175,Omicron,BA.1,2022-02-09
26.939898,10.787275,-1,EPI_ISL_15109899,Omicron,BF.7,2022-09-10
26.937471,10.78797,-1,EPI_ISL_16524345,Omicron,BA.5,2022-12-30
22.010763,17.41019,-1,EPI_ISL_15916989,Omicron,BA.5.2.43,2022-11-08
23.778303,-14.871049,-1,EPI_ISL_17541187,Omicron,XBB.1.9.1,2023-03-22
-18.694187,-7.159718,-1,EPI_ISL_12829972,Omicron,BA.1,2022-01-10
22.048428,1.8874227,-1,EPI_ISL_15889496,Omicron,BQ.1.1.29,2022-11-07
12.654421,9.552174,-1,EPI_ISL_13763374,Omicron,BA.2,2022-05-13
21.318932,16.201881,-1,EPI_ISL_16114669,Omicron,BA.5.1.12,2022-11-30
23.777029,-14.883226,-1,EPI_ISL_16701509,Omicron,XBB.1.5,2023-01-09
17.776583,19.282507,-1,EPI_ISL_14895231,Omicron,Unassigned,2022-08-30
23.774986,-14.868527,-1,EPI_ISL_17366569,Omicron,Unassigned,2023-03-19
23.344086,-15.733319,-1,EPI_ISL_17631120,Omicron,XBB.2.3.2,2023-04-18
26.939234,10.786075,-1,EPI_ISL_16950292,Omicron,BA.5.2.6,2023-01-19
22.04885,1.8873061,-1,EPI_ISL_16609211,Omicron,BQ.1,2022-12-19
31.558352,-0.58204305,-1,EPI_ISL_17050899,Omicron,BQ.1.1.25,2022-12-30
8.118828,9.349459,-1,EPI_ISL_16528707,Omicron,BA.2.76,2022-07-25
23.612635,-9.987502,-1,EPI_ISL_16986516,Omicron,XBK.1,2023-02-07
-19.434923,-8.023453,-1,EPI_ISL_9115551,Omicron,BA.1,2022-01-18
31.557283,-0.5876783,-1,EPI_ISL_16837031,Omicron,BQ.1.1,2023-01-18
11.26442,-37.102108,-1,EPI_ISL_17544283,Omicron,BA.1.1,2023-02-20
21.056042,16.01341,-1,EPI_ISL_14411779,Omicron,BF.21,2022-07-28
11.365174,-36.51128,-1,EPI_ISL_11362304,Omicron,BA.1.1,2022-02-10
22.643318,-15.731891,-1,EPI_ISL_17654653,Omicron,XBB.1.5,2023-04-13
22.35988,1.8527973,-1,EPI_ISL_15731179,Omicron,BQ.1,2022-10-19
19.435484,11.732404,-1,EPI_ISL_15356167,Omicron,BA.5.1.30,2022-09-22
19.620699,18.340578,-1,EPI_ISL_14696084,Omicron,BF.28,2022-08-18
10.674711,-36.50032,-1,EPI_ISL_9250139,Omicron,BA.1.1,2022-01-21
9.584767,13.184428,-1,EPI_ISL_13468453,Omicron,BA.2.12.1,2022-06-06
23.774788,-14.868716,-1,EPI_ISL_17617595,Omicron,XBB.1.5,2023-04-02
19.619415,18.341213,-1,EPI_ISL_12695010,Omicron,BF.23,2022-05-06
9.326603,7.940062,-1,EPI_ISL_11033678,Omicron,BA.2,2022-03-08
22.053726,1.6647617,-1,EPI_ISL_16612881,Omicron,BQ.1.23,2022-12-28
-19.371464,-8.0064535,-1,EPI_ISL_8945309,Omicron,BA.1.15.1,2022-01-12
22.049133,1.8872797,-1,EPI_ISL_16316879,Omicron,BQ.1.13.1,2022-12-07
10.671003,-36.503223,-1,EPI_ISL_9013522,Omicron,BA.1.1,2022-01-09
20.449728,2.8986595,-1,EPI_ISL_15653034,Omicron,CM.5,2022-10-25
24.82532,10.375142,-1,EPI_ISL_15013087,Omicron,BE.1.2,2022-09-10
17.55341,21.189734,-1,EPI_ISL_16542256,Omicron,BF.26,2023-01-03
19.615843,18.339613,-1,EPI_ISL_15086087,Omicron,BF.28,2022-08-25
10.670861,-36.503258,-1,EPI_ISL_9689340,Omicron,BA.1.1,2022-01-29
9.8710785,-36.87602,-1,EPI_ISL_10944863,Omicron,BA.1.1,2022-03-01
12.922201,10.182503,-1,EPI_ISL_13557815,Omicron,BA.2.12.1,2022-06-21
25.712568,11.430804,-1,EPI_ISL_17172887,Omicron,BA.5.2.34,2023-01-17
-10.518294,-9.373239,-1,EPI_ISL_16023297,Omicron,Unassigned,2022-11-08
24.406221,-7.404672,-1,EPI_ISL_16574616,Omicron,BA.2.75.2,2022-12-23
21.963255,2.535087,-1,EPI_ISL_15637037,Omicron,CY.1,2022-10-19
22.880249,-8.970724,-1,EPI_ISL_15758175,Omicron,BN.1.3.1,2022-11-07
22.549147,1.4505719,-1,EPI_ISL_16329088,Omicron,BQ.1.26.1,2022-12-16
10.675425,-36.50221,-1,EPI_ISL_10831050,Omicron,BA.1.1,2022-02-03
26.966646,9.933618,-1,EPI_ISL_17039800,Omicron,BA.4.6,2022-10-10
-19.404295,-7.9989657,-1,EPI_ISL_8966132,Omicron,BA.1.17.2,2022-01-15
9.099588,10.588588,-1,EPI_ISL_12302114,Omicron,BA.2,2022-04-10
23.013865,15.68303,-1,EPI_ISL_13942691,Omicron,BA.5.9,2022-07-01
18.32024,16.382261,-1,EPI_ISL_14887509,Omicron,BF.5,2022-08-23
21.149847,20.31401,-1,EPI_ISL_15529017,Omicron,BA.5.2.1,2022-07
23.774992,-14.868192,-1,EPI_ISL_17534967,Omicron,XBB.1.5,2023-04-06
23.73247,-14.118855,-1,EPI_ISL_17506356,Omicron,FD.1.1,2023-03-27
24.824999,10.374842,-1,EPI_ISL_16007723,Omicron,BF.41.1,2022-11-14
19.61782,18.34062,-1,EPI_ISL_14392321,Omicron,BA.5,2022-07-10
25.918074,-15.967247,-1,EPI_ISL_17226315,Omicron,XBB.1.15,2023-01-21
8.690082,-36.301846,-1,EPI_ISL_12127178,Omicron,BA.1.1,2022-02-03
22.918207,-8.9640665,-1,EPI_ISL_16568744,Omicron,BN.1.8,2023-01-04
23.536522,-15.506351,-1,EPI_ISL_17599294,Omicron,XBB.1.5,2023-04-06
31.56626,-0.57746184,-1,EPI_ISL_16456640,Omicron,BQ.1.1.15,2023-01-04
-19.425173,-8.016064,-1,EPI_ISL_9879336,Omicron,BA.1,2022-01-31
24.14387,-7.586923,-1,EPI_ISL_16449540,Omicron,BA.5.2,2022-11-08
22.04843,1.8876882,-1,EPI_ISL_16839514,Omicron,BQ.1.23,2023-01-31
19.620213,18.340425,-1,EPI_ISL_15233227,Omicron,BA.5.2,2022-09-14
-19.41557,-8.00045,-1,EPI_ISL_10221417,Omicron,BA.1.15,2022-01-19
-19.400925,-7.992634,-1,EPI_ISL_10255947,Omicron,BA.1.17,2022-02-10
9.584599,13.184523,-1,EPI_ISL_13992064,Omicron,BA.2.12.1,2022-06-05
31.554316,-0.59164375,-1,EPI_ISL_16892073,Omicron,BQ.1.1,2023-01-22
19.621641,18.340794,-1,EPI_ISL_15961158,Omicron,BA.5.2.1,2022-11-10
20.345266,16.094109,-1,EPI_ISL_16008615,Omicron,BA.5.2.7,2022-10-12
-18.220728,-9.803432,-1,EPI_ISL_13071545,Omicron,BA.1.1,2022-01-07
-18.820915,-6.576093,-1,EPI_ISL_10083160,Omicron,BA.1.1,2022-01-10
19.621498,18.341217,-1,EPI_ISL_14351590,Omicron,BA.4,2022-08-01
23.612642,-9.986362,-1,EPI_ISL_16039576,Omicron,XBQ,2022-11-07
26.93778,10.784535,-1,EPI_ISL_14646942,Omicron,BA.4.6,2022-08-01
9.458405,13.1497345,-1,EPI_ISL_12051929,Omicron,BA.2.12.1,2022-03-30
-19.38843,-7.990948,-1,EPI_ISL_9661585,Omicron,BA.1.15,2022-01-18
23.427341,17.4846,-1,EPI_ISL_15465170,Omicron,BA.5.5,2022-09-26
10.668093,-36.502346,-1,EPI_ISL_11955302,Omicron,BA.1.1,2022-04-02
23.775024,-14.868137,-1,EPI_ISL_17181868,Omicron,XBB.1.5.35,2023-02-27
-19.44339,-8.006068,-1,EPI_ISL_11071602,Omicron,BA.1,2022-02-16
20.622362,15.291819,-1,EPI_ISL_16126091,Omicron,BA.5.2.25,2022-11-22
25.108158,-6.4899216,-1,EPI_ISL_16985086,Omicron,CH.1.1.3,2023-01-24
22.918236,-8.9638815,-1,EPI_ISL_15831954,Omicron,BN.1.4,2022-11-09
9.330986,7.9392915,-1,EPI_ISL_13313128,Omicron,BA.2.3,2022-05-22
19.621506,18.341219,-1,EPI_ISL_16299087,Omicron,BA.5.2,2022-12-07
9.018773,6.7247505,-1,EPI_ISL_14591012,Omicron,BA.2,2022-06-14
22.56815,2.1088846,-1,EPI_ISL_17264400,Omicron,BQ.1.2,2023-03-03
25.16479,-6.427896,-1,EPI_ISL_17326812,Omicron,CH.1.1,2023-03-06
19.619202,18.34097,-1,EPI_ISL_14028312,Omicron,BA.4.1.1,2022-07-13
-19.40496,-7.9804873,-1,EPI_ISL_8971370,Omicron,BA.1,2022-01-14
19.621067,18.340866,-1,EPI_ISL_16340639,Omicron,BA.5.2,2022-12-11
26.939287,10.789624,-1,EPI_ISL_15507618,Omicron,BA.4.6,2022-10-09
19.620138,18.341484,-1,EPI_ISL_14558058,Omicron,BA.5.2,2022-08-02
19.434887,11.732414,-1,EPI_ISL_15115363,Omicron,BA.5.1,2022-09-12
26.939384,10.78944,-1,EPI_ISL_15616812,Omicron,BF.7,2022-10-10
-16.971102,-7.961123,-1,EPI_ISL_10868272,Omicron,BA.1.1,2022-02-10
23.777157,-14.875208,-1,EPI_ISL_16940919,Omicron,XBB.1.5,2023-01-30
9.330764,7.9393806,-1,EPI_ISL_11271250,Omicron,BA.2,2022-03-15
25.163822,-6.4276786,-1,EPI_ISL_16954219,Omicron,CH.1,2023-02-06
13.022264,9.844483,-1,EPI_ISL_12933613,Omicron,BA.2,2022-05-13
23.762445,-14.911734,-1,EPI_ISL_17009048,Omicron,XBB.1.5,2023-02-06
-19.446785,-7.9944153,-1,EPI_ISL_9362274,Omicron,BA.1.17.2,2022-01-26
9.584736,13.184384,-1,EPI_ISL_13231702,Omicron,BA.2.12.1,2022-06-04
