UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-24.053635,-6.544549,-1,EPI_ISL_3046981,Alpha,B.1.1.7,2021-05-06
32.60312,-15.687016,-1,EPI_ISL_2185488,Alpha,B.1.1.7,2021-05-09
17.778511,-13.912721,-1,EPI_ISL_2757661,Alpha,B.1.1.7,2021-06-05
24.016521,-8.23765,-1,EPI_ISL_2401093,Alpha,B.1.1.7,2021-05-06
9.526167,-24.111443,-1,EPI_ISL_2322651,Alpha,B.1.1.7,2021-05-06
12.136335,-5.9324093,-1,EPI_ISL_2990524,Alpha,B.1.1.7,2021-04
11.536806,-6.6872377,-1,EPI_ISL_1789133,Alpha,B.1.1.7,2021-04-13
6.2441473,-8.738527,-1,EPI_ISL_2260941,Alpha,B.1.1.7,2021-05-07
14.240564,-5.3305283,-1,EPI_ISL_2286403,Alpha,B.1.1.7,2021-04-29
9.479338,-24.072342,-1,EPI_ISL_3731357,Alpha,B.1.1.7,2021-08-12
5.6539135,-6.9146514,-1,EPI_ISL_1187810,Alpha,B.1.1.7,2021-02-27
23.766787,-8.440811,-1,EPI_ISL_14716217,Alpha,B.1.1.7,2021-04-10
20.215393,-10.244059,-1,EPI_ISL_2955402,Alpha,B.1.1.7,2021-07-05
17.716068,-13.975458,-1,EPI_ISL_2008854,Alpha,B.1.1.7,2021-04-21
32.595184,-15.710379,-1,EPI_ISL_1753685,Alpha,B.1.1.7,2021-04-19
0.3326378,11.659689,-1,EPI_ISL_3795390,Alpha,B.1.1.7,2021-06-19
32.626335,-15.663567,-1,EPI_ISL_2046212,Alpha,B.1.1.7,2021-04-28
11.658356,-21.887558,-1,EPI_ISL_2230112,Alpha,B.1.1.7,2021-04-30
9.36998,-24.306808,-1,EPI_ISL_2377873,Alpha,B.1.1.7,2021-05-12
17.544025,-14.139467,-1,EPI_ISL_2176582,Alpha,Q.1,2021-05-10
0.34816504,11.659617,-1,EPI_ISL_2104275,Alpha,B.1.1.7,2021-05-05
32.673374,-15.647907,-1,EPI_ISL_4348200,Alpha,B.1.1.7,2021-04-29
4.9308357,-6.7191987,-1,EPI_ISL_938791,Alpha,B.1.1.7,2021-01-25
32.60303,-15.7104,-1,EPI_ISL_2597638,Alpha,B.1.1.7,2021-04-28
0.35600185,11.66714,-1,EPI_ISL_1736697,Alpha,B.1.1.7,2021-04-05
23.930662,-8.245494,-1,EPI_ISL_1705814,Alpha,B.1.1.7,2021-04-10
-24.100685,-6.59157,-1,EPI_ISL_2597595,Alpha,B.1.1.7,2021-04-11
1.0719843,12.39986,-1,EPI_ISL_1526599,Alpha,B.1.1.7,2021-03-26
34.47278,-13.943905,-1,EPI_ISL_2724948,Alpha,B.1.1.7,2021-06
11.22389,6.746669,-1,EPI_ISL_1630950,Alpha,B.1.1.7,2021-04-09
10.725363,8.843719,-1,EPI_ISL_2002004,Alpha,B.1.1.7,2021-04-22
-2.5292287,11.4126625,-1,EPI_ISL_2771743,Alpha,B.1.1.7,2021-05-07
9.573155,-24.048988,-1,EPI_ISL_2657541,Alpha,B.1.1.7,2021-05-09
-0.9567642,10.167995,-1,EPI_ISL_2616473,Alpha,B.1.1.7,2021-04-23
-24.10859,-6.6072397,-1,EPI_ISL_14590074,Alpha,B.1.1.7,2021-04-19
15.640045,-8.521678,-1,EPI_ISL_2567190,Alpha,B.1.1.7,2021-05-13
17.715885,-13.967331,-1,EPI_ISL_1730425,Alpha,B.1.1.7,2021-04-15
2.1748028,-2.4765902,-1,EPI_ISL_3152426,Alpha,B.1.1.7,2021-06-10
32.61876,-15.702469,-1,EPI_ISL_2467910,Alpha,B.1.1.7,2021-02-28
32.603207,-15.726007,-1,EPI_ISL_2604356,Alpha,B.1.1.7,2021-02-25
9.510693,-24.142767,-1,EPI_ISL_1850994,Alpha,B.1.1.7,2021-04-19
9.510848,-24.142578,-1,EPI_ISL_2388085,Alpha,B.1.1.7,2021-05-20
1.0717077,12.384472,-1,EPI_ISL_1277424,Alpha,B.1.1.7,2021-02-19
4.821457,-6.68007,-1,EPI_ISL_2798993,Alpha,B.1.1.7,2021-05-24
11.646034,-6.6166916,-1,EPI_ISL_1834655,Alpha,B.1.1.7,2021-04-05
-23.722458,-6.155499,-1,EPI_ISL_2557103,Alpha,B.1.1.7,2021-05-22
-24.053904,-6.5446634,-1,EPI_ISL_17534340,Alpha,B.1.1.7,2021-03-20
-0.96453094,10.160166,-1,EPI_ISL_2482823,Alpha,B.1.1.7,2021-05-24
32.59541,-15.710356,-1,EPI_ISL_3014510,Alpha,B.1.1,2021-05-12
14.185936,-5.3851566,-1,EPI_ISL_9954535,Alpha,B.1.1.7,2021-05-06
10.938773,-22.669472,-1,EPI_ISL_2085800,Alpha,B.1.1.7,2021-04-04
9.541916,-24.127102,-1,EPI_ISL_3301132,Alpha,B.1.1.7,2021-07-20
9.526219,-24.103815,-1,EPI_ISL_1674418,Alpha,B.1.1.7,2021-01-31
4.378443,-8.106997,-1,EPI_ISL_1468117,Alpha,B.1.1.7,2021-03-22
9.49501,-24.166292,-1,EPI_ISL_2085739,Alpha,B.1.1.7,2021-03-22
32.462467,-15.843134,-1,EPI_ISL_2658841,Alpha,B.1.177.86,2021-04-22
