UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
15.139328,16.047081,0,EPI_ISL_1189016,Alpha,B.1.1.7,2021-02-26
14.95961,16.351318,0,EPI_ISL_963648,Alpha,B.1.1.7,2021-01-28
15.186264,17.140724,0,EPI_ISL_1568736,Alpha,B.1.1.7,2021-03-22
14.991089,16.515518,0,EPI_ISL_1236778,Alpha,B.1.1.7,2021-02-23
15.022217,16.921844,0,EPI_ISL_1727440,Alpha,B.1.1.7,2021-04-16
15.944061,16.672127,0,EPI_ISL_2361986,Alpha,B.1.1.7,2021-05-22
15.373886,16.484238,0,EPI_ISL_1050139,Alpha,B.1.1.7,2021-02-08
15.60817,16.43763,0,EPI_ISL_2239526,Alpha,B.1.1.7,2021-05-02
15.811577,16.499985,0,EPI_ISL_2650498,Alpha,B.1.1.7,2021-01-21
15.037857,17.172005,0,EPI_ISL_1382350,Alpha,B.1.1.7,2021-03-13
15.693939,17.171814,0,EPI_ISL_1247703,Alpha,B.1.1.7,2021-02-19
16.241058,16.468842,0,EPI_ISL_8103089,Alpha,B.1.1.7,2021-07-19
14.951889,16.945236,0,EPI_ISL_2980274,Alpha,B.1.1.7,2021-06-29
15.225533,17.382843,0,EPI_ISL_1960466,Alpha,B.1.1.7,2021-04-18
15.944153,16.734268,0,EPI_ISL_1804895,Alpha,B.1.1.7,2021-04-14
15.568939,16.195251,0,EPI_ISL_1244127,Alpha,B.1.1.7,2021-03-01
15.287842,16.898254,0,EPI_ISL_1988631,Alpha,B.1.1.7,2021-04
15.756775,16.742203,0,EPI_ISL_2779017,Alpha,B.1.1.7,2021-06-03
16.116013,16.976395,0,EPI_ISL_1926885,Alpha,B.1.1.7,2021-04-09
15.303467,17.47667,0,EPI_ISL_8886245,Alpha,B.1.1.7,2021-03-01
15.209763,16.132736,0,EPI_ISL_3046492,Alpha,B.1.1.7,2021-05-24
15.75679,16.531296,0,EPI_ISL_1863976,Alpha,B.1.1.7,2021-04-19
15.170502,16.656265,0,EPI_ISL_1245660,Alpha,B.1.1.7,2021-03-03
15.600403,16.273346,0,EPI_ISL_1449831,Alpha,B.1.1.7,2021-03-02
14.983307,17.257927,0,EPI_ISL_1300190,Alpha,B.1.1.7,2021-03-09
15.108032,16.648392,0,EPI_ISL_2669917,Alpha,B.1.1.7,2021-05-24
15.491028,16.695114,0,EPI_ISL_2178437,Alpha,B.1.1.7,2021-04-13
16.01416,16.468903,0,EPI_ISL_2557914,Alpha,B.1.1.7,2021-05-26
14.873934,16.336004,0,EPI_ISL_3144401,Alpha,B.1.1.7,2021-03-10
14.936195,17.023506,0,EPI_ISL_2647665,Alpha,B.1.1.7,2021-05-26
15.319206,16.843872,0,EPI_ISL_1531043,Alpha,B.1.1.7,2021-03-15
15.139336,16.554647,0,EPI_ISL_2805379,Alpha,B.1.1.7,2021-06-27
14.756458,16.375086,0,EPI_ISL_2343646,Alpha,B.1.1.7,2021-03-20
15.217566,17.117153,0,EPI_ISL_1580900,Alpha,B.1.1.7,2021-03-29
15.147242,16.742138,0,EPI_ISL_1489717,Alpha,B.1.1.7,2021-03-22
15.037952,16.492046,0,EPI_ISL_2098053,Alpha,B.1.1.7,2021-04-24
14.741022,16.218643,0,EPI_ISL_1595360,Alpha,B.1.1.7,2021-03-30
15.029871,17.086061,0,EPI_ISL_1522002,Alpha,B.1.1.7,2021-03-26
15.764484,17.046965,0,EPI_ISL_1329593,Alpha,B.1.1.7,2021-03-12
15.147177,16.68752,0,EPI_ISL_2192097,Alpha,B.1.1.7,2021-04-19
15.530134,16.882856,0,EPI_ISL_4149401,Alpha,B.1.1.7,2021-08-17
15.615902,17.12493,0,EPI_ISL_2302771,Alpha,B.1.1.7,2021-05-04
15.803715,17.015522,0,EPI_ISL_2107516,Alpha,B.1.1.7,2021-04-09
15.139505,16.54683,0,EPI_ISL_2214895,Alpha,B.1.1.7,2021-05-08
15.287954,17.289131,0,EPI_ISL_2370444,Alpha,B.1.1.7,2021-05-03
15.108021,16.632702,0,EPI_ISL_2159888,Alpha,B.1.1.7,2021-04-30
15.194046,16.812513,0,EPI_ISL_1742932,Alpha,B.1.1.7,2021-03
14.725376,16.87495,0,EPI_ISL_1521174,Alpha,B.1.1.7,2021-03-22
14.717714,16.835976,0,EPI_ISL_2134665,Alpha,B.1.1.7,2021-04-17
14.920704,17.226612,0,EPI_ISL_2129967,Alpha,B.1.1.7,2021-05-03
14.709646,16.390736,0,EPI_ISL_1788533,Alpha,Q.1,2021-04-13
14.998795,16.921963,0,EPI_ISL_2532463,Alpha,Q.4,2021-05-25
15.717421,17.093822,0,EPI_ISL_1051768,Alpha,B.1.1.7,2021-02-02
15.998865,16.29689,0,EPI_ISL_1861132,Alpha,B.1.1.7,2021-03-01
15.40522,15.906334,0,EPI_ISL_1522608,Alpha,B.1.1.7,2021-03-16
14.842585,17.375084,0,EPI_ISL_1645103,Alpha,B.1.1.7,2021-04-06
15.491035,16.187418,0,EPI_ISL_1379378,Alpha,B.1.1.7,2021-02-22
15.030113,17.195282,0,EPI_ISL_2094800,Alpha,B.1.1.7,2021-03-12
15.647352,16.632927,0,EPI_ISL_3205521,Alpha,B.1.1.7,2021-07-13
15.538021,16.265556,0,EPI_ISL_1753570,Alpha,B.1.1.7,2021-04-02
14.131584,15.085943,0,EPI_ISL_3115198,Alpha,B.1.1.7,2021-07-12
15.889523,17.093662,0,EPI_ISL_2444929,Alpha,B.1.1.7,2021-05-20
15.147303,16.085747,0,EPI_ISL_2110546,Alpha,B.1.1.7,2021-04-12
15.014589,16.929787,0,EPI_ISL_1255640,Alpha,B.1.1.7,2021-03-06
14.647202,16.960888,0,EPI_ISL_2277748,Alpha,B.1.1.7,2021-04-28
15.655079,16.359331,0,EPI_ISL_875068,Alpha,B.1.1.7,2021-01-07
15.303518,16.765657,0,EPI_ISL_2228470,Alpha,B.1.1.7,2021-05-10
14.905033,16.195295,0,EPI_ISL_2390439,Alpha,B.1.1.7,2021-04-24
15.983221,16.726358,0,EPI_ISL_3155453,Alpha,B.1.1.7,2021-07-04
15.006676,16.45321,0,EPI_ISL_2361552,Alpha,B.1.1.7,2021-05-17
15.873873,16.679768,0,EPI_ISL_2181413,Alpha,B.1.1.7,2021-05-11
15.287807,17.28124,0,EPI_ISL_2266316,Alpha,B.1.1.7,2021-05-14
15.912825,16.421902,0,EPI_ISL_1788259,Alpha,B.1.1.7,2021-04-07
15.225334,15.976526,0,EPI_ISL_867158,Alpha,B.1.1.7,2020-12-31
14.553381,16.398392,0,EPI_ISL_1239373,Alpha,B.1.1.7,2021-02-27
15.358273,17.320337,0,EPI_ISL_2399398,Alpha,B.1.1.7,2021-05-22
14.842684,17.265533,0,EPI_ISL_1488150,Alpha,B.1.1.7,2021-03-24
15.592697,17.460907,0,EPI_ISL_2612295,Alpha,B.1.1.7,2021-05-28
15.100285,17.023466,0,EPI_ISL_4688273,Alpha,B.1.1.7,2021-07-09
15.147018,15.953241,0,EPI_ISL_957688,Alpha,B.1.1.7,2021-01-29
15.069046,16.51558,0,EPI_ISL_2619329,Alpha,B.1.1.7,2021-05-25
15.702,16.4609,0,EPI_ISL_12916331,Alpha,B.1.1.7,2021-05-27
14.998699,16.593683,0,EPI_ISL_1360201,Alpha,B.1.1.7,2021-02-24
15.162825,16.679749,0,EPI_ISL_2789272,Alpha,B.1.1.7,2021-06-16
15.6238785,17.351505,0,EPI_ISL_4381302,Alpha,B.1.1.7,2021-04-24
15.748762,16.750084,0,EPI_ISL_2097396,Alpha,B.1.1.7,2021-04-26
15.467646,16.867088,0,EPI_ISL_1558724,Alpha,B.1.1.7,2021-03
14.733356,16.289057,0,EPI_ISL_1920234,Alpha,B.1.1.7,2021-04-20
14.686199,16.656115,0,EPI_ISL_1746634,Alpha,B.1.1.7,2021-04-08
15.897404,16.523335,0,EPI_ISL_1552680,Alpha,B.1.1.7,2021-03-22
15.475506,16.257784,0,EPI_ISL_1238626,Alpha,B.1.1.7,2021-02-03
15.342518,16.390646,0,EPI_ISL_8102506,Alpha,B.1.1.7,2021-07-14
14.412834,14.070311,0,EPI_ISL_1657451,Alpha,B.1.1.7,2021-04-06
14.834614,16.570263,0,EPI_ISL_6687550,Alpha,B.1.1.7,2021-07-11
15.72541,16.367256,0,EPI_ISL_5537020,Alpha,B.1.1.7,2021-06-30
14.905027,16.039188,0,EPI_ISL_1808391,Alpha,B.1.1.7,2021-03-03
15.475447,16.898478,0,EPI_ISL_2252419,Alpha,B.1.1.7,2021-05
14.928377,16.27354,0,EPI_ISL_1761012,Alpha,B.1.1.7,2021-03-05
14.740887,16.953072,0,EPI_ISL_1188208,Alpha,B.1.1.7,2021-02-26
14.85047,16.929668,0,EPI_ISL_2177162,Alpha,B.1.1.7,2021-05-10
15.865978,16.71096,0,EPI_ISL_2490179,Alpha,B.1.1.7,2021-04-26
15.60026,16.117088,0,EPI_ISL_1207630,Alpha,B.1.1.7,2021-02-26
15.709776,16.906046,0,EPI_ISL_1057636,Alpha,B.1.1.7,2021-02-07
15.639332,17.203236,0,EPI_ISL_1218367,Alpha,B.1.1.7,2021-02-27
15.944063,16.35933,0,EPI_ISL_1189743,Alpha,B.1.1.7,2021-02-25
15.405048,16.890621,0,EPI_ISL_2101906,Alpha,B.1.1.7,2021-04-12
15.842674,16.250118,0,EPI_ISL_4363234,Alpha,B.1.1.7,2021-04-24
15.32704,16.913908,0,EPI_ISL_2532762,Alpha,B.1.1.7,2021-06-04
14.826952,16.945333,0,EPI_ISL_2161276,Alpha,B.1.1.7,2021-04-14
15.170704,16.671839,0,EPI_ISL_1493342,Alpha,B.1.1.7,2021-03-22
15.6160755,16.601501,0,EPI_ISL_2416827,Alpha,B.1.1.7,2021-05-04
14.67045,16.062363,0,EPI_ISL_1624962,Alpha,B.1.1.7,2021-03-31
14.655024,16.874962,0,EPI_ISL_1722371,Alpha,B.1.1.7,2021-04-19
15.194395,17.07027,0,EPI_ISL_2455982,Alpha,B.1.1.7,2021-05-17
15.491138,16.523464,0,EPI_ISL_2215491,Alpha,B.1.1.7,2021-03-08
15.787638,16.570337,0,EPI_ISL_1260901,Alpha,B.1.1.7,2021-01-09
15.7567005,16.828056,0,EPI_ISL_15675693,Alpha,B.1.1.7,2021-06-17
15.037758,17.023518,0,EPI_ISL_1247174,Alpha,B.1.1.7,2021-02-22
14.741169,16.281195,0,EPI_ISL_1902727,Alpha,B.1.1.7,2021-04-14
15.584734,16.601553,0,EPI_ISL_2626534,Alpha,B.1.1.7,2021-04-01
15.592579,17.218761,0,EPI_ISL_2413904,Alpha,B.1.1.7,2021-05-03
15.576912,16.890675,0,EPI_ISL_1217277,Alpha,B.1.1.7,2021-02-24
15.53797,16.601555,0,EPI_ISL_1569991,Alpha,B.1.1.7,2021-03-22
15.733015,16.992252,0,EPI_ISL_2036643,Alpha,B.1.1.7,2021-04-22
15.436375,16.679466,0,EPI_ISL_1876174,Alpha,B.1.1.7,2021-03-22
15.115936,17.03891,0,EPI_ISL_2033017,Alpha,B.1.1.7,2021-04-21
14.928354,17.28917,0,EPI_ISL_1497208,Alpha,B.1.1.7,2021-02-03
