t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
11.198939,4.892263,2,EPI_ISL_4026479,Alpha,B.1.1.7,2021-02-14
3.2794256,9.3721895,2,EPI_ISL_1257407,Alpha,B.1.1.7,2021-03-05
11.197934,4.891893,2,EPI_ISL_1481060,Alpha,B.1.1.7,2021-03-09
3.2794206,9.372197,2,EPI_ISL_1528242,Alpha,B.1.1.7,2021-03-25
4.70725,1.6752454,2,EPI_ISL_3164407,Alpha,B.1.1.7,2021-07-05
3.279422,9.37219,2,EPI_ISL_4505536,Alpha,B.1.1.7,2021-07-23
4.6940274,1.6756885,2,EPI_ISL_3186329,Alpha,B.1.1.7,2021-07-19
3.2794237,9.372189,2,EPI_ISL_12425719,Alpha,B.1.1.7,2021-05-13
3.4631224,9.244709,2,EPI_ISL_2984601,Alpha,B.1,2021-06-16
4.6912045,1.671916,2,EPI_ISL_3545753,Alpha,B.1.1.7,2021-07-21
11.198712,4.8922296,2,EPI_ISL_4377973,Alpha,B.1.1.7,2021-05-20
3.278737,9.37267,2,EPI_ISL_2981362,Alpha,B.1.1.7,2021-06-11
3.4635148,9.2446995,2,EPI_ISL_3957884,Alpha,B.1.1.7,2021-08
4.7094016,1.6818389,2,EPI_ISL_3164393,Alpha,B.1.1.7,2021-07-01
4.690124,1.6743529,2,EPI_ISL_2894562,Alpha,B.1.1.7,2021-06-05
3.4632049,9.244551,2,EPI_ISL_2984545,Alpha,B.1.1.7,2021-06-14
3.2794235,9.372183,2,EPI_ISL_1741658,Alpha,B.1.1.7,2021-04-15
3.4632366,9.244624,2,EPI_ISL_3186454,Alpha,B.1.1.7,2021-07-19
4.6783996,1.6660469,2,EPI_ISL_6720837,Alpha,AY.44,2021-11-07
3.2794201,9.372201,2,EPI_ISL_1616379,Alpha,B.1.1.7,2021-04-05
4.7044797,1.6780347,2,EPI_ISL_2981220,Alpha,B.1.1.7,2021-06-14
4.7082925,1.6760782,2,EPI_ISL_5095158,Alpha,B.1.1.7,2021-06-04
3.4632123,9.24454,2,EPI_ISL_3063290,Alpha,B.1.1.50,2021-07-13
4.6787276,1.6694711,2,EPI_ISL_3186302,Alpha,B.1.1.7,2021-07-19
11.198201,4.892196,2,EPI_ISL_2185199,Alpha,B.1.1.7,2021-05-06
3.2793446,9.37232,2,EPI_ISL_1647662,Alpha,B.1.1.7,2021-04-03
