t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
4.173895,-23.332039,1,EPI_ISL_2433144,Alpha,B.1.1.7,2021-05
4.2522054,-23.653353,1,EPI_ISL_1268709,Alpha,B.1.1.7,2021-02-19
4.252051,-23.65332,1,EPI_ISL_1257335,Alpha,B.1.1.7,2021-02-22
4.2520504,-23.65332,1,EPI_ISL_2656008,Alpha,B.1.1.7,2021-04-21
18.199938,15.09051,1,EPI_ISL_11575458,Delta,AY.122,2022-03-14
17.780897,15.108915,1,EPI_ISL_8289545,Delta,AY.44,2021-12-19
18.532972,14.4593935,1,EPI_ISL_11575478,Delta,AY.122,2022-03-14
21.309898,-9.248953,1,EPI_ISL_9021893,Delta,AY.1,2022-01
17.96057,15.161476,1,EPI_ISL_8310980,Delta,AY.47,2021-12-19
18.789839,-22.594545,1,EPI_ISL_11814003,Delta,AY.127,2022-03-11
25.61917,9.003859,1,EPI_ISL_16365327,Omicron,BQ.1,2022-12-18
28.808683,-4.387163,1,EPI_ISL_16995213,Omicron,BA.2.3.20,2022-10-26
18.136786,19.220224,1,EPI_ISL_15441824,Omicron,BA.5.2.10,2022-07-12
28.296137,-2.0468283,1,EPI_ISL_13095286,Omicron,Unassigned,2022-05-16
4.276103,-24.365858,1,EPI_ISL_16120796,Omicron,BN.1.5,2022-11-28
28.808687,-4.3871665,1,EPI_ISL_16995375,Omicron,CM.11,2022-11-04
27.481674,-2.2544546,1,EPI_ISL_10938725,Omicron,BA.2.9,2022-03-06
9.616792,-26.479103,1,EPI_ISL_15836628,Omicron,CH.1.1.3,2022-11-13
24.192774,-10.445888,1,EPI_ISL_12117958,Omicron,BA.1.1,2022-03-29
0.5651637,-27.28945,1,EPI_ISL_16712982,Omicron,XBB.1.5.31,2023-01-15
18.039927,-10.880654,1,EPI_ISL_8817484,Omicron,BA.1,2022-01-07
18.137337,19.22247,1,EPI_ISL_15670934,Omicron,BA.5.2,2022-11-01
18.035131,-10.881225,1,EPI_ISL_10841450,Omicron,BA.1.20,2022-02-22
22.21083,-23.04294,1,EPI_ISL_16329121,Omicron,BF.7,2022-12-05
9.620204,-26.48358,1,EPI_ISL_17014809,Omicron,BR.2.1,2023-01-06
