UMAP 1,UMAP 2,Cluster,Seq ID,Variant,Pango lineage,Collection date
-3.521803,-18.890749,2,EPI_ISL_1986348,Alpha,B.1.1.7,2021-04-28
-21.596897,-8.236126,2,EPI_ISL_4026479,Alpha,B.1.1.7,2021-02-14
-8.564687,-3.6129746,2,EPI_ISL_1257407,Alpha,B.1.1.7,2021-03-05
-21.401897,-7.892277,2,EPI_ISL_1481060,Alpha,B.1.1.7,2021-03-09
-8.822614,-3.269322,2,EPI_ISL_1528242,Alpha,B.1.1.7,2021-03-25
-25.454617,-23.606203,2,EPI_ISL_3164407,Alpha,B.1.1.7,2021-07-05
-8.78352,-3.2456427,2,EPI_ISL_4505536,Alpha,B.1.1.7,2021-07-23
-3.8969812,-18.211178,2,EPI_ISL_2773336,Alpha,B.1.1.7,2021-05-07
-4.0763197,-18.961082,2,EPI_ISL_1922049,Alpha,B.1.1.7,2021-03-30
-3.8192053,-18.39085,2,EPI_ISL_1422066,Alpha,B.1.1.7,2021-02-24
-25.853085,-23.54398,2,EPI_ISL_3186329,Alpha,B.1.1.7,2021-07-19
-8.502227,-3.3083425,2,EPI_ISL_12425719,Alpha,B.1.1.7,2021-05-13
-7.6989765,-12.505228,2,EPI_ISL_2984601,Alpha,B.1,2021-06-16
-3.7249007,-18.507944,2,EPI_ISL_1219587,Alpha,B.1.1.7,2021-02-23
-25.438873,-24.309387,2,EPI_ISL_3545753,Alpha,B.1.1.7,2021-07-21
-4.037251,-18.78163,2,EPI_ISL_1570796,Alpha,B.1.1.7,2021-03-29
-21.909504,-7.947006,2,EPI_ISL_4377973,Alpha,B.1.1.7,2021-05-20
-3.4278755,-18.523615,2,EPI_ISL_8504590,Alpha,B.1.1.7,2021-05-06
-3.6698766,-18.875202,2,EPI_ISL_2125329,Alpha,B.1.1.7,2021-04-24
-8.564911,-3.347355,2,EPI_ISL_2981362,Alpha,B.1.1.7,2021-06-11
-7.7692127,-11.716503,2,EPI_ISL_3957884,Alpha,B.1.1.7,2021-08
-24.563808,-22.817036,2,EPI_ISL_3164393,Alpha,B.1.1.7,2021-07-01
-3.8107948,-18.35948,2,EPI_ISL_2626002,Alpha,B.1.1.7,2021-05-11
-3.435625,-18.515776,2,EPI_ISL_2637921,Alpha,B.1.1.7,2021-06-07
-3.3108149,-18.359879,2,EPI_ISL_1549193,Alpha,B.1.1.7,2021-03-15
-25.204338,-25.129791,2,EPI_ISL_2894562,Alpha,B.1.1.7,2021-06-05
-8.136643,-11.817852,2,EPI_ISL_2984545,Alpha,B.1.1.7,2021-06-14
-3.490594,-18.594053,2,EPI_ISL_3505801,Alpha,B.1.1.7,2021-07-01
-8.736792,-3.2068157,2,EPI_ISL_1741658,Alpha,B.1.1.7,2021-04-15
-3.6544228,-18.47679,2,EPI_ISL_2773269,Alpha,B.1.1.7,2021-05-05
-8.066139,-12.364723,2,EPI_ISL_3186454,Alpha,B.1.1.7,2021-07-19
-8.732948,-9.321562,2,EPI_ISL_1963762,Alpha,B.1.1.7,2021-04-17
-25.673306,-23.051456,2,EPI_ISL_6720837,Alpha,AY.44,2021-11-07
-3.4435744,-18.507887,2,EPI_ISL_2121295,Alpha,B.1.1.7,2021-04-29
-8.596266,-3.495809,2,EPI_ISL_1616379,Alpha,B.1.1.7,2021-04-05
-25.813965,-23.864105,2,EPI_ISL_2981220,Alpha,B.1.1.7,2021-06-14
-3.5919456,-18.859749,2,EPI_ISL_851288,Alpha,B.1.1.7,2021-01-08
-24.845276,-22.957893,2,EPI_ISL_5095158,Alpha,B.1.1.7,2021-06-04
-3.8029375,-18.828297,2,EPI_ISL_4124309,Alpha,B.1.1.7,2021-06-20
-3.5920258,-18.93769,2,EPI_ISL_1993903,Alpha,B.1.1.7,2021-04-15
