t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage
15.553744842317066,10.345704157023508,1,EPI_ISL_16604644,Omicron, DY.1
15.129679816318175,10.013283606030269,1,EPI_ISL_14904955,Omicron, BA.5.5
14.75898014413112,10.900569054456795,1,EPI_ISL_14057608,Omicron, BA.4.1
14.758980144130776,10.900569054456412,1,EPI_ISL_14905668,Omicron, BE.3
14.75898014412585,10.900569054460027,1,EPI_ISL_14903173,Omicron, BF.5
14.75896286157766,10.900581855617675,1,EPI_ISL_14904412,Omicron, BA.5.5
14.758988913084945,10.900562431880834,1,EPI_ISL_13311753,Omicron, BE.1
14.759256116898134,10.900986243391007,1,EPI_ISL_14905812,Omicron, BA.5.5
14.758988913085513,10.900562431880378,1,EPI_ISL_13426791,Omicron, BF.5
14.758988886711245,10.900562130466698,1,EPI_ISL_15291953,Omicron, BA.5.2
14.759278945073834,10.900969249782708,1,EPI_ISL_14903337,Omicron, BA.5.1.1
14.758962618188862,10.900581522813793,1,EPI_ISL_13432766,Omicron, BA.5.5
14.758980144130739,10.900569054456401,1,EPI_ISL_14903313,Omicron, BA.5.1.10
14.758980144132488,10.900569054455197,1,EPI_ISL_13432248,Omicron, BA.5.1
14.759369401830172,10.901022072813106,1,EPI_ISL_14905941,Omicron, BF.26
14.758985123221217,10.900565253203174,1,EPI_ISL_13313141,Omicron, BA.5.3
14.759369401830345,10.901022072813028,1,EPI_ISL_13432301,Omicron, BA.4.1
14.758962861576595,10.900581855619604,1,EPI_ISL_14902155,Omicron, BA.5.2.31
14.75897927034937,10.90056968855902,1,EPI_ISL_16624235,Omicron, BE.1
14.759236260055914,10.901030509409654,1,EPI_ISL_13440092,Omicron, BA.5.5
14.752331796108454,10.89739391163864,1,EPI_ISL_14903521,Omicron, BA.5.5
14.759363640597355,10.901054805502786,1,EPI_ISL_14894235,Omicron, Unassigned
14.75897867755799,10.900598708837633,1,EPI_ISL_13157014,Omicron, BA.4.4
14.759236260050589,10.901030509414404,1,EPI_ISL_14908582,Omicron, BA.5.2.20
14.759364830981426,10.901053869724652,1,EPI_ISL_14911429,Omicron, BA.5.5.2
14.759364830978667,10.90105386972645,1,EPI_ISL_14906829,Omicron, BA.5.2
14.759236260057174,10.90103050940484,1,EPI_ISL_14909265,Omicron, BA.5.2
14.759236260054013,10.90103050941123,1,EPI_ISL_13441992,Omicron, BA.4
14.759236260051853,10.9010305094136,1,EPI_ISL_14907638,Omicron, BA.4.4
14.75898916962303,10.900591026994526,1,EPI_ISL_14909598,Omicron, BA.5.1.1
14.758953046339437,10.900619037732083,1,EPI_ISL_13446846,Omicron, BA.5.1
14.759297519969765,10.901105339575546,1,EPI_ISL_13446935,Omicron, BA.5.1
14.75898888343826,10.900619623294496,1,EPI_ISL_15292147,Omicron, BA.5.2
14.759297519986642,10.901105339594443,1,EPI_ISL_15292163,Omicron, BA.5.1
14.759238163437853,10.901056401677462,1,EPI_ISL_14916287,Omicron, BA.5.2
14.758987241481714,10.900620640436152,1,EPI_ISL_13452093,Omicron, BA.4.2
14.759297519980759,10.901105339599022,1,EPI_ISL_13461487,Omicron, BF.5
14.75926124928697,10.90111593552835,1,EPI_ISL_16637406,Omicron, BA.5.2
14.758969410677386,10.90063387937468,1,EPI_ISL_13460777,Omicron, BE.1
14.758969410677297,10.900633879374537,1,EPI_ISL_13466167,Omicron, BA.5.2
14.759261249285267,10.901115935530186,1,EPI_ISL_13466135,Omicron, BA.5.1.3
14.759261249277428,10.901115935537087,1,EPI_ISL_14912106,Omicron, BA.5.2.1
14.758969556250314,10.900636648576276,1,EPI_ISL_13470598,Omicron, BA.5.1
14.759277755478399,10.901122599063736,1,EPI_ISL_14915318,Omicron, BA.5.2.26
14.758931533804517,10.900667828607284,1,EPI_ISL_14914197,Omicron, BA.5.6
14.759187370930702,10.901179584835933,1,EPI_ISL_14913680,Omicron, BA.5.2
14.754786153682554,10.903882113783764,1,EPI_ISL_14917362,Omicron, BA.5.1.22
14.75705511113797,10.8998907156568,1,EPI_ISL_14893407,Omicron, Unassigned
14.757065998149546,10.899889770370484,1,EPI_ISL_14917750,Omicron, BA.5.2.28
14.756388364386444,10.900021254582212,1,EPI_ISL_13471141,Omicron, BF.5
14.766545076923444,10.89947836724503,1,EPI_ISL_13469658,Omicron, BA.4.1
14.766558181468945,10.899476575450707,1,EPI_ISL_16640370,Omicron, BA.5.2
14.754766648711197,10.903870807670819,1,EPI_ISL_13483248,Omicron, BA.4.1
14.754773316524926,10.903878501806535,1,EPI_ISL_13491228,Omicron, BA.4.2
14.756910524685903,10.89991065068485,1,EPI_ISL_13491108,Omicron, BA.4.1
14.748917757820145,10.899002159446061,1,EPI_ISL_13491104,Omicron, BA.5.5
14.757065699056609,10.89988981866655,1,EPI_ISL_14920795,Omicron, BA.5.2.1
14.756865670754197,10.89992580361903,1,EPI_ISL_14918514,Omicron, BA.5.2.19
14.757065279779978,10.8998898948277,1,EPI_ISL_14922791,Omicron, BF.10
14.760059267276597,10.902984129424834,1,EPI_ISL_14919134,Omicron, BA.4
14.756919414604592,10.899909132940929,1,EPI_ISL_14920990,Omicron, BA.5.2.1
14.766496931446534,10.899484877740239,1,EPI_ISL_14927625,Omicron, BA.5.2
14.754783637260248,10.90387930510295,1,EPI_ISL_17328848,Omicron, BF.8
14.757042768486608,10.899886542232768,1,EPI_ISL_15915881,Omicron, Unassigned
14.757065998138236,10.899889770371542,1,EPI_ISL_13497538,Omicron, BA.5.5
14.756969301451793,10.899899951936872,1,EPI_ISL_13501906,Omicron, BF.10
14.756626589304908,10.899970109845448,1,EPI_ISL_13500859,Omicron, BA.5.1.4
14.756970053858543,10.899899814779035,1,EPI_ISL_13499397,Omicron, BA.5.1.10
14.756749079637743,10.899945704098718,1,EPI_ISL_13499216,Omicron, BF.6
14.756970053861451,10.89989981478892,1,EPI_ISL_13499787,Omicron, BA.4.4
14.756388364368785,10.900021254584901,1,EPI_ISL_13503558,Omicron, BA.5.1.1
14.756295524848754,10.901255004857374,1,EPI_ISL_16636083,Omicron, BA.5.2.49
14.748937261550738,10.89899721742129,1,EPI_ISL_13505815,Omicron, BA.5.2.1
14.756910524688026,10.899910650684424,1,EPI_ISL_14929080,Omicron, BA.5.5.2
14.74884237662302,10.899021228170355,1,EPI_ISL_13504860,Omicron, BA.5.2.1
14.756939884753253,10.899913757733486,1,EPI_ISL_13506453,Omicron, BA.4.1
14.754766648711517,10.90387080767094,1,EPI_ISL_13506455,Omicron, BA.5.6
14.757049836768642,10.899892407729416,1,EPI_ISL_13512464,Omicron, BA.4.1
14.756970053878028,10.899899814797289,1,EPI_ISL_13516041,Omicron, BA.5.8
14.756749079639311,10.899945704098572,1,EPI_ISL_13516328,Omicron, BA.4.1
14.757074500880707,10.89988737115884,1,EPI_ISL_13514074,Omicron, BA.5.1
14.756626589295092,10.899970109847425,1,EPI_ISL_13514049,Omicron, BA.5.8
14.75691052468124,10.89991065068569,1,EPI_ISL_13521633,Omicron, BA.4.1
14.756970053897616,10.8998998147841,1,EPI_ISL_14928582,Omicron, BA.5.2
14.756910323617129,10.899910687858691,1,EPI_ISL_14928561,Omicron, BA.5.1.5
14.76649693145541,10.899484877735791,1,EPI_ISL_14930981,Omicron, BA.5.1
14.757062119834075,10.89989037551562,1,EPI_ISL_13519674,Omicron, BA.5
14.757074500889168,10.899887371157408,1,EPI_ISL_13525243,Omicron, BA.4.1
14.757065699060501,10.899889818665915,1,EPI_ISL_13525362,Omicron, BA.4.1
14.766558181465745,10.899476575450056,1,EPI_ISL_13525940,Omicron, BA.5.2.1
14.754783637258173,10.903879305102212,1,EPI_ISL_13528552,Omicron, BA.4.1
14.75704961966705,10.899892445892256,1,EPI_ISL_14484987,Omicron, BA.5.1
14.763036147294589,10.901393156870423,1,EPI_ISL_13530238,Omicron, BA.5.5
14.741195145068977,10.900041409159805,1,EPI_ISL_13531237,Omicron, BA.4
14.757085448076607,10.89988642746826,1,EPI_ISL_14936753,Omicron, BA.5.1
14.757067858368154,10.899888615873545,1,EPI_ISL_14936928,Omicron, BA.5.1.5
14.754770956190544,10.90387584443349,1,EPI_ISL_14936906,Omicron, BA.5.2
14.75697005387716,10.899899814796829,1,EPI_ISL_13535956,Omicron, BE.1
14.754763592870276,10.903867561290271,1,EPI_ISL_13543913,Omicron, BA.4.1
14.756388364386575,10.900021254582288,1,EPI_ISL_14936341,Omicron, BA.5.2.1
14.74119530953581,10.90004158393879,1,EPI_ISL_13539721,Omicron, BA.5.2
14.756919414601404,10.899909132940063,1,EPI_ISL_15916761,Omicron, BF.10
14.756749079640333,10.899945704098663,1,EPI_ISL_15916852,Omicron, BA.5.2.1
14.75706601509519,10.899889767421682,1,EPI_ISL_13548420,Omicron, BA.5.5
14.748873366011068,10.899013376410652,1,EPI_ISL_13547685,Omicron, BA.5.1.3
14.756749079637686,10.89994570409884,1,EPI_ISL_14940081,Omicron, BA.5.2.31
14.763036147294912,10.901393156870386,1,EPI_ISL_14941708,Omicron, BA.5.2.1
14.74119530953385,10.900041583934202,1,EPI_ISL_14941065,Omicron, BA.5.1
14.756403339597753,10.900023827198867,1,EPI_ISL_13559567,Omicron, BA.5.5
14.756970273535558,10.899905876854849,1,EPI_ISL_15117483,Omicron, BA.5.2.1
14.756851948512313,10.89993586015589,1,EPI_ISL_14950012,Omicron, BF.21
14.756368931458242,10.900030999356684,1,EPI_ISL_13560446,Omicron, BA.4.1
14.757075777921987,10.899893480949379,1,EPI_ISL_13564592,Omicron, BA.5.6
14.754810992582717,10.903932214897965,1,EPI_ISL_15492189,Omicron, BA.5.2
14.757045099568167,10.899899798990637,1,EPI_ISL_14486398,Omicron, BF.5
14.757039822607306,10.899893393434331,1,EPI_ISL_13567971,Omicron, BA.5.2.1
14.766346260069176,10.899514493199753,1,EPI_ISL_15492707,Omicron, BF.5
14.757044806272217,10.899899850708197,1,EPI_ISL_14947823,Omicron, BA.5.2.28
14.754810992580833,10.903932214895962,1,EPI_ISL_13568890,Omicron, BE.1.1.2
14.757032083328266,10.89990197949299,1,EPI_ISL_13568575,Omicron, BA.5.2.1
14.741184529798295,10.90005272096014,1,EPI_ISL_14945444,Omicron, BA.5.2
14.757075777886964,10.89989348095431,1,EPI_ISL_17330572,Omicron, BA.5.5
14.75636893145859,10.900030999356574,1,EPI_ISL_13570727,Omicron, BA.5.1
14.756969535048949,10.899908764072487,1,EPI_ISL_15163901,Omicron, BA.5.1
14.756842777767591,10.899941027508618,1,EPI_ISL_14820597,Omicron, Unassigned
14.756969535048936,10.899908764072496,1,EPI_ISL_13576955,Omicron, BE.1
14.756857321741897,10.899938256605676,1,EPI_ISL_13579400,Omicron, BA.5.5
14.741184637617964,10.900055101997472,1,EPI_ISL_13576985,Omicron, BA.5.8
14.757043224172662,10.89990288181384,1,EPI_ISL_12644727,Omicron, BA.5.3
14.75949051812206,10.903147043194371,1,EPI_ISL_13581433,Omicron, BA.4.1.1
14.757421382978986,10.900402132230523,1,EPI_ISL_14820275,Omicron, Unassigned
14.741197356279038,10.900107618537737,1,EPI_ISL_13581704,Omicron, BA.4
14.757033238652534,10.899944839466954,1,EPI_ISL_13580537,Omicron, BA.5.1
14.741190284668923,10.90008954499888,1,EPI_ISL_13584976,Omicron, BF.5
14.757083370365134,10.899943639171589,1,EPI_ISL_16330159,Omicron, BA.5.2
14.757017273985237,10.89994759301828,1,EPI_ISL_14930702,Omicron, BA.5.2.1
14.75710556365983,10.899942385324227,1,EPI_ISL_13605072,Omicron, BA.5.5
14.74119443241589,10.90011278462292,1,EPI_ISL_13604219,Omicron, BA.4
14.756941791706007,10.899965372134018,1,EPI_ISL_13605728,Omicron, BA.5.2.1
14.759944347575837,10.903107072484628,1,EPI_ISL_13604923,Omicron, BA.5.2.1
14.766620224811577,10.899798335898632,1,EPI_ISL_13604880,Omicron, BA.5.1
14.757053192221482,10.899955352977734,1,EPI_ISL_13610181,Omicron, BA.5.1
14.7567766042442,10.900003045058872,1,EPI_ISL_13610147,Omicron, BA.4.1
14.75700262315405,10.899956829752897,1,EPI_ISL_13612191,Omicron, BA.5.7
14.766620666843409,10.899801053661088,1,EPI_ISL_13612614,Omicron, BA.5.5
14.766287579840702,10.899529102750622,1,EPI_ISL_13611977,Omicron, BA.5.2.16
14.766625039255397,10.89979744350714,1,EPI_ISL_13621009,Omicron, BA.5.2.1
14.757029820552052,10.89995933274119,1,EPI_ISL_13617918,Omicron, BA.4
14.759923227304956,10.903121757051132,1,EPI_ISL_13620475,Omicron, BA.5.1
14.75702850120715,10.899959564052033,1,EPI_ISL_13620985,Omicron, BA.5.2
14.756702117789647,10.900017993229477,1,EPI_ISL_14974677,Omicron, BA.5.2
14.766609353103535,10.899803141076475,1,EPI_ISL_15496252,Omicron, BA.5
14.756835630147183,10.89999600775618,1,EPI_ISL_15919553,Omicron, BA.5.2.3
14.74119209801117,10.90011537403878,1,EPI_ISL_14980290,Omicron, BA.5.1
14.748846200673581,10.89904960779794,1,EPI_ISL_13624803,Omicron, BA.5.2.1
14.748846200669187,10.899049607799144,1,EPI_ISL_15919914,Omicron, BA.5.2
14.748846200698859,10.899049607790758,1,EPI_ISL_15919921,Omicron, BA.5.2
14.756836913000004,10.900042644094475,1,EPI_ISL_13625649,Omicron, BA.5.1
14.756906267983798,10.90002850359739,1,EPI_ISL_14983893,Omicron, BF.10
14.766477699995761,10.899555106391777,1,EPI_ISL_15496936,Omicron, BA.5.1.15
14.766265120790303,10.899585912424286,1,EPI_ISL_15919801,Omicron, BA.5.2
14.766264192774242,10.899586612531643,1,EPI_ISL_13634314,Omicron, BA.4
14.766453536167068,10.89989684292625,1,EPI_ISL_14983685,Omicron, BA.5.2.22
14.762823448444255,10.90098569681584,1,EPI_ISL_13636680,Omicron, BA.5.2.27
14.756708469878532,10.900064424289472,1,EPI_ISL_15259784,Omicron, BA.4.1
14.766351278933607,10.899573440040522,1,EPI_ISL_14983585,Omicron, BA.5.2.1
14.764222447453232,10.899895532630438,1,EPI_ISL_13641573,Omicron, BA.5.5
14.748846200659566,10.899049607801787,1,EPI_ISL_13642069,Omicron, BA.5.5
14.764222447441162,10.899895532633618,1,EPI_ISL_13640051,Omicron, BA.5.2
14.748846200711379,10.89904960778724,1,EPI_ISL_13638591,Omicron, BA.4.1
14.748846200687236,10.89904960779404,1,EPI_ISL_16055321,Omicron, BA.5.2
14.764226517370325,10.899894628705633,1,EPI_ISL_13639901,Omicron, BE.1
14.764222447452122,10.899895532630739,1,EPI_ISL_13639718,Omicron, BF.10
14.741206160202376,10.900170124435183,1,EPI_ISL_15919322,Omicron, BE.1
14.766477699994088,10.899555106392953,1,EPI_ISL_13645937,Omicron, BA.5.5
14.746833511052538,10.900105216579675,1,EPI_ISL_13646458,Omicron, BA.5.2.1
14.764224932143346,10.89989498034781,1,EPI_ISL_13645438,Omicron, BA.5.2.1
14.76422058894389,10.89989594952131,1,EPI_ISL_13647285,Omicron, BA.4.1
14.764221032654675,10.89989584644364,1,EPI_ISL_13647341,Omicron, BA.5.5
14.741206363430285,10.900170551916391,1,EPI_ISL_13292331,Omicron, BA.5.1.9
14.766630344290308,10.89985926465441,1,EPI_ISL_15000005,Omicron, BF.4
14.76642480276494,10.899562782750005,1,EPI_ISL_13644073,Omicron, BF.10
14.756906267992052,10.900028503600437,1,EPI_ISL_13183432,Omicron, BA.4.1
14.764226517370238,10.899894628705573,1,EPI_ISL_15001995,Omicron, BA.5.1
14.748846200663056,10.899049607800848,1,EPI_ISL_14997817,Omicron, BE.1.3
14.766615023401044,10.899862110440187,1,EPI_ISL_15919504,Omicron, BA.5.6
