t-SNE component 1,t-SNE component 2,Cluster,Seq ID,Variant,Pango lineage
0.7814637408696927,-12.31686708605445,2,EPI_ISL_15253856,Omicron, BA.2
0.7858065423239852,-12.317095479870735,2,EPI_ISL_12569900,Omicron, BA.2.3
0.7858467053885569,-12.316841141651807,2,EPI_ISL_12882261,Omicron, BA.2.36
0.7858176603657805,-12.317190958702623,2,EPI_ISL_13167063,Omicron, Unassigned
0.7858458833416774,-12.316848469662164,2,EPI_ISL_14007485,Omicron, BA.2.12.1
0.6684526429107128,-12.28862285120157,2,EPI_ISL_12282759,Omicron, BA.2
0.6684427078697084,-12.288574470815133,2,EPI_ISL_14460284,Omicron, BA.2
0.6476756713966668,-12.257281433168025,2,EPI_ISL_16252744,Omicron, BQ.1.1.5
0.7970161459620186,-12.3298916518287,2,EPI_ISL_10066020,Omicron, BA.2
0.8351462912526092,-12.330758091983283,2,EPI_ISL_10066028,Omicron, BA.2
0.6717356443453584,-12.278728130123783,2,EPI_ISL_10066002,Omicron, BA.1.1
0.5918747252735803,-12.271956548295735,2,EPI_ISL_10072777,Omicron, BA.1.20
0.40803918287815544,-12.264269017791179,2,EPI_ISL_15244437,Omicron, BA.5.2
0.40772285132868813,-12.264209798307414,2,EPI_ISL_15250603,Omicron, BF.5
0.40794002610499014,-12.264318071342093,2,EPI_ISL_15250201,Omicron, BA.4.1
0.40794690220047813,-12.264093553794678,2,EPI_ISL_17239005,Omicron, BA.4
0.4083305683908403,-12.264096142142355,2,EPI_ISL_13492865,Omicron, BA.2
0.40794163596933014,-12.264268838654326,2,EPI_ISL_13660603,Omicron, Unassigned
0.40794279488153684,-12.264280097471161,2,EPI_ISL_13762535,Omicron, Unassigned
0.4083148198681272,-12.264387620650878,2,EPI_ISL_13845329,Omicron, BA.2
0.4073936937044308,-12.26446548027675,2,EPI_ISL_14007463,Omicron, Unassigned
0.4079284639492577,-12.26410253020105,2,EPI_ISL_14007566,Omicron, Unassigned
0.40794304593715275,-12.264333246523956,2,EPI_ISL_14088514,Omicron, Unassigned
0.40794163596933014,-12.264268838654326,2,EPI_ISL_14582392,Omicron, BA.5.1.3
0.40739369370443057,-12.264465480276742,2,EPI_ISL_14583189,Omicron, Unassigned
0.4077653703479821,-12.264353969733126,2,EPI_ISL_14662219,Omicron, Unassigned
0.40777302477077837,-12.26435519399378,2,EPI_ISL_14970997,Omicron, BA.5.2
0.407928072206153,-12.264321774903529,2,EPI_ISL_14971461,Omicron, BE.5
0.4079240669912983,-12.26424189372525,2,EPI_ISL_14971441,Omicron, BA.5.2.3
0.40772285132868813,-12.264209798307414,2,EPI_ISL_14973257,Omicron, Unassigned
0.40772285132868813,-12.264209798307414,2,EPI_ISL_14973240,Omicron, Unassigned
0.40794163596933014,-12.264268838654326,2,EPI_ISL_14973137,Omicron, BF.26
0.4079534282999101,-12.264186662035035,2,EPI_ISL_14973258,Omicron, Unassigned
0.40776934679569565,-12.2641518003595,2,EPI_ISL_15248342,Omicron, Unassigned
0.4079254094348522,-12.264254785961501,2,EPI_ISL_15862107,Omicron, Unassigned
0.4077693466991155,-12.264151802145744,2,EPI_ISL_15935974,Omicron, Unassigned
0.407921820675845,-12.2648325595231,2,EPI_ISL_15936032,Omicron, Unassigned
0.40832669386720893,-12.264281414111805,2,EPI_ISL_15935987,Omicron, Unassigned
0.40772285132868813,-12.264209798307414,2,EPI_ISL_15881786,Omicron, Unassigned
0.4079452175526248,-12.264308085218453,2,EPI_ISL_15870588,Omicron, BA.5.2.1
0.40772944438668934,-12.264236715305094,2,EPI_ISL_16066660,Omicron, Unassigned
0.4079388028450425,-12.264538409304189,2,EPI_ISL_16134967,Omicron, BA.5.1.3
0.40792540921319415,-12.264254783991921,2,EPI_ISL_16252782,Omicron, BE.1.1
0.40832477064925526,-12.264258261207903,2,EPI_ISL_16643118,Omicron, BQ.1
0.4083309837578697,-12.264389220888502,2,EPI_ISL_16643153,Omicron, BA.5.2.1
0.4079243981927043,-12.263611325904806,2,EPI_ISL_16401035,Omicron, BQ.1.1.32
0.40795620683653794,-12.263776101910123,2,EPI_ISL_16495455,Omicron, Unassigned
0.4083267995832723,-12.264295270241258,2,EPI_ISL_16643991,Omicron, BQ.1.25
0.4083148198713503,-12.264387620575967,2,EPI_ISL_17104142,Omicron, Unassigned
0.623420825759556,-12.285494994097215,2,EPI_ISL_13564370,Omicron, B.1
0.574974885122184,-12.288709452478129,2,EPI_ISL_13900147,Omicron, BA.2
0.5756213406323717,-12.29044557518965,2,EPI_ISL_13286452,Omicron, Unassigned
0.5757169346669534,-12.290221747561526,2,EPI_ISL_15250700,Omicron, BA.2
0.5756459104074788,-12.290472967517635,2,EPI_ISL_10093082,Omicron, BA.1.1
0.5764849183789434,-12.290493730341838,2,EPI_ISL_12567854,Omicron, BA.2
0.5756399277537958,-12.290168727160264,2,EPI_ISL_13272942,Omicron, Unassigned
0.5747351919464296,-12.289032004581554,2,EPI_ISL_13395546,Omicron, Unassigned
0.575643267847294,-12.290465490972494,2,EPI_ISL_13492755,Omicron, Unassigned
0.5749532859809294,-12.289002014120225,2,EPI_ISL_13762446,Omicron, Unassigned
0.5757169371929551,-12.2902217422958,2,EPI_ISL_13762511,Omicron, Unassigned
0.5756522776621682,-12.2905903331132,2,EPI_ISL_14083080,Omicron, BA.2
0.5764378092112666,-12.290443609433002,2,EPI_ISL_13295372,Omicron, BA.2
0.5750312672956444,-12.288846247407553,2,EPI_ISL_13295402,Omicron, BA.2.3
0.5756218462436234,-12.29044544948052,2,EPI_ISL_11621345,Omicron, BA.2
0.4479975567380175,-12.259439586560166,2,EPI_ISL_13900066,Omicron, BA.4.1
0.4491479439664367,-12.258982427661637,2,EPI_ISL_13660469,Omicron, Unassigned
0.4483492831341614,-12.259574858903166,2,EPI_ISL_13845183,Omicron, Unassigned
0.44837311897967497,-12.259709703038471,2,EPI_ISL_14008458,Omicron, Unassigned
0.4491541116831488,-12.259503392128188,2,EPI_ISL_14008988,Omicron, BA.2
0.44837311897967486,-12.259709703038478,2,EPI_ISL_14083101,Omicron, BA.2
0.449154111682562,-12.259503392033615,2,EPI_ISL_14245321,Omicron, BA.5.6
0.44915411168253677,-12.25950339202947,2,EPI_ISL_15144658,Omicron, BA.2
0.44915411168253677,-12.25950339202947,2,EPI_ISL_15144670,Omicron, Unassigned
0.449147943966438,-12.258982427661849,2,EPI_ISL_16252408,Omicron, Unassigned
0.4483378511867533,-12.258897711209794,2,EPI_ISL_14854940,Omicron, BF.5
0.6126856326141169,-12.279330901032159,2,EPI_ISL_8524430,Omicron, BA.1.17.2
0.6412663592211956,-12.273832295687628,2,EPI_ISL_8524465,Omicron, BA.1.17.2
0.6122827294759738,-12.27892000714038,2,EPI_ISL_8524611,Omicron, B.1.1.529
0.6122827294832639,-12.27892000747849,2,EPI_ISL_8524581,Omicron, B.1.1.529
0.6412663592211967,-12.273832295687699,2,EPI_ISL_11260034,Omicron, B.1.1.529
0.8112978519232089,-12.315100647077577,2,EPI_ISL_12589380,Omicron, BA.2.9
0.8111220883131409,-12.315627193547163,2,EPI_ISL_12282765,Omicron, BA.2
0.8112222665148022,-12.31525117312138,2,EPI_ISL_14460232,Omicron, BA.2
0.8111704699229018,-12.315304579183959,2,EPI_ISL_11490669,Omicron, BA.2
0.3551944149161955,-12.256319219846798,2,EPI_ISL_14583212,Omicron, Unassigned
0.3551944149161955,-12.256319219846798,2,EPI_ISL_16066656,Omicron, Unassigned
