random_seed,fold,split,n_sequences,n_single,n_double,n_triple_plus,pct_single,pct_double,pct_triple_plus,mean_mutations,std_mutations,min_mutations,max_mutations
0,1,train,52528,2855,21668,28005,5.43519646664636,41.25038074931465,53.31442278403898,2.839818763326226,1.1401239561751455,1,10
0,1,test,2267,731,1294,242,32.24525805028672,57.079841199823555,10.674900749889723,1.792236435818262,0.6415764664261788,1,5
0,1,excluded,47928,0,10935,36993,0.0,22.815473209814723,77.18452679018529,3.600421465531631,1.3367507907789797,2,10
0,2,train,52392,2872,21567,27953,5.481752939380058,41.16468163078332,53.353565429836614,2.83894487708047,1.1397352113440635,1,10
0,2,test,2261,714,1305,242,31.57894736842105,57.71782397169394,10.703228659885006,1.8045112781954886,0.652147130734241,1,5
0,2,excluded,48070,0,11025,37045,0.0,22.935302683586436,77.06469731641357,3.598418972332016,1.3372912258733867,2,10
0,3,train,55257,2872,22480,29905,5.197531534466222,40.682628445264854,54.119840020268924,2.8594024286515736,1.1442995171502153,1,9
0,3,test,2047,714,1137,196,34.88031265266243,55.54469956033219,9.574987787005373,1.757694186614558,0.6481028330056027,1,5
0,3,excluded,45419,0,10280,35139,0.0,22.633699553050484,77.36630044694951,3.6150950042933574,1.3447952356681954,2,10
0,4,train,48661,2844,20588,25229,5.844516142290541,42.30903598364193,51.84644787406752,2.797743572881774,1.1187794691317852,1,10
0,4,test,2665,742,1554,369,27.842401500938085,58.311444652908065,13.846153846153847,1.878424015009381,0.6778758847647597,1,5
0,4,excluded,51397,0,11755,39642,0.0,22.870984687822247,77.12901531217776,3.5925637683133256,1.3325628816442365,2,10
0,5,train,52993,2901,21917,28175,5.474307927462117,41.35829260468364,53.167399467854246,2.835714150925594,1.1389734555662983,1,10
0,5,test,2136,685,1239,212,32.069288389513105,58.00561797752809,9.925093632958802,1.7926029962546817,0.6502387660505313,1,5
0,5,excluded,47594,0,10741,36853,0.0,22.567970752615878,77.43202924738412,3.6074295079211667,1.3366672228865468,2,10
1,1,train,48507,2853,20405,25249,5.881625332426248,42.06609355350774,52.05228111406601,2.7981734595006906,1.1166351336300102,1,9
1,1,test,2726,733,1630,363,26.889214966984593,59.79457079970653,13.316214233308877,1.8826118855465883,0.6691054143631234,1,6
1,1,excluded,51490,0,11862,39628,0.0,23.037483006409012,76.962516993591,3.5915906001165276,1.334416460245329,2,10
1,2,train,52536,2877,21685,27974,5.476244860666971,41.27645804781483,53.2472970915182,2.8378064565250494,1.1420615765972502,1,10
1,2,test,2290,709,1328,253,30.960698689956335,57.99126637554585,11.048034934497815,1.8126637554585152,0.6510430834795768,1,5
